"",BBK01.WZ3082,BBK01.WZ3082_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 5.0 years / end of month",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:54,
2000-01,5.46,
2000-02,5.36,
2000-03,5.32,
2000-04,5.63,
2000-05,5.60,
2000-06,5.66,
2000-07,5.73,
2000-08,5.72,
2000-09,5.63,
2000-10,5.55,
2000-11,5.23,
2000-12,5.02,
2001-01,4.99,
2001-02,4.87,
2001-03,4.93,
2001-04,5.07,
2001-05,4.99,
2001-06,4.97,
2001-07,4.79,
2001-08,4.64,
2001-09,4.38,
2001-10,4.29,
2001-11,4.61,
2001-12,4.75,
2002-01,4.84,
2002-02,5.07,
2002-03,5.09,
2002-04,5.07,
2002-05,4.94,
2002-06,4.77,
2002-07,4.51,
2002-08,4.21,
2002-09,4.10,
2002-10,4.19,
2002-11,4.00,
2002-12,3.77,
2003-01,3.51,
2003-02,3.55,
2003-03,3.71,
2003-04,3.39,
2003-05,3.14,
2003-06,3.41,
2003-07,3.73,
2003-08,3.72,
2003-09,3.76,
2003-10,3.94,
2003-11,3.90,
2003-12,3.72,
2004-01,3.75,
2004-02,3.53,
2004-03,3.40,
2004-04,3.71,
2004-05,3.76,
2004-06,3.92,
2004-07,3.81,
2004-08,3.59,
2004-09,3.55,
2004-10,3.41,
2004-11,3.31,
2004-12,3.32,
2005-01,3.17,
2005-02,3.32,
2005-03,3.28,
2005-04,3.02,
2005-05,2.93,
2005-06,2.76,
2005-07,2.86,
2005-08,2.81,
2005-09,2.90,
2005-10,3.18,
2005-11,3.28,
2005-12,3.26,
2006-01,3.45,
2006-02,3.52,
2006-03,3.80,
2006-04,3.98,
2006-05,3.88,
2006-06,4.09,
2006-07,3.99,
2006-08,3.97,
2006-09,3.89,
2006-10,3.97,
2006-11,3.93,
2006-12,4.00,
2007-01,4.26,
2007-02,4.12,
2007-03,4.24,
2007-04,4.40,
2007-05,4.62,
2007-06,4.78,
2007-07,4.69,
2007-08,4.55,
2007-09,4.60,
2007-10,4.48,
2007-11,4.43,
2007-12,4.62,
2008-01,4.14,
2008-02,4.05,
2008-03,4.23,
2008-04,4.46,
2008-05,4.76,
2008-06,5.11,
2008-07,5.00,
2008-08,4.75,
2008-09,4.79,
2008-10,4.31,
2008-11,3.79,
2008-12,3.57,
2009-01,3.62,
2009-02,3.54,
2009-03,3.50,
2009-04,3.54,
2009-05,3.63,
2009-06,3.58,
2009-07,3.42,
2009-08,3.21,
2009-09,3.12,
2009-10,3.17,
2009-11,3.03,
2009-12,3.07,
2010-01,3.00,
2010-02,2.75,
2010-03,2.72,
2010-04,2.59,
2010-05,2.36,
2010-06,2.31,
2010-07,2.43,
2010-08,1.99,
2010-09,2.18,
2010-10,2.42,
2010-11,2.58,
2010-12,2.74,
2011-01,3.05,
2011-02,3.07,
2011-03,3.32,
2011-04,3.31,
2011-05,3.05,
2011-06,3.04,
2011-07,2.78,
2011-08,2.40,
2011-09,2.30,
2011-10,2.34,
2011-11,2.43,
2011-12,2.10,
2012-01,1.97,
2012-02,1.91,
2012-03,1.92,
2012-04,1.80,
2012-05,1.54,
2012-06,1.61,
2012-07,1.35,
2012-08,1.22,
2012-09,1.20,
2012-10,1.19,
2012-11,1.09,
2012-12,0.98,
2013-01,1.37,
2013-02,1.15,
2013-03,1.08,
2013-04,0.93,
2013-05,1.10,
2013-06,1.37,
2013-07,1.35,
2013-08,1.50,
2013-09,1.38,
2013-10,1.29,
2013-11,1.20,
2013-12,1.38,
2014-01,1.17,
2014-02,1.10,
2014-03,1.10,
2014-04,1.07,
2014-05,0.91,
2014-06,0.81,
2014-07,0.78,
2014-08,0.63,
2014-09,0.58,
2014-10,0.57,
2014-11,0.49,
2014-12,0.44,
2015-01,0.39,
