"",BBK01.OEAH01M,BBK01.OEAH01M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:37,
2002-01,164.919,
2002-04,164.776,
2002-07,164.538,
2002-10,169.003,
2003-01,169.184,
2003-04,169.973,
2003-07,170.286,
2003-10,170.593,
2004-01,169.476,
2004-04,172.311,
2004-07,174.205,
2004-10,180.078,
2005-01,184.641,
2005-04,186.419,
2005-07,188.057,
2005-10,192.245,
2006-01,191.004,
2006-04,190.205,
2006-07,191.309,
2006-10,195.808,
2007-01,195.582,
2007-04,195.705,
2007-07,197.404,
2007-10,204.324,
2008-01,205.075,
2008-04,207.093,
2008-07,206.817,
2008-10,223.568,
2009-01,225.700,
2009-04,223.763,
2009-07,224.719,
2009-10,224.187,
2010-01,223.107,
2010-04,228.590,
2010-07,227.577,
2010-10,230.109,
2011-01,230.701,
2011-04,232.324,
2011-07,235.731,
2011-10,242.952,
2012-01,243.254,
2012-04,248.952,
2012-07,248.894,
2012-10,250.835,
2013-01,245.903,
2013-04,250.283,
2013-07,243.616,
2013-10,245.692,
2014-01,247.879,
2014-04,249.511,
2014-07,253.812,
