"",BBK01.QUW627,BBK01.QUW627_FLAGS
"",Foreign branches: Long-term loans and advances to foreign banks / Countries in Asia / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:51:06,
2001-12,8.670,
2002-01,8.851,
2002-02,6.981,
2002-03,8.231,
2002-04,8.285,
2002-05,8.171,
2002-06,8.083,
2002-07,7.839,
2002-08,7.675,
2002-09,7.424,
2002-10,7.111,
2002-11,6.793,
2002-12,6.189,
2003-01,5.838,
2003-02,5.803,
2003-03,5.409,
2003-04,5.151,
2003-05,4.683,
2003-06,5.060,
2003-07,4.773,
2003-08,4.991,
2003-09,4.777,
2003-10,4.499,
2003-11,5.058,
2003-12,4.747,
2004-01,4.475,
2004-02,4.429,
2004-03,4.735,
2004-04,4.424,
2004-05,4.567,
2004-06,4.469,
2004-07,4.377,
2004-08,4.475,
2004-09,4.476,
2004-10,4.017,
2004-11,2.987,
2004-12,4.127,
2005-01,4.317,
2005-02,4.087,
2005-03,4.363,
2005-04,4.901,
2005-05,5.067,
2005-06,5.005,
2005-07,4.985,
2005-08,4.645,
2005-09,4.790,
2005-10,4.857,
2005-11,4.829,
2005-12,4.844,
2006-01,4.939,
2006-02,5.015,
2006-03,5.358,
2006-04,5.353,
2006-05,5.326,
2006-06,4.496,
2006-07,4.719,
2006-08,4.991,
2006-09,5.810,
2006-10,5.620,
2006-11,5.323,
2006-12,5.065,
2007-01,5.239,
2007-02,5.066,
2007-03,4.643,
2007-04,4.631,
2007-05,4.552,
2007-06,4.672,
2007-07,5.960,
2007-08,5.734,
2007-09,6.184,
2007-10,8.305,
2007-11,6.902,
2007-12,8.435,
2008-01,8.715,
2008-02,8.851,
2008-03,8.540,
2008-04,8.909,
2008-05,8.837,
2008-06,9.688,
2008-07,8.643,
2008-08,8.851,
2008-09,9.560,
2008-10,11.217,
2008-11,11.589,
2008-12,9.468,
2009-01,10.112,
2009-02,9.582,
2009-03,8.978,
2009-04,9.326,
2009-05,9.172,
2009-06,8.524,
2009-07,8.426,
2009-08,8.193,
2009-09,7.782,
2009-10,7.425,
2009-11,7.522,
2009-12,8.107,
2010-01,10.626,
2010-02,11.832,
2010-03,12.955,
2010-04,12.547,
2010-05,13.069,
2010-06,12.848,
2010-07,11.833,
2010-08,12.317,
2010-09,11.734,
2010-10,11.144,
2010-11,13.785,
2010-12,15.264,
2011-01,14.834,
2011-02,14.409,
2011-03,14.427,
2011-04,13.995,
2011-05,14.666,
2011-06,14.299,
2011-07,14.858,
2011-08,14.950,
2011-09,19.939,
2011-10,17.530,
2011-11,17.833,
2011-12,18.397,
2012-01,17.634,
2012-02,16.686,
2012-03,16.788,
2012-04,16.754,
2012-05,17.966,
2012-06,17.783,
2012-07,19.225,
2012-08,18.695,
2012-09,17.017,
2012-10,16.352,
2012-11,15.075,
2012-12,15.786,
2013-01,15.690,
2013-02,14.926,
2013-03,16.545,
2013-04,16.809,
2013-05,16.085,
2013-06,16.496,
2013-07,17.023,
2013-08,17.908,
2013-09,17.244,
2013-10,17.332,
2013-11,18.895,
2013-12,17.988,
2014-01,18.364,
2014-02,18.704,
2014-03,20.331,
2014-04,21.050,
2014-05,21.803,
2014-06,21.538,
2014-07,22.019,
2014-08,21.120,
2014-09,21.972,
2014-10,22.569,
2014-11,23.137,
