"",BBK01.CEB410,BBK01.CEB410_FLAGS
"",Loans debtor: Non-financial corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:13:17,
1991-01,714.5,
1991-04,737.3,
1991-07,763.4,
1991-10,783.6,
1992-01,795.2,
1992-04,813.1,
1992-07,822.9,
1992-10,816.1,
1993-01,822.9,
1993-04,834.4,
1993-07,846.2,
1993-10,855.2,
1994-01,840.7,
1994-04,848.8,
1994-07,855.2,
1994-10,844.7,
1995-01,868.0,
1995-04,889.1,
1995-07,895.4,
1995-10,900.2,
1996-01,914.9,
1996-04,930.8,
1996-07,938.4,
1996-10,948.2,
1997-01,961.0,
1997-04,969.9,
1997-07,976.3,
1997-10,993.5,
1998-01,1005.1,
1998-04,1015.6,
1998-07,1035.0,
1998-10,1061.7,
1999-01,1002.0,
1999-04,1015.8,
1999-07,1042.2,
1999-10,1091.0,
2000-01,1089.5,
2000-04,1117.6,
2000-07,1122.1,
2000-10,1176.4,
2001-01,1200.9,
2001-04,1222.4,
2001-07,1227.4,
2001-10,1250.8,
2002-01,1273.8,
2002-04,1291.6,
2002-07,1306.7,
2002-10,1295.7,
2003-01,1297.2,
2003-04,1298.8,
2003-07,1284.3,
2003-10,1283.2,
2004-01,1272.4,
2004-04,1262.5,
2004-07,1241.6,
2004-10,1238.4,
2005-01,1218.9,
2005-04,1223.1,
2005-07,1222.2,
2005-10,1216.7,
2006-01,1242.4,
2006-04,1260.2,
2006-07,1278.7,
2006-10,1273.4,
2007-01,1286.9,
2007-04,1296.8,
2007-07,1303.3,
2007-10,1336.5,
2008-01,1329.6,
2008-04,1351.5,
2008-07,1363.8,
2008-10,1375.5,
2009-01,1388.9,
2009-04,1393.3,
2009-07,1359.5,
2009-10,1339.3,
2010-01,1336.1,
2010-04,1339.0,
2010-07,1332.5,
2010-10,1325.6,
2011-01,1309.8,
2011-04,1324.1,
2011-07,1338.1,
2011-10,1367.1,
2012-01,1367.5,
2012-04,1381.6,
2012-07,1401.6,
2012-10,1397.4,
2013-01,1415.8,
2013-04,1428.3,
2013-07,1421.9,
2013-10,1425.1,
2014-01,1428.1,
