"",BBK01.OUP360,BBK01.OUP360_FLAGS
"",Loans to social security funds for up to and including one year / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:58:28,
1999-01,0.061,
1999-02,0.084,
1999-03,0.224,
1999-04,0.203,
1999-05,0.273,
1999-06,0.147,
1999-07,0.136,
1999-08,0.194,
1999-09,0.298,
1999-10,0.110,
1999-11,0.143,
1999-12,0.175,
2000-01,0.269,
2000-02,0.256,
2000-03,0.270,
2000-04,0.657,
2000-05,0.810,
2000-06,0.603,
2000-07,0.634,
2000-08,0.905,
2000-09,0.573,
2000-10,0.750,
2000-11,0.521,
2000-12,0.709,
2001-01,0.523,
2001-02,0.338,
2001-03,0.388,
2001-04,0.714,
2001-05,0.528,
2001-06,0.505,
2001-07,0.541,
2001-08,0.576,
2001-09,0.366,
2001-10,0.468,
2001-11,0.550,
2001-12,0.356,
2002-01,0.617,
2002-02,0.488,
2002-03,0.620,
2002-04,0.503,
2002-05,0.600,
2002-06,0.797,
2002-07,0.753,
2002-08,0.736,
2002-09,0.856,
2002-10,1.078,
2002-11,0.832,
2002-12,0.894,
2003-01,0.925,
2003-02,1.117,
2003-03,1.224,
2003-04,1.190,
2003-05,1.098,
2003-06,1.009,
2003-07,1.227,
2003-08,1.232,
2003-09,1.344,
2003-10,1.592,
2003-11,1.503,
2003-12,1.788,
2004-01,1.744,
2004-02,1.445,
2004-03,1.583,
2004-04,1.711,
2004-05,1.240,
2004-06,1.293,
2004-07,1.215,
2004-08,1.578,
2004-09,1.476,
2004-10,1.532,
2004-11,1.415,
2004-12,1.092,
2005-01,1.271,
2005-02,1.224,
2005-03,1.220,
2005-04,1.354,
2005-05,1.084,
2005-06,1.365,
2005-07,0.987,
2005-08,1.154,
2005-09,1.245,
2005-10,1.085,
2005-11,0.890,
2005-12,0.733,
2006-01,0.695,
2006-02,0.566,
2006-03,0.521,
2006-04,0.363,
2006-05,0.203,
2006-06,0.145,
2006-07,0.211,
2006-08,0.195,
2006-09,0.215,
2006-10,0.136,
2006-11,0.332,
2006-12,0.322,
2007-01,0.100,
2007-02,0.098,
2007-03,0.100,
2007-04,0.094,
2007-05,0.046,
2007-06,0.070,
2007-07,0.068,
2007-08,0.070,
2007-09,0.141,
2007-10,0.082,
2007-11,0.070,
2007-12,0.039,
2008-01,0.050,
2008-02,0.044,
2008-03,0.029,
2008-04,0.092,
2008-05,0.131,
2008-06,0.197,
2008-07,0.263,
2008-08,0.104,
2008-09,0.443,
2008-10,0.001,
2008-11,0.009,
2008-12,0.004,
2009-01,0.052,
2009-02,-,Nothing exists
2009-03,0.010,
2009-04,-,Nothing exists
2009-05,0.057,
2009-06,0.007,
2009-07,0.003,
2009-08,0.001,
2009-09,0.002,
2009-10,0.111,
2009-11,-,Nothing exists
2009-12,0.001,
2010-01,-,Nothing exists
2010-02,0.001,
2010-03,0.025,
2010-04,0.004,
2010-05,0.003,
2010-06,0.009,
2010-07,0.013,
2010-08,0.014,
2010-09,0.010,
2010-10,0.085,
2010-11,0.004,
2010-12,0.001,
2011-01,0.028,
2011-02,0.023,
2011-03,0.141,
2011-04,0.008,
2011-05,0.007,
2011-06,0.226,
2011-07,0.010,
2011-08,0.004,
2011-09,0.006,
2011-10,0.006,
2011-11,0.007,
2011-12,0.065,
2012-01,0.083,
2012-02,0.094,
2012-03,0.006,
2012-04,0.054,
2012-05,0.055,
2012-06,0.061,
2012-07,0.069,
2012-08,0.024,
2012-09,0.020,
2012-10,0.015,
2012-11,0.012,
2012-12,0.024,
2013-01,0.041,
2013-02,0.079,
2013-03,0.020,
2013-04,0.025,
2013-05,0.038,
2013-06,0.015,
2013-07,0.015,
2013-08,0.046,
2013-09,0.011,
2013-10,0.028,
2013-11,0.049,
2013-12,0.018,
2014-01,0.289,
2014-02,0.020,
2014-03,0.020,
2014-04,0.022,
2014-05,0.011,
2014-06,0.016,
2014-07,0.012,
2014-08,0.012,
2014-09,0.056,
2014-10,0.009,
2014-11,0.028,
2014-12,0.019,Provisional value
