"",BBK01.CEF030,BBK01.CEF030_FLAGS
"",Total liabilities                                       debtor: MFI  creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:59,
1999-01,6036.2,
1999-04,6149.8,
1999-07,6213.3,
1999-10,6406.8,
2000-01,6538.2,
2000-04,6566.7,
2000-07,6690.8,
2000-10,6883.3,
2001-01,7118.8,
2001-04,7139.0,
2001-07,7198.8,
2001-10,7309.2,
2002-01,7294.6,
2002-04,7313.6,
2002-07,7437.5,
2002-10,7552.1,
2003-01,7698.0,
2003-04,7839.3,
2003-07,7670.6,
2003-10,7671.3,
2004-01,7929.3,
2004-04,7863.5,
2004-07,7930.7,
2004-10,8020.7,
2005-01,8169.1,
2005-04,8354.4,
2005-07,8452.6,
2005-10,8417.1,
2006-01,8583.5,
2006-04,8639.5,
2006-07,8646.8,
2006-10,8718.3,
2007-01,8950.4,
2007-04,9093.9,
2007-07,9242.0,
2007-10,9516.0,
2008-01,9720.4,
2008-04,9573.2,
2008-07,9981.9,
2008-10,10144.8,
2009-01,10038.1,
2009-04,9418.3,
2009-07,9173.9,
2009-10,9006.6,
2010-01,9160.0,
2010-04,9691.2,
2010-07,9240.5,
2010-10,8656.1,
2011-01,8283.0,
2011-04,8227.9,
2011-07,8903.6,
2011-10,8926.0,
2012-01,9280.4,
2012-04,9489.2,
2012-07,9379.8,
2012-10,9023.0,
2013-01,8728.1,
2013-04,8456.4,
2013-07,8347.1,
2013-10,8176.0,
2014-01,8074.7,
2014-04,8120.6,
2014-07,8278.6,
