"",BBK01.TVD439,BBK01.TVD439_FLAGS
"",Deposits of non-banks in the euro area / in other member states / With agreed maturities / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:16,
1980-01,0,
1980-02,105,
1980-03,234,
1980-04,77,
1980-05,-64,
1980-06,143,
1980-07,-152,
1980-08,176,
1980-09,88,
1980-10,112,
1980-11,105,
1980-12,246,
1981-01,-233,
1981-02,45,
1981-03,624,
1981-04,-314,
1981-05,151,
1981-06,1,
1981-07,229,
1981-08,-251,
1981-09,-67,
1981-10,-146,
1981-11,79,
1981-12,482,
1982-01,-364,
1982-02,17,
1982-03,158,
1982-04,-310,
1982-05,19,
1982-06,228,
1982-07,65,
1982-08,97,
1982-09,111,
1982-10,-72,
1982-11,-86,
1982-12,337,
1983-01,-464,
1983-02,-3,
1983-03,88,
1983-04,-147,
1983-05,144,
1983-06,357,
1983-07,-92,
1983-08,-43,
1983-09,13,
1983-10,-78,
1983-11,31,
1983-12,249,
1984-01,-478,
1984-02,-132,
1984-03,124,
1984-04,252,
1984-05,111,
1984-06,98,
1984-07,230,
1984-08,-7,
1984-09,558,
1984-10,-13,
1984-11,60,
1984-12,779,
1985-01,-375,
1985-02,323,
1985-03,-475,
1985-04,-10,
1985-05,-230,
1985-06,328,
1985-07,-422,
1985-08,134,
1985-09,20,
1985-10,117,
1985-11,297,
1985-12,471,
1986-01,-409,
1986-02,-159,
1986-03,445,
1986-04,-139,
1986-05,52,
1986-06,72,
1986-07,-285,
1986-08,69,
1986-09,931,
1986-10,110,
1986-11,-241,
1986-12,201,
1987-01,-84,
1987-02,-196,
1987-03,143,
1987-04,252,
1987-05,-18,
1987-06,350,
1987-07,-27,
1987-08,24,
1987-09,343,
1987-10,492,
1987-11,-483,
1987-12,-88,
1988-01,98,
1988-02,13,
1988-03,260,
1988-04,-196,
1988-05,302,
1988-06,415,
1988-07,609,
1988-08,270,
1988-09,-51,
1988-10,-26,
1988-11,-51,
1988-12,-38,
1989-01,336,
1989-02,195,
1989-03,395,
1989-04,518,
1989-05,790,
1989-06,28,
1989-07,-476,
1989-08,226,
1989-09,156,
1989-10,177,
1989-11,21,
1989-12,-14,
1990-01,365,
1990-02,365,
1990-03,74,
1990-04,191,
1990-05,51,
1990-06,2011,
1990-07,400,
1990-08,100,
1990-09,647,
1990-10,-397,
1990-11,-139,
1990-12,253,
1991-01,83,
1991-02,292,
1991-03,1658,
1991-04,-348,
1991-05,-490,
1991-06,681,
1991-07,-409,
1991-08,326,
1991-09,-600,
1991-10,418,
1991-11,-85,
1991-12,-448,
1992-01,588,
1992-02,516,
1992-03,690,
1992-04,366,
1992-05,-6,
1992-06,-63,
1992-07,-345,
1992-08,234,
1992-09,1888,
1992-10,139,
1992-11,569,
1992-12,244,
1993-01,-349,
1993-02,1057,
1993-03,151,
1993-04,-217,
1993-05,344,
1993-06,1015,
1993-07,438,
1993-08,107,
1993-09,-351,
1993-10,831,
1993-11,572,
1993-12,645,
1994-01,63,
1994-02,2689,
1994-03,1802,
1994-04,106,
1994-05,1395,
1994-06,-360,
1994-07,33,
1994-08,-28,
1994-09,654,
1994-10,1277,
1994-11,787,
1994-12,-4152,
1995-01,1001,
1995-02,122,
1995-03,138,
1995-04,869,
1995-05,1102,
1995-06,1559,
1995-07,1149,
1995-08,757,
1995-09,292,
1995-10,1785,
1995-11,1238,
1995-12,4601,
1996-01,968,
1996-02,2931,
1996-03,499,
1996-04,1113,
1996-05,1306,
1996-06,455,
1996-07,1298,
1996-08,80,
1996-09,802,
1996-10,542,
1996-11,691,
1996-12,1235,
1997-01,1437,
1997-02,1448,
1997-03,804,
1997-04,2163,
1997-05,982,
1997-06,1140,
1997-07,2807,
1997-08,-264,
1997-09,-223,
1997-10,1255,
1997-11,878,
1997-12,311,
1998-01,179,
1998-02,3413,
1998-03,1580,
1998-04,3633,
1998-05,1017,
1998-06,-542,
1998-07,1842,
1998-08,2304,
1998-09,-75,
1998-10,-1158,
1998-11,-825,
1998-12,994,
1999-01,2135,
1999-02,2444,
1999-03,1355,
1999-04,867,
1999-05,-1344,
1999-06,896,
1999-07,159,
1999-08,-92,
1999-09,340,
1999-10,1455,
1999-11,-1201,
1999-12,-1098,
2000-01,-2202,
2000-02,456,
2000-03,1128,
2000-04,-880,
2000-05,-269,
2000-06,-959,
2000-07,-317,
2000-08,887,
2000-09,-648,
2000-10,-82,
