"",BBK01.OUG032,BBK01.OUG032_FLAGS
"",Time deposits of foreign banks (MFIs) (excluding the Bundesbank) / medium- and longtherm / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:11:25,
1968-12,0.018,
1969-01,0.019,
1969-02,0.020,
1969-03,0.033,
1969-04,0.109,
1969-05,0.113,
1969-06,0.147,
1969-07,0.147,
1969-08,0.102,
1969-09,0.085,
1969-10,0.079,
1969-11,0.079,
1969-12,0.048,
1970-01,0.048,
1970-02,0.048,
1970-03,0.048,
1970-04,0.061,
1970-05,0.080,
1970-06,0.076,
1970-07,0.101,
1970-08,0.106,
1970-09,0.115,
1970-10,0.156,
1970-11,0.195,
1970-12,0.199,
1971-01,0.216,
1971-02,0.245,
1971-03,0.247,
1971-04,0.252,
1971-05,0.234,
1971-06,0.215,
1971-07,0.229,
1971-08,0.230,
1971-09,0.229,
1971-10,0.242,
1971-11,0.230,
1971-12,0.229,
1972-01,0.227,
1972-02,0.237,
1972-03,0.237,
1972-04,0.243,
1972-05,0.243,
1972-06,0.264,
1972-07,0.344,
1972-08,0.347,
1972-09,0.364,
1972-10,0.386,
1972-11,0.378,
1972-12,0.391,
1973-01,0.319,
1973-02,0.292,
1973-03,0.304,
1973-04,0.301,
1973-05,0.326,
1973-06,0.302,
1973-07,0.300,
1973-08,0.301,
1973-09,0.304,
1973-10,0.306,
1973-11,0.312,
1973-12,0.315,
1974-01,0.310,
1974-02,0.292,
1974-03,0.301,
1974-04,0.316,
1974-05,0.322,
1974-06,0.331,
1974-07,0.326,
1974-08,0.324,
1974-09,0.324,
1974-10,0.323,
1974-11,0.294,
1974-12,0.378,
1975-01,0.373,
1975-02,0.352,
1975-03,0.333,
1975-04,0.328,
1975-05,0.322,
1975-06,0.310,
1975-07,0.308,
1975-08,0.305,
1975-09,0.334,
1975-10,0.350,
1975-11,0.357,
1975-12,0.358,
1976-01,0.442,
1976-02,0.489,
1976-03,0.494,
1976-04,0.546,
1976-05,0.659,
1976-06,0.666,
1976-07,0.664,
1976-08,0.716,
1976-09,0.735,
1976-10,0.823,
1976-11,0.990,
1976-12,1.062,
1977-01,1.108,
1977-02,1.132,
1977-03,1.174,
1977-04,1.203,
1977-05,1.183,
1977-06,1.223,
1977-07,1.282,
1977-08,1.307,
1977-09,1.324,
1977-10,1.329,
1977-11,1.420,
1977-12,1.554,
1978-01,1.747,
1978-02,1.860,
1978-03,1.954,
1978-04,2.096,
1978-05,2.226,
1978-06,2.361,
1978-07,2.437,
1978-08,2.659,
1978-09,2.949,
1978-10,3.190,
1978-11,3.515,
1978-12,3.689,
1979-01,3.840,
1979-02,4.148,
1979-03,4.367,
1979-04,4.634,
1979-05,4.807,
1979-06,5.073,
1979-07,5.385,
1979-08,5.694,
1979-09,5.829,
1979-10,5.989,
1979-11,6.193,
1979-12,6.286,
1980-01,6.424,
1980-02,6.623,
1980-03,6.880,
1980-04,6.886,
1980-05,6.908,
1980-06,6.974,
1980-07,6.973,
1980-08,6.962,
1980-09,6.975,
1980-10,6.935,
1980-11,6.916,
1980-12,6.759,
1981-01,6.771,
1981-02,6.738,
1981-03,6.751,
1981-04,6.713,
1981-05,6.713,
1981-06,6.521,
1981-07,6.520,
1981-08,6.510,
1981-09,6.452,
1981-10,6.382,
1981-11,6.371,
1981-12,6.304,
1982-01,6.322,
1982-02,6.260,
1982-03,6.142,
1982-04,6.086,
1982-05,5.979,
1982-06,6.035,
1982-07,5.940,
1982-08,5.807,
1982-09,5.740,
1982-10,5.705,
1982-11,5.648,
1982-12,5.410,
1983-01,5.384,
1983-02,5.164,
1983-03,5.069,
1983-04,4.961,
1983-05,4.915,
1983-06,4.761,
1983-07,4.622,
1983-08,4.587,
1983-09,4.364,
1983-10,4.227,
1983-11,3.978,
1983-12,3.719,
1984-01,3.638,
1984-02,3.378,
1984-03,3.293,
1984-04,3.241,
1984-05,3.144,
1984-06,3.042,
1984-07,2.891,
1984-08,2.743,
1984-09,2.592,
1984-10,2.536,
1984-11,2.405,
1984-12,2.310,
1985-01,2.277,
1985-02,2.333,
1985-03,2.082,
1985-04,2.040,
1985-05,1.951,
1985-06,1.905,
1985-07,1.918,
1985-08,1.927,
1985-09,1.997,
1985-10,2.098,
1985-11,1.957,
1985-12,1.942,
1986-01,1.912,
1986-02,1.896,
1986-03,1.911,
1986-04,1.895,
1986-05,2.094,
1986-06,2.304,
1986-07,2.454,
1986-08,2.550,
1986-09,2.693,
1986-10,2.762,
