"",BBDB1.A.DE.N.A.C.IFRS.B.A.K.P.P015.VWM.A,BBDB1.A.DE.N.A.C.IFRS.B.A.K.P.P015.VWM.A_FLAGS
"",Long-term financial debt as a percentage of total assets / Weighted average / Non-financial listed groups / Germany / Total / Equity and liabilities,
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2014-12-15 13:12:51,
2005,17.04,
2006,17.65,
2007,18.14,
2008,19.10,
2009,21.82,
2010,20.29,
2011,18.89,
2012,19.99,
2013,19.76,
"","General: Non-financial groups listed in Germany, which publish IFRS consolidated financial statements on a quarterly basis and make a noteworthy contribution to value added in Germany. End-of-year data.",
