"",BBK01.OUP050,BBK01.OUP050_FLAGS
"",Time deposits of non-profit institutions / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:21:00,
1985-12,0.105,
1986-01,0.129,
1986-02,0.174,
1986-03,0.159,
1986-04,0.159,
1986-05,0.159,
1986-06,0.157,
1986-07,0.174,
1986-08,0.185,
1986-09,0.181,
1986-10,0.176,
1986-11,0.169,
1986-12,0.164,
1987-01,0.188,
1987-02,0.180,
1987-03,0.185,
1987-04,0.180,
1987-05,0.188,
1987-06,0.200,
1987-07,0.212,
1987-08,0.199,
1987-09,0.205,
1987-10,0.201,
1987-11,0.189,
1987-12,0.202,
1988-01,0.198,
1988-02,0.210,
1988-03,0.215,
1988-04,0.234,
1988-05,0.247,
1988-06,0.239,
1988-07,0.239,
1988-08,0.202,
1988-09,0.200,
1988-10,0.203,
1988-11,0.203,
1988-12,0.217,
1989-01,0.206,
1989-02,0.209,
1989-03,0.226,
1989-04,0.225,
1989-05,0.230,
1989-06,0.196,
1989-07,0.190,
1989-08,0.182,
1989-09,0.203,
1989-10,0.215,
1989-11,0.202,
1989-12,0.203,
1990-01,0.202,
1990-02,0.198,
1990-03,0.202,
1990-04,0.202,
1990-05,0.211,
1990-06,0.207,
1990-07,0.227,
1990-08,0.222,
1990-09,0.224,
1990-10,0.228,
1990-11,0.215,
1990-12,0.220,
1991-01,0.236,
1991-02,0.245,
1991-03,0.238,
1991-04,0.243,
1991-05,0.254,
1991-06,0.250,
1991-07,0.254,
1991-08,0.255,
1991-09,0.251,
1991-10,0.251,
1991-11,0.229,
1991-12,0.202,
1992-01,0.200,
1992-02,0.208,
1992-03,0.200,
1992-04,0.202,
1992-05,0.199,
1992-06,0.191,
1992-07,0.229,
1992-08,0.219,
1992-09,0.259,
1992-10,0.269,
1992-11,0.263,
1992-12,0.879,
1993-01,0.922,
1993-02,0.936,
1993-03,0.987,
1993-04,0.971,
1993-05,0.959,
1993-06,0.908,
1993-07,0.934,
1993-08,0.963,
1993-09,0.971,
1993-10,0.987,
1993-11,0.969,
1993-12,0.990,
1994-01,1.027,
1994-02,1.015,
1994-03,1.096,
1994-04,1.144,
1994-05,1.162,
1994-06,1.100,
1994-07,1.124,
1994-08,1.166,
1994-09,1.083,
1994-10,1.082,
1994-11,1.020,
1994-12,1.074,
1995-01,0.955,
1995-02,0.825,
1995-03,0.830,
1995-04,0.798,
1995-05,0.807,
1995-06,0.788,
1995-07,0.796,
1995-08,0.839,
1995-09,0.770,
1995-10,0.746,
1995-11,0.695,
1995-12,0.634,
1996-01,0.677,
1996-02,0.662,
1996-03,0.649,
1996-04,0.620,
1996-05,0.617,
1996-06,0.676,
1996-07,0.671,
1996-08,0.685,
1996-09,0.640,
1996-10,0.589,
1996-11,0.561,
1996-12,0.574,
1997-01,0.541,
1997-02,0.526,
1997-03,0.508,
