"",BBFN1.M.DE.N.1.L.W00200.S1P.H1.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.L.W00200.S1P.H1.T.N000.Z01.BGA.X001.D_FLAGS
"",Liabilities of enterprises vis-à-vis non-residents arising from credit terms used / Total / Industrial countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:06:49,
1994-07,.,No value available
1994-08,.,No value available
1994-09,.,No value available
1994-10,.,No value available
1994-11,.,No value available
1994-12,.,No value available
1995-01,29.973,
1995-02,30.003,
1995-03,31.496,
1995-04,30.720,
1995-05,31.313,
1995-06,32.092,
1995-07,30.459,
1995-08,29.396,
1995-09,31.714,
1995-10,32.248,
1995-11,32.999,
1995-12,31.906,
1996-01,30.111,
1996-02,29.991,
1996-03,31.206,
1996-04,30.668,
1996-05,30.725,
1996-06,31.042,
1996-07,30.456,
1996-08,28.263,
1996-09,30.689,
1996-10,30.836,
1996-11,31.101,
1996-12,32.812,
1997-01,31.414,
1997-02,31.316,
1997-03,32.648,
1997-04,33.430,
1997-05,32.697,
1997-06,33.634,
1997-07,33.081,
1997-08,30.567,
1997-09,33.992,
1997-10,34.554,
1997-11,36.051,
1997-12,37.006,
1998-01,34.810,
1998-02,35.312,
1998-03,37.317,
1998-04,36.250,
1998-05,35.968,
1998-06,37.697,
1998-07,35.830,
1998-08,33.598,
1998-09,38.091,
1998-10,37.368,
1998-11,36.942,
1998-12,37.420,
1999-01,35.377,
1999-02,35.459,
1999-03,37.845,
1999-04,37.977,
1999-05,36.681,
1999-06,38.156,
1999-07,37.683,
1999-08,36.098,
1999-09,38.579,
1999-10,39.176,
1999-11,39.992,
1999-12,42.919,
2000-01,41.384,
2000-02,42.754,
2000-03,45.218,
2000-04,44.241,
2000-05,44.032,
2000-06,46.214,
2000-07,45.438,
2000-08,44.731,
2000-09,47.741,
2000-10,48.693,
2000-11,49.960,
2000-12,51.078,
2001-01,49.239,
2001-02,48.719,
2001-03,50.669,
2001-04,48.434,
2001-05,48.495,
2001-06,50.706,
2001-07,48.125,
2001-08,46.066,
2001-09,48.902,
2001-10,50.387,
2001-11,50.328,
2001-12,54.364,
2002-01,48.549,
2002-02,48.070,
2002-03,47.670,
2002-04,46.580,
2002-05,46.027,
2002-06,47.924,
2002-07,46.475,
2002-08,43.993,
2002-09,47.443,
2002-10,48.235,
2002-11,49.423,
2002-12,50.731,
2003-01,46.930,
2003-02,47.462,
2003-03,49.791,
2003-04,46.990,
2003-05,45.015,
2003-06,47.254,
2003-07,45.594,
2003-08,43.127,
2003-09,46.694,
2003-10,47.374,
2003-11,46.814,
2003-12,48.210,
2004-01,44.871,
2004-02,44.087,
2004-03,48.285,
2004-04,44.745,
2004-05,48.839,
2004-06,51.545,
2004-07,50.079,
2004-08,47.726,
2004-09,52.927,
2004-10,53.127,
2004-11,53.497,
2004-12,53.480,
2005-01,48.880,
2005-02,48.875,
2005-03,52.030,
2005-04,51.408,
2005-05,50.327,
2005-06,54.489,
2005-07,53.419,
2005-08,52.061,
2005-09,56.565,
2005-10,56.788,
2005-11,58.069,
2005-12,60.907,
2006-01,56.105,
2006-02,57.094,
2006-03,60.662,
2006-04,59.261,
2006-05,58.711,
2006-06,61.052,
2006-07,58.354,
2006-08,55.313,
2006-09,60.326,
2006-10,61.586,
2006-11,63.060,
2006-12,66.210,
2007-01,62.919,
2007-02,62.699,
2007-03,67.570,
2007-04,63.641,
2007-05,62.891,
2007-06,66.340,
2007-07,63.446,
2007-08,60.493,
2007-09,66.891,
2007-10,68.256,
2007-11,69.048,
2007-12,69.347,
2008-01,67.111,
2008-02,69.662,
2008-03,70.532,
2008-04,71.939,
2008-05,71.628,
2008-06,71.645,
2008-07,70.283,
2008-08,66.379,
2008-09,71.098,
2008-10,70.680,
2008-11,70.066,
2008-12,68.148,
2009-01,61.484,
2009-02,60.575,
2009-03,65.138,
2009-04,57.120,
2009-05,58.097,
2009-06,67.821,
2009-07,67.069,
2009-08,60.660,
2009-09,66.281,
2009-10,67.635,
2009-11,69.441,
2009-12,68.912,
2010-01,58.787,
2010-02,60.308,
2010-03,65.980,
2010-04,63.617,
2010-05,65.577,
2010-06,69.743,
2010-07,67.481,
2010-08,64.136,
2010-09,70.953,
2010-10,70.917,
2010-11,70.807,
2010-12,73.987,
2011-01,69.707,
2011-02,71.262,
2011-03,74.105,
2011-04,72.242,
2011-05,71.852,
2011-06,73.664,
2011-07,72.618,
2011-08,67.216,
2011-09,75.202,
2011-10,75.572,
2011-11,76.618,
2011-12,80.491,
2012-01,71.917,
2012-02,74.997,
2012-03,77.453,
2012-04,74.415,
2012-05,73.404,
2012-06,75.167,
2012-07,73.275,
2012-08,68.118,
2012-09,74.255,
2012-10,76.042,
2012-11,77.975,
2012-12,79.107,
2013-01,74.843,
2013-02,75.710,
2013-03,77.781,
2013-04,74.222,
2013-05,73.740,
2013-06,75.340,
2013-07,72.448,
2013-08,71.072,
2013-09,80.027,
2013-10,79.887,
2013-11,80.361,
2013-12,78.921,
2014-01,73.251,
2014-02,75.105,
2014-03,79.216,
2014-04,76.409,
2014-05,75.844,
2014-06,78.182,
2014-07,77.492,
2014-08,73.398,
2014-09,81.551,
2014-10,80.665,
2014-11,81.980,
2014-12,80.626,
"","General: Up to 1994, including the former Yugoslavia and South Africa; from May 2004, including Cyprus, the Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, the Slovak Republic and Slovenia; from January 2007, including Bulgaria and Romania.",
