"",BBK01.PC3825,BBK01.PC3825_FLAGS
"",Housing loans to domestic enterprises and self-employed persons / Medium-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:22:59,
1985-10,0.076,
1986-01,0.056,
1986-04,0.052,
1986-07,0.043,
1986-10,0.020,
1987-01,0.039,
1987-04,0.038,
1987-07,0.039,
1987-10,0.042,
1988-01,0.044,
1988-04,0.069,
1988-07,0.069,
1988-10,0.043,
1989-01,0.036,
1989-04,0.038,
1989-07,0.020,
1989-10,0.018,
1990-01,0.028,
1990-04,0.028,
1990-07,0.027,
1990-10,0.027,
1991-01,0.018,
1991-04,0.021,
1991-07,0.022,
1991-10,0.031,
1992-01,0.029,
1992-04,0.027,
1992-07,0.050,
1992-10,0.138,
1993-01,0.129,
1993-04,0.161,
1993-07,0.216,
1993-10,0.177,
1994-01,0.116,
1994-04,0.101,
1994-07,0.118,
1994-10,0.121,
1995-01,0.147,
1995-04,0.138,
1995-07,0.141,
1995-10,0.143,
1996-01,0.148,
1996-04,0.133,
1996-07,0.133,
1996-10,0.126,
1997-01,0.096,
1997-04,0.080,
1997-07,0.077,
1997-10,0.074,
1998-01,0.067,
1998-04,0.080,
1998-07,0.085,
1998-10,0.070,
1999-01,0.125,
1999-04,0.158,
1999-07,0.159,
1999-10,0.152,
2000-01,0.145,
2000-04,0.139,
2000-07,0.165,
2000-10,0.162,
2001-01,0.156,
2001-04,0.148,
2001-07,0.138,
2001-10,0.127,
2002-01,0.124,
2002-04,0.166,
2002-07,0.170,
2002-10,0.186,
2003-01,0.181,
2003-04,0.156,
2003-07,0.161,
2003-10,0.130,
2004-01,0.120,
2004-04,0.131,
2004-07,0.130,
2004-10,0.221,
2005-01,0.333,
2005-04,0.319,
2005-07,0.323,
2005-10,0.475,
2006-01,0.516,
2006-04,0.557,
2006-07,0.585,
2006-10,0.565,
2007-01,0.548,
2007-04,0.272,
2007-07,0.286,
2007-10,0.318,
2008-01,0.492,
2008-04,0.563,
2008-07,0.631,
2008-10,0.655,
2009-01,0.924,
2009-04,0.942,
2009-07,0.943,
2009-10,0.857,
2010-01,0.887,
2010-04,0.922,
2010-07,0.966,
2010-10,0.983,
2011-01,0.957,
2011-04,0.961,
2011-07,0.936,
2011-10,1.434,
2012-01,1.489,
2012-04,1.458,
2012-07,1.289,
2012-10,1.203,
2013-01,1.056,
2013-04,1.221,
2013-07,0.865,
2013-10,0.793,
2014-01,0.767,
2014-04,0.779,
2014-07,0.766,
2014-10,0.885,
