"",BBNZ1.Q.DE.Y.H.0108.A,BBNZ1.Q.DE.Y.H.0108.A_FLAGS
"",Germany / National accounts / Use of GDP / Domestic demand / Chain-linked index / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 17:37:50,
1991-01,83.45,
1991-04,84.32,
1991-07,83.33,
1991-10,84.31,
1992-01,86.19,
1992-04,85.88,
1992-07,85.22,
1992-10,86.11,
1993-01,84.18,
1993-04,84.65,
1993-07,85.59,
1993-10,85.12,
1994-01,86.03,
1994-04,86.14,
1994-07,87.45,
1994-10,88.69,
1995-01,87.75,
1995-04,88.85,
1995-07,89.24,
1995-10,88.94,
1996-01,87.92,
1996-04,89.14,
1996-07,89.45,
1996-10,89.62,
1997-01,89.40,
1997-04,90.15,
1997-07,89.99,
1997-10,90.46,
1998-01,91.69,
1998-04,91.45,
1998-07,92.15,
1998-10,92.32,
1999-01,94.09,
1999-04,93.64,
1999-07,94.69,
1999-10,95.24,
2000-01,95.90,
2000-04,96.67,
2000-07,96.90,
2000-10,96.90,
2001-01,97.46,
2001-04,97.45,
2001-07,96.54,
2001-10,96.09,
2002-01,94.87,
2002-04,94.79,
2002-07,94.84,
2002-10,94.78,
2003-01,95.19,
2003-04,95.11,
2003-07,94.83,
2003-10,95.30,
2004-01,94.40,
2004-04,93.85,
2004-07,94.93,
2004-10,94.81,
2005-01,93.32,
2005-04,94.79,
2005-07,94.92,
2005-10,95.92,
2006-01,96.59,
2006-04,97.48,
2006-07,97.98,
2006-10,98.15,
2007-01,99.10,
2007-04,98.85,
2007-07,99.62,
2007-10,99.81,
2008-01,100.47,
2008-04,99.93,
2008-07,100.61,
2008-10,100.08,
2009-01,98.00,
2009-04,96.56,
2009-07,97.03,
2009-10,96.70,
2010-01,98.44,
2010-04,100.18,
2010-07,100.17,
2010-10,100.68,
2011-01,102.70,
2011-04,103.09,
2011-07,102.97,
2011-10,102.97,
2012-01,102.60,
2012-04,101.97,
2012-07,101.49,
2012-10,102.18,
2013-01,101.95,
2013-04,102.65,
2013-07,103.39,
2013-10,103.34,
2014-01,104.26,
2014-04,104.18,
2014-07,103.81,
2014-10,104.35,
