"",BBK01.PC3323,BBK01.PC3323_FLAGS
"",Lending to construction / Building and loan asscociations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:31:34,
1999-01,3.697,
1999-04,3.617,
1999-07,3.612,
1999-10,3.622,
2000-01,3.621,
2000-04,3.655,
2000-07,3.685,
2000-10,3.742,
2001-01,3.753,
2001-04,3.776,
2001-07,3.795,
2001-10,3.831,
2002-01,3.814,
2002-04,3.808,
2002-07,3.836,
2002-10,3.851,
2003-01,3.844,
2003-04,3.820,
2003-07,3.799,
2003-10,3.795,
2004-01,3.807,
2004-04,3.715,
2004-07,3.661,
2004-10,3.641,
2005-01,3.573,
2005-04,3.521,
2005-07,3.476,
2005-10,3.459,
2006-01,3.411,
2006-04,3.376,
2006-07,3.379,
2006-10,3.510,
2007-01,3.537,
2007-04,3.547,
2007-07,3.593,
2007-10,3.513,
2008-01,3.536,
2008-04,3.596,
2008-07,3.679,
2008-10,3.726,
2009-01,3.766,
2009-04,3.797,
2009-07,3.881,
2009-10,3.937,
2010-01,3.966,
2010-04,3.997,
2010-07,3.988,
2010-10,4.001,
2011-01,4.031,
2011-04,4.063,
2011-07,4.112,
2011-10,4.176,
2012-01,4.243,
2012-04,4.236,
2012-07,4.252,
2012-10,4.281,
2013-01,4.302,
2013-04,4.376,
2013-07,4.408,
2013-10,4.444,
2014-01,4.468,
2014-04,4.500,
2014-07,4.515,
2014-10,4.483,
