"",BBK01.OUP379,BBK01.OUP379_FLAGS
"",Loans to foreign general government for over five years / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:01:01,
1999-01,0.344,
1999-02,0.383,
1999-03,0.287,
1999-04,0.290,
1999-05,0.307,
1999-06,0.291,
1999-07,0.282,
1999-08,0.284,
1999-09,0.277,
1999-10,0.284,
1999-11,0.286,
1999-12,0.303,
2000-01,0.301,
2000-02,0.300,
2000-03,0.314,
2000-04,0.341,
2000-05,0.325,
2000-06,0.295,
2000-07,0.277,
2000-08,0.223,
2000-09,0.222,
2000-10,0.224,
2000-11,0.245,
2000-12,0.316,
2001-01,0.587,
2001-02,0.569,
2001-03,0.595,
2001-04,0.525,
2001-05,0.572,
2001-06,0.496,
2001-07,0.459,
2001-08,0.444,
2001-09,0.431,
2001-10,0.443,
2001-11,0.483,
2001-12,0.479,
2002-01,0.399,
2002-02,0.374,
2002-03,0.358,
2002-04,0.363,
2002-05,7.496,
2002-06,7.411,
2002-07,7.452,
2002-08,7.953,
2002-09,7.881,
2002-10,7.896,
2002-11,7.817,
2002-12,7.452,
2003-01,7.331,
2003-02,7.301,
2003-03,7.115,
2003-04,7.025,
2003-05,6.963,
2003-06,10.087,
2003-07,10.259,
2003-08,10.343,
2003-09,10.223,
2003-10,10.229,
2003-11,10.166,
2003-12,10.089,
2004-01,10.109,
2004-02,10.092,
2004-03,10.299,
2004-04,9.815,
2004-05,9.942,
2004-06,10.070,
2004-07,10.414,
2004-08,10.370,
2004-09,9.646,
2004-10,9.668,
2004-11,9.636,
2004-12,10.067,
2005-01,10.386,
2005-02,10.694,
2005-03,11.571,
2005-04,13.788,
2005-05,14.118,
2005-06,14.095,
2005-07,14.429,
2005-08,14.383,
2005-09,14.904,
2005-10,14.901,
2005-11,13.683,
2005-12,14.008,
2006-01,13.801,
2006-02,14.124,
2006-03,14.111,
2006-04,13.409,
2006-05,13.360,
2006-06,12.912,
2006-07,12.881,
2006-08,12.849,
2006-09,9.682,
2006-10,9.668,
2006-11,9.631,
2006-12,9.707,
2007-01,9.214,
2007-02,9.034,
2007-03,9.005,
2007-04,8.984,
2007-05,8.997,
2007-06,9.079,
2007-07,9.008,
2007-08,9.004,
2007-09,8.993,
2007-10,8.872,
2007-11,8.839,
2007-12,8.892,
2008-01,9.069,
2008-02,8.986,
2008-03,0.833,
2008-04,0.818,
2008-05,0.811,
2008-06,0.800,
2008-07,0.825,
2008-08,0.826,
2008-09,0.792,
2008-10,0.802,
2008-11,0.880,
2008-12,0.920,
2009-01,0.823,
2009-02,0.822,
2009-03,0.813,
2009-04,0.854,
2009-05,0.754,
2009-06,0.742,
2009-07,0.785,
2009-08,0.784,
2009-09,0.794,
2009-10,0.775,
2009-11,0.765,
2009-12,0.779,
2010-01,0.720,
2010-02,0.717,
2010-03,0.667,
2010-04,0.671,
2010-05,0.655,
2010-06,0.649,
2010-07,0.645,
2010-08,0.644,
2010-09,0.681,
2010-10,0.883,
2010-11,0.668,
2010-12,0.703,
2011-01,0.682,
2011-02,0.778,
2011-03,0.791,
2011-04,0.789,
2011-05,0.806,
2011-06,0.900,
2011-07,0.975,
2011-08,0.942,
2011-09,1.032,
2011-10,1.063,
2011-11,1.076,
2011-12,1.076,
2012-01,0.973,
2012-02,0.982,
2012-03,0.972,
2012-04,0.963,
2012-05,0.973,
2012-06,1.065,
2012-07,1.022,
2012-08,1.017,
2012-09,1.034,
2012-10,1.036,
2012-11,1.019,
2012-12,1.134,
2013-01,1.120,
2013-02,1.131,
2013-03,1.146,
2013-04,0.880,
2013-05,0.870,
2013-06,0.878,
2013-07,0.901,
2013-08,0.871,
2013-09,0.972,
2013-10,1.005,
2013-11,1.114,
2013-12,1.096,
2014-01,1.090,
2014-02,1.061,
2014-03,1.024,
2014-04,0.966,
2014-05,0.966,
2014-06,1.015,
2014-07,1.039,
2014-08,1.000,
2014-09,0.969,
2014-10,0.962,
2014-11,0.960,
2014-12,1.060,Provisional value
