"",BBK01.QUY921,BBK01.QUY921_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign general government / Countries in Ozeania / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:40:31,
2002-03,0.359,
2002-04,0.558,
2002-05,0.675,
2002-06,0.694,
2002-07,0.572,
2002-08,0.672,
2002-09,0.534,
2002-10,0.564,
2002-11,0.824,
2002-12,0.534,
2003-01,0.797,
2003-02,0.906,
2003-03,0.581,
2003-04,0.501,
2003-05,0.484,
2003-06,0.524,
2003-07,0.560,
2003-08,0.439,
2003-09,0.681,
2003-10,0.529,
2003-11,0.728,
2003-12,0.638,
2004-01,0.526,
2004-02,0.587,
2004-03,0.788,
2004-04,0.297,
2004-05,0.166,
2004-06,0.291,
2004-07,0.266,
2004-08,0.363,
2004-09,0.162,
2004-10,1.020,
2004-11,1.219,
2004-12,1.224,
2005-01,1.108,
2005-02,1.249,
2005-03,1.463,
2005-04,1.603,
2005-05,1.596,
2005-06,1.993,
2005-07,1.855,
2005-08,1.708,
2005-09,1.807,
2005-10,1.854,
2005-11,1.888,
2005-12,1.929,
2006-01,1.828,
2006-02,1.718,
2006-03,0.141,
2006-04,0.446,
2006-05,0.502,
2006-06,0.210,
2006-07,0.234,
2006-08,0.414,
2006-09,0.123,
2006-10,0.070,
2006-11,0.041,
2006-12,0.160,
2007-01,0.109,
2007-02,0.166,
2007-03,-0.033,
2007-04,-0.068,
2007-05,0.078,
2007-06,0.154,
2007-07,0.136,
2007-08,0.267,
2007-09,0.041,
2007-10,0.045,
2007-11,0.043,
2007-12,0.325,
2008-01,0.048,
2008-02,0.046,
2008-03,0.031,
2008-04,0.034,
2008-05,0.162,
2008-06,0.161,
2008-07,0.175,
2008-08,0.024,
2008-09,0.031,
2008-10,0.089,
2008-11,0.100,
2008-12,0.082,
2009-01,0.042,
2009-02,0.090,
2009-03,0.236,
2009-04,0.188,
2009-05,0.234,
2009-06,0.247,
2009-07,0.259,
2009-08,0.262,
2009-09,0.200,
2009-10,0.223,
2009-11,0.198,
2009-12,0.223,
2010-01,0.228,
2010-02,0.223,
2010-03,0.230,
2010-04,0.311,
2010-05,0.163,
2010-06,0.174,
2010-07,0.069,
2010-08,0.182,
2010-09,0.184,
2010-10,0.068,
2010-11,0.264,
2010-12,0.190,
2011-01,0.188,
2011-02,0.209,
2011-03,0.180,
2011-04,0.132,
2011-05,0.134,
2011-06,0.141,
2011-07,0.134,
2011-08,0.123,
2011-09,0.109,
2011-10,0.115,
2011-11,0.107,
2011-12,0.112,
2012-01,0.105,
2012-02,0.229,
2012-03,0.221,
2012-04,0.221,
2012-05,0.412,
2012-06,0.333,
2012-07,0.424,
2012-08,0.477,
2012-09,0.493,
2012-10,0.528,
2012-11,0.099,
2012-12,0.557,
2013-01,0.548,
2013-02,0.647,
2013-03,0.670,
2013-04,0.769,
2013-05,0.449,
2013-06,0.630,
2013-07,0.675,
2013-08,0.571,
2013-09,0.615,
2013-10,0.902,
2013-11,0.866,
2013-12,0.801,
2014-01,0.755,
2014-02,0.989,
2014-03,0.983,
2014-04,0.748,
2014-05,0.804,
2014-06,0.593,
2014-07,0.585,
2014-08,0.608,
2014-09,0.273,
2014-10,0.583,
