"",BBK01.OEAH03Q,BBK01.OEAH03Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:28:58,
2002-01,22.225,
2002-04,21.979,
2002-07,20.151,
2002-10,21.082,
2003-01,21.356,
2003-04,20.739,
2003-07,21.319,
2003-10,20.955,
2004-01,21.705,
2004-04,21.910,
2004-07,21.703,
2004-10,35.074,
2005-01,33.918,
2005-04,34.884,
2005-07,35.778,
2005-10,36.132,
2006-01,35.587,
2006-04,36.434,
2006-07,31.186,
2006-10,33.919,
2007-01,34.551,
2007-04,36.369,
2007-07,38.797,
2007-10,43.248,
2008-01,44.162,
2008-04,49.661,
2008-07,51.047,
2008-10,52.787,
2009-01,54.592,
2009-04,49.245,
2009-07,49.472,
2009-10,47.333,
2010-01,47.988,
2010-04,52.596,
2010-07,52.784,
2010-10,49.865,
2011-01,41.085,
2011-04,39.955,
2011-07,46.485,
2011-10,46.223,
2012-01,44.736,
2012-04,46.689,
2012-07,47.142,
2012-10,46.857,
2013-01,42.435,
2013-04,43.138,
2013-07,40.071,
2013-10,39.916,
2014-01,40.301,
2014-04,39.994,
2014-07,39.167,
