"",BBK01.OUM370,BBK01.OUM370_FLAGS
"",Loans to foreign enterprises and households for over one year and up to and including five years / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:23,
1999-01,1.968,
1999-02,2.194,
1999-03,2.288,
1999-04,2.456,
1999-05,2.503,
1999-06,2.461,
1999-07,2.835,
1999-08,3.061,
1999-09,3.143,
1999-10,3.347,
1999-11,3.320,
1999-12,3.338,
2000-01,3.275,
2000-02,3.273,
2000-03,3.479,
2000-04,3.535,
2000-05,3.624,
2000-06,3.562,
2000-07,3.489,
2000-08,3.531,
2000-09,3.749,
2000-10,4.235,
2000-11,4.375,
2000-12,4.682,
2001-01,4.815,
2001-02,4.944,
2001-03,5.089,
2001-04,5.293,
2001-05,5.498,
2001-06,5.484,
2001-07,5.357,
2001-08,5.288,
2001-09,5.369,
2001-10,5.227,
2001-11,5.347,
2001-12,5.731,
2002-01,5.912,
2002-02,5.922,
2002-03,5.901,
2002-04,5.897,
2002-05,5.817,
2002-06,5.689,
2002-07,6.103,
2002-08,6.084,
2002-09,6.086,
2002-10,5.898,
2002-11,5.894,
2002-12,5.781,
2003-01,6.369,
2003-02,6.198,
2003-03,6.527,
2003-04,6.635,
2003-05,6.585,
2003-06,6.358,
2003-07,7.309,
2003-08,7.416,
2003-09,7.288,
2003-10,6.815,
2003-11,7.081,
2003-12,7.552,
2004-01,7.665,
2004-02,7.623,
2004-03,7.624,
2004-04,7.662,
2004-05,7.615,
2004-06,7.517,
2004-07,7.658,
2004-08,7.657,
2004-09,7.658,
2004-10,8.161,
2004-11,8.414,
2004-12,8.328,
2005-01,8.518,
2005-02,8.504,
2005-03,8.501,
2005-04,8.674,
2005-05,8.616,
2005-06,8.892,
2005-07,9.332,
2005-08,9.334,
2005-09,9.677,
2005-10,9.526,
2005-11,9.426,
2005-12,9.754,
2006-01,12.803,
2006-02,13.261,
2006-03,12.227,
2006-04,12.287,
2006-05,12.519,
2006-06,13.025,
2006-07,14.620,
2006-08,14.177,
2006-09,14.556,
2006-10,13.876,
2006-11,14.319,
2006-12,14.362,
2007-01,14.572,
2007-02,14.669,
2007-03,16.247,
2007-04,16.234,
2007-05,16.837,
2007-06,16.383,
2007-07,16.503,
2007-08,17.152,
2007-09,17.819,
2007-10,18.250,
2007-11,18.744,
2007-12,18.905,
2008-01,18.748,
2008-02,19.480,
2008-03,20.086,
2008-04,21.491,
2008-05,21.695,
2008-06,22.098,
2008-07,22.584,
2008-08,23.762,
2008-09,25.318,
2008-10,27.401,
2008-11,27.314,
2008-12,26.174,
2009-01,27.748,
2009-02,27.620,
2009-03,27.223,
2009-04,28.518,
2009-05,27.782,
2009-06,27.713,
2009-07,28.313,
2009-08,28.206,
2009-09,27.977,
2009-10,27.422,
2009-11,27.291,
2009-12,28.550,
2010-01,28.945,
2010-02,29.151,
2010-03,29.628,
2010-04,29.145,
2010-05,29.272,
2010-06,29.657,
2010-07,28.743,
2010-08,28.862,
2010-09,28.568,
2010-10,25.129,
2010-11,25.989,
2010-12,25.551,
2011-01,24.320,
2011-02,24.451,
2011-03,24.299,
2011-04,22.752,
2011-05,22.710,
2011-06,21.981,
2011-07,22.091,
2011-08,21.556,
2011-09,21.796,
2011-10,21.234,
2011-11,21.421,
2011-12,21.509,
2012-01,20.738,
2012-02,20.616,
2012-03,20.187,
2012-04,20.181,
2012-05,19.775,
2012-06,19.316,
2012-07,18.897,
2012-08,18.215,
2012-09,17.429,
2012-10,16.305,
2012-11,16.085,
2012-12,15.662,
2013-01,15.252,
2013-02,14.891,
2013-03,14.709,
2013-04,14.232,
2013-05,14.350,
2013-06,14.140,
2013-07,13.885,
2013-08,13.507,
2013-09,13.084,
2013-10,13.243,
2013-11,12.601,
2013-12,12.380,
2014-01,12.124,
2014-02,12.060,
2014-03,12.531,
2014-04,12.480,
2014-05,12.164,
2014-06,12.093,
2014-07,12.448,
2014-08,12.283,
2014-09,12.713,
2014-10,12.645,
2014-11,12.403,
2014-12,12.832,Provisional value
