"",BBK01.SUD228,BBK01.SUD228_FLAGS
"",New business (volumes) of German banks / Loans to non-financial corporations over EUR 1 million with an initial rate fixation of over 1 year and up to 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:48,
2003-01,3681,
2003-02,4027,
2003-03,3283,
2003-04,2944,
2003-05,3613,
2003-06,3627,
2003-07,2885,
2003-08,2478,
2003-09,3239,
2003-10,3284,
2003-11,3669,
2003-12,5084,
2004-01,4274,
2004-02,2681,
2004-03,3509,
2004-04,3034,
2004-05,3403,
2004-06,3754,
2004-07,4012,
2004-08,3766,
2004-09,4204,
2004-10,3246,
2004-11,3855,
2004-12,7061,
2005-01,4041,
2005-02,3928,
2005-03,5771,
2005-04,4657,
2005-05,5578,
2005-06,5302,
2005-07,4692,
2005-08,4520,
2005-09,4177,
2005-10,3182,
2005-11,3327,
2005-12,5163,
2006-01,5404,
2006-02,6422,
2006-03,4699,
2006-04,5379,
2006-05,5659,
2006-06,5165,
2006-07,4567,
2006-08,2537,
2006-09,5533,
2006-10,4751,
2006-11,3452,
2006-12,5963,
2007-01,6013,
2007-02,3117,
2007-03,5945,
2007-04,6685,
2007-05,5479,
2007-06,4054,
2007-07,3937,
2007-08,3737,
2007-09,3763,
2007-10,4437,
2007-11,3453,
2007-12,7580,
2008-01,5274,
2008-02,3873,
2008-03,3106,
2008-04,3842,
2008-05,3571,
2008-06,3254,
2008-07,3511,
2008-08,2956,
2008-09,3353,
2008-10,3297,
2008-11,2289,
2008-12,4972,
2009-01,3051,
2009-02,1959,
2009-03,2283,
2009-04,2706,
2009-05,2404,
2009-06,2229,
2009-07,3615,
2009-08,1771,
2009-09,2479,
2009-10,2149,
2009-11,1858,
2009-12,3644,
2010-01,2333,
2010-02,1840,
2010-03,1629,
2010-04,1730,
2010-05,1102,
2010-06,1939,
2010-07,2312,
2010-08,1401,
2010-09,1725,
2010-10,1851,
2010-11,2006,
2010-12,3889,
2011-01,2283,
2011-02,1522,
2011-03,2216,
2011-04,2177,
2011-05,1083,
2011-06,2839,
2011-07,2894,
2011-08,1639,
2011-09,3111,
2011-10,1777,
2011-11,1894,
2011-12,2955,
2012-01,1916,
2012-02,1352,
2012-03,1893,
2012-04,2187,
2012-05,1547,
2012-06,2333,
2012-07,2641,
2012-08,1375,
2012-09,1324,
2012-10,1676,
2012-11,2080,
2012-12,4465,
2013-01,1212,
2013-02,1111,
2013-03,2000,
2013-04,1491,
2013-05,1239,
2013-06,2153,
2013-07,2497,
2013-08,1386,
2013-09,1757,
2013-10,2872,
2013-11,1180,
2013-12,3368,
2014-01,1534,
2014-02,1285,
2014-03,1289,
2014-04,1752,
2014-05,1457,
2014-06,2259,
2014-07,2124,
2014-08,1864,
2014-09,1608,
2014-10,2975,
2014-11,1520,
2014-12,2990,Provisional value
"",General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. The amount refers to the single loan transaction considered as new business. p = Provisional,
