"",BBK01.OUM325,BBK01.OUM325_FLAGS
"",Deposits and borrowing from foreign enterprises and households / Total / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:56,
1999-01,1.754,
1999-02,9.204,
1999-03,9.232,
1999-04,9.314,
1999-05,9.274,
1999-06,9.244,
1999-07,9.205,
1999-08,9.116,
1999-09,9.110,
1999-10,9.167,
1999-11,9.171,
1999-12,8.745,
2000-01,8.733,
2000-02,9.041,
2000-03,8.249,
2000-04,8.351,
2000-05,8.006,
2000-06,7.998,
2000-07,8.140,
2000-08,8.209,
2000-09,8.322,
2000-10,8.672,
2000-11,8.591,
2000-12,9.125,
2001-01,8.229,
2001-02,7.837,
2001-03,7.249,
2001-04,7.134,
2001-05,7.015,
2001-06,7.368,
2001-07,7.242,
2001-08,7.211,
2001-09,7.283,
2001-10,6.753,
2001-11,7.274,
2001-12,7.171,
2002-01,7.349,
2002-02,7.233,
2002-03,6.797,
2002-04,5.954,
2002-05,5.948,
2002-06,6.268,
2002-07,6.090,
2002-08,5.873,
2002-09,5.707,
2002-10,5.859,
2002-11,5.951,
2002-12,6.110,
2003-01,6.063,
2003-02,5.986,
2003-03,5.766,
2003-04,6.061,
2003-05,6.455,
2003-06,6.847,
2003-07,6.259,
2003-08,6.202,
2003-09,5.381,
2003-10,5.544,
2003-11,4.585,
2003-12,3.961,
2004-01,3.258,
2004-02,3.137,
2004-03,3.407,
2004-04,3.434,
2004-05,3.759,
2004-06,3.549,
2004-07,3.463,
2004-08,3.216,
2004-09,3.131,
2004-10,3.306,
2004-11,3.223,
2004-12,2.886,
2005-01,2.961,
2005-02,2.925,
2005-03,3.289,
2005-04,3.281,
2005-05,3.306,
2005-06,2.670,
2005-07,2.513,
2005-08,2.543,
2005-09,3.056,
2005-10,2.734,
2005-11,2.689,
2005-12,2.921,
2006-01,4.083,
2006-02,3.742,
2006-03,3.817,
2006-04,3.491,
2006-05,3.564,
2006-06,3.600,
2006-07,3.704,
2006-08,3.830,
2006-09,3.907,
2006-10,3.904,
2006-11,3.768,
2006-12,5.480,
2007-01,5.993,
2007-02,6.027,
2007-03,5.733,
2007-04,5.854,
2007-05,6.187,
2007-06,5.693,
2007-07,5.609,
2007-08,5.796,
2007-09,5.509,
2007-10,5.421,
2007-11,5.419,
2007-12,6.863,
2008-01,5.887,
2008-02,5.831,
2008-03,5.946,
2008-04,4.238,
2008-05,4.205,
2008-06,4.270,
2008-07,4.244,
2008-08,4.429,
2008-09,4.544,
2008-10,4.323,
2008-11,4.908,
2008-12,4.988,
2009-01,5.003,
2009-02,4.947,
2009-03,5.032,
2009-04,5.003,
2009-05,4.637,
2009-06,3.527,
2009-07,3.575,
2009-08,3.654,
2009-09,3.659,
2009-10,3.582,
2009-11,3.569,
2009-12,3.609,
2010-01,3.830,
2010-02,8.330,
2010-03,8.774,
2010-04,8.571,
2010-05,10.138,
2010-06,10.729,
2010-07,9.743,
2010-08,7.720,
2010-09,10.017,
2010-10,9.977,
2010-11,10.029,
2010-12,5.391,
2011-01,4.856,
2011-02,4.815,
2011-03,4.537,
2011-04,4.637,
2011-05,5.164,
2011-06,4.757,
2011-07,5.711,
2011-08,5.184,
2011-09,4.867,
2011-10,4.411,
2011-11,5.136,
2011-12,4.001,
2012-01,3.742,
2012-02,3.679,
2012-03,3.713,
2012-04,3.808,
2012-05,3.516,
2012-06,3.552,
2012-07,3.516,
2012-08,3.050,
2012-09,3.142,
2012-10,3.044,
2012-11,3.052,
2012-12,3.020,
2013-01,3.072,
2013-02,2.986,
2013-03,3.056,
2013-04,2.977,
2013-05,2.963,
2013-06,3.017,
2013-07,2.982,
2013-08,3.089,
2013-09,2.961,
2013-10,2.892,
2013-11,2.809,
2013-12,2.934,
2014-01,2.977,
2014-02,2.249,
2014-03,2.168,
2014-04,2.138,
2014-05,2.060,
2014-06,1.858,
2014-07,1.842,
2014-08,1.981,
2014-09,1.868,
2014-10,1.843,
2014-11,1.895,
2014-12,1.790,Provisional value
