"",BBK01.OEAH26T,BBK01.OEAH26T_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:30:48,
2002-01,8.652,
2002-04,8.383,
2002-07,8.398,
2002-10,8.705,
2003-01,8.882,
2003-04,8.953,
2003-07,9.079,
2003-10,9.251,
2004-01,9.308,
2004-04,9.256,
2004-07,9.198,
2004-10,9.385,
2005-01,10.169,
2005-04,10.147,
2005-07,10.216,
2005-10,10.371,
2006-01,10.377,
2006-04,10.273,
2006-07,10.150,
2006-10,10.117,
2007-01,10.044,
2007-04,9.941,
2007-07,9.790,
2007-10,9.844,
2008-01,9.746,
2008-04,9.688,
2008-07,9.537,
2008-10,9.566,
2009-01,9.750,
2009-04,9.760,
2009-07,9.929,
2009-10,10.205,
2010-01,10.391,
2010-04,10.475,
2010-07,10.562,
2010-10,10.814,
2011-01,10.897,
2011-04,10.842,
2011-07,10.712,
2011-10,10.801,
2012-01,10.914,
2012-04,10.905,
2012-07,10.976,
2012-10,11.189,
2013-01,11.311,
2013-04,11.325,
2013-07,11.363,
2013-10,11.466,
2014-01,11.456,
2014-04,11.447,
2014-07,11.436,
