"",BBK01.OEHB01Q,BBK01.OEHB01Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:36:45,
2002-01,26.551,
2002-04,26.628,
2002-07,26.552,
2002-10,26.936,
2003-01,26.942,
2003-04,27.014,
2003-07,27.313,
2003-10,27.111,
2004-01,26.972,
2004-04,26.999,
2004-07,26.876,
2004-10,26.765,
2005-01,26.822,
2005-04,27.047,
2005-07,27.054,
2005-10,26.803,
2006-01,26.834,
2006-04,26.933,
2006-07,26.808,
2006-10,26.596,
2007-01,26.484,
2007-04,26.407,
2007-07,26.280,
2007-10,26.424,
2008-01,26.558,
2008-04,26.608,
2008-07,26.744,
2008-10,26.700,
2009-01,26.672,
2009-04,27.025,
2009-07,27.287,
2009-10,27.198,
2010-01,27.296,
2010-04,27.662,
2010-07,27.934,
2010-10,27.837,
2011-01,27.887,
2011-04,27.957,
2011-07,27.836,
2011-10,27.767,
2012-01,27.867,
2012-04,27.932,
2012-07,28.034,
2012-10,28.123,
2013-01,28.241,
2013-04,28.232,
2013-07,28.363,
2013-10,28.273,
2014-01,28.392,
2014-04,28.620,
2014-07,28.849,
