"",BBK01.PQ8084,BBK01.PQ8084_FLAGS
"","Lending to computer and related activities, research and development / Total / All categories of banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:33:21,
1989-01,.,No value available
1989-04,.,No value available
1989-07,30.598,
1989-10,32.652,
1990-01,32.735,
1990-04,33.748,
1990-07,34.522,
1990-10,36.740,
1991-01,37.402,
1991-04,37.439,
1991-07,38.811,
1991-10,41.810,
1992-01,41.238,
1992-04,43.224,
1992-07,44.437,
1992-10,46.085,
1993-01,46.501,
1993-04,48.004,
1993-07,49.257,
1993-10,52.689,
1994-01,52.821,
1994-04,54.427,
1994-07,55.773,
1994-10,58.929,
1995-01,71.072,
1995-04,72.243,
1995-07,74.405,
1995-10,78.131,
1996-01,78.977,
1996-04,80.218,
1996-07,81.647,
1996-10,85.511,
1997-01,84.989,
1997-04,86.493,
1997-07,87.811,
1997-10,89.717,
1998-01,89.818,
1998-04,91.501,
1998-07,94.133,
1998-10,97.061,
1999-01,94.740,
1999-04,92.736,
1999-07,94.862,
1999-10,97.216,
2000-01,98.079,
2000-04,100.650,
2000-07,101.392,
2000-10,101.722,
2001-01,101.998,
2001-04,102.495,
2001-07,102.301,
2001-10,103.675,
2002-01,102.744,
2002-04,101.382,
2002-07,100.741,
2002-10,101.465,
2003-01,99.750,
2003-04,98.496,
2003-07,97.433,
2003-10,96.659,
2004-01,93.436,
2004-04,91.664,
2004-07,90.660,
2004-10,89.299,
2005-01,87.834,
2005-04,88.463,
2005-07,87.913,
2005-10,87.561,
2006-01,88.152,
2006-04,89.215,
2006-07,87.543,
2006-10,87.189,
2007-01,86.194,
2007-04,85.790,
2007-07,85.740,
2007-10,85.279,
2008-01,86.326,
2008-04,86.245,
2008-07,86.650,
2008-10,89.897,
2009-01,92.607,
2009-04,90.893,
2009-07,90.304,
2009-10,87.340,
2010-01,87.148,
2010-04,87.851,
2010-07,86.621,
2010-10,86.897,
2011-01,86.280,
2011-04,86.793,
2011-07,88.624,
2011-10,87.957,
2012-01,88.632,
2012-04,89.264,
2012-07,89.015,
2012-10,88.594,
2013-01,88.843,
2013-04,90.649,
2013-07,91.944,
2013-10,90.810,
2014-01,89.620,
2014-04,92.565,
2014-07,92.867,
2014-10,94.438,
