"",BBK01.OUB218,BBK01.OUB218_FLAGS
"",Time deposits of social security funds / for up and including 1 year / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:25,
1968-12,1.527,
1969-01,1.570,
1969-02,1.415,
1969-03,1.334,
1969-04,1.331,
1969-05,1.533,
1969-06,1.617,
1969-07,1.649,
1969-08,1.644,
1969-09,1.613,
1969-10,1.725,
1969-11,1.601,
1969-12,1.880,
1970-01,1.932,
1970-02,1.881,
1970-03,1.779,
1970-04,1.927,
1970-05,2.174,
1970-06,2.318,
1970-07,2.519,
1970-08,2.697,
1970-09,2.825,
1970-10,2.914,
1970-11,2.944,
1970-12,3.202,
1971-01,3.358,
1971-02,3.406,
1971-03,3.468,
1971-04,3.645,
1971-05,3.783,
1971-06,3.469,
1971-07,3.261,
1971-08,3.237,
1971-09,3.425,
1971-10,3.221,
1971-11,3.277,
1971-12,3.508,
1972-01,3.585,
1972-02,3.495,
1972-03,3.125,
1972-04,3.210,
1972-05,3.648,
1972-06,3.716,
1972-07,3.762,
1972-08,3.857,
1972-09,4.026,
1972-10,4.048,
1972-11,3.749,
1972-12,4.165,
1973-01,4.493,
1973-02,4.370,
1973-03,4.193,
1973-04,4.176,
1973-05,4.502,
1973-06,4.187,
1973-07,4.078,
1973-08,4.074,
1973-09,4.074,
1973-10,3.899,
1973-11,3.629,
1973-12,3.900,
1974-01,4.154,
1974-02,3.970,
1974-03,3.872,
1974-04,4.142,
1974-05,4.400,
1974-06,4.384,
1974-07,4.321,
1974-08,4.354,
1974-09,4.244,
1974-10,4.265,
1974-11,4.229,
1974-12,4.628,
1975-01,4.453,
1975-02,4.558,
1975-03,4.049,
1975-04,4.055,
1975-05,4.305,
1975-06,4.119,
1975-07,4.215,
1975-08,4.137,
1975-09,3.684,
1975-10,3.691,
1975-11,3.006,
1975-12,3.390,
1976-01,3.618,
1976-02,3.259,
1976-03,2.939,
1976-04,2.914,
1976-05,3.421,
1976-06,3.822,
1976-07,3.843,
1976-08,3.838,
1976-09,3.645,
1976-10,3.434,
1976-11,3.131,
1976-12,4.409,
1977-01,4.398,
1977-02,4.223,
1977-03,3.702,
1977-04,3.597,
1977-05,3.865,
1977-06,3.912,
1977-07,3.513,
1977-08,3.977,
1977-09,4.015,
1977-10,3.888,
1977-11,3.596,
1977-12,4.578,
1978-01,3.909,
1978-02,3.707,
1978-03,3.375,
1978-04,3.257,
1978-05,3.377,
1978-06,3.563,
1978-07,3.530,
1978-08,3.518,
1978-09,3.572,
1978-10,3.791,
1978-11,3.628,
1978-12,4.273,
1979-01,3.931,
1979-02,3.726,
1979-03,3.444,
1979-04,3.110,
1979-05,3.567,
1979-06,3.608,
1979-07,3.219,
1979-08,3.380,
1979-09,3.353,
1979-10,3.060,
1979-11,2.858,
1979-12,4.218,
1980-01,4.275,
1980-02,4.199,
1980-03,4.091,
1980-04,3.908,
1980-05,4.164,
1980-06,4.119,
1980-07,3.922,
1980-08,4.103,
1980-09,4.076,
1980-10,4.087,
1980-11,4.214,
1980-12,5.233,
1981-01,4.928,
1981-02,4.863,
1981-03,4.809,
1981-04,4.481,
1981-05,4.609,
1981-06,5.107,
1981-07,5.157,
1981-08,5.293,
1981-09,5.363,
1981-10,5.124,
1981-11,5.313,
1981-12,6.580,
1982-01,6.022,
1982-02,5.339,
1982-03,5.053,
1982-04,4.886,
1982-05,5.112,
1982-06,5.231,
1982-07,5.267,
1982-08,5.686,
1982-09,5.359,
1982-10,5.362,
1982-11,5.295,
1982-12,6.672,
1983-01,5.876,
1983-02,5.690,
1983-03,5.022,
1983-04,5.004,
1983-05,5.329,
1983-06,5.338,
1983-07,5.026,
1983-08,5.220,
1983-09,5.047,
1983-10,4.702,
1983-11,4.375,
1983-12,5.153,
1984-01,4.645,
1984-02,4.602,
1984-03,3.832,
1984-04,3.731,
1984-05,4.736,
1984-06,4.633,
1984-07,4.128,
1984-08,4.054,
1984-09,4.121,
1984-10,3.231,
1984-11,2.911,
1984-12,4.113,
1985-01,4.121,
1985-02,4.531,
1985-03,4.092,
1985-04,4.017,
1985-05,4.843,
1985-06,4.803,
1985-07,4.529,
1985-08,4.595,
1985-09,4.231,
1985-10,3.131,
1985-11,2.952,
1985-12,4.767,
1986-01,4.734,
1986-02,4.768,
1986-03,4.060,
1986-04,4.181,
1986-05,5.098,
1986-06,5.014,
1986-07,5.013,
1986-08,5.036,
1986-09,4.936,
1986-10,4.843,
1986-11,4.992,
1986-12,6.483,
1987-01,6.116,
1987-02,5.431,
1987-03,4.613,
1987-04,4.431,
1987-05,5.077,
1987-06,5.070,
1987-07,4.753,
1987-08,4.794,
1987-09,4.782,
1987-10,4.836,
1987-11,4.980,
1987-12,6.005,
1988-01,5.352,
1988-02,5.031,
1988-03,4.151,
1988-04,4.339,
1988-05,5.098,
1988-06,4.862,
1988-07,4.697,
1988-08,4.849,
1988-09,4.823,
1988-10,4.387,
1988-11,4.784,
1988-12,6.385,
1989-01,5.500,
1989-02,5.302,
1989-03,5.116,
1989-04,5.106,
1989-05,5.427,
1989-06,5.771,
1989-07,5.284,
1989-08,5.136,
1989-09,5.293,
1989-10,5.368,
1989-11,5.716,
1989-12,7.094,
1990-01,6.313,
1990-02,6.717,
1990-03,6.411,
1990-04,6.304,
1990-05,7.152,
1990-06,7.439,
1990-07,7.501,
1990-08,7.638,
1990-09,7.703,
1990-10,7.850,
1990-11,7.442,
1990-12,9.143,
1991-01,9.039,
1991-02,9.574,
1991-03,8.709,
1991-04,9.148,
1991-05,9.598,
1991-06,9.953,
1991-07,9.421,
1991-08,9.536,
1991-09,9.346,
1991-10,8.604,
1991-11,9.141,
1991-12,9.515,
1992-01,9.676,
1992-02,8.877,
1992-03,8.024,
1992-04,7.362,
1992-05,7.902,
1992-06,7.444,
1992-07,7.506,
1992-08,7.492,
1992-09,8.220,
1992-10,7.564,
1992-11,7.279,
1992-12,9.057,
1993-01,8.683,
1993-02,8.905,
1993-03,8.258,
1993-04,8.005,
1993-05,9.478,
1993-06,9.284,
1993-07,9.186,
1993-08,8.468,
1993-09,7.859,
1993-10,8.543,
1993-11,7.157,
1993-12,8.953,
1994-01,8.517,
1994-02,8.249,
1994-03,8.004,
1994-04,7.499,
1994-05,7.601,
1994-06,7.587,
1994-07,7.463,
1994-08,7.290,
1994-09,5.810,
1994-10,6.076,
1994-11,5.528,
1994-12,7.637,
1995-01,7.316,
1995-02,6.536,
1995-03,6.081,
1995-04,4.900,
1995-05,5.847,
1995-06,5.083,
1995-07,5.072,
1995-08,4.899,
1995-09,4.741,
1995-10,3.497,
1995-11,3.690,
1995-12,4.884,
1996-01,4.357,
1996-02,4.262,
1996-03,3.684,
1996-04,3.059,
1996-05,3.471,
1996-06,2.979,
1996-07,3.121,
1996-08,2.806,
1996-09,2.448,
1996-10,1.730,
1996-11,2.331,
1996-12,2.899,
1997-01,3.219,
1997-02,3.341,
1997-03,2.703,
1997-04,2.013,
1997-05,3.252,
1997-06,2.534,
1997-07,2.365,
1997-08,2.185,
1997-09,1.744,
1997-10,1.357,
1997-11,1.601,
1997-12,2.541,
1998-01,2.697,
1998-02,2.724,
1998-03,1.973,
1998-04,1.907,
1998-05,2.948,
1998-06,2.836,
1998-07,3.106,
1998-08,3.243,
1998-09,2.334,
1998-10,2.132,
1998-11,2.514,
1998-12,3.184,
1999-01,4.692,
1999-02,4.383,
1999-03,4.146,
1999-04,4.512,
1999-05,5.736,
1999-06,5.533,
1999-07,5.341,
1999-08,5.445,
1999-09,5.351,
1999-10,5.679,
1999-11,5.942,
1999-12,7.833,
2000-01,6.767,
2000-02,6.379,
2000-03,5.793,
2000-04,6.448,
2000-05,6.035,
2000-06,6.325,
2000-07,6.136,
2000-08,6.309,
2000-09,6.697,
2000-10,6.604,
2000-11,7.092,
2000-12,10.268,
2001-01,7.769,
2001-02,7.591,
2001-03,7.099,
2001-04,7.460,
2001-05,8.226,
2001-06,8.283,
2001-07,7.826,
2001-08,7.342,
2001-09,7.673,
2001-10,6.796,
2001-11,6.711,
2001-12,8.482,
2002-01,6.108,
2002-02,6.477,
2002-03,5.852,
2002-04,5.995,
2002-05,6.634,
2002-06,6.882,
2002-07,5.987,
2002-08,5.880,
2002-09,6.559,
2002-10,5.248,
2002-11,5.248,
2002-12,6.597,
2003-01,5.819,
2003-02,5.974,
2003-03,5.979,
2003-04,6.098,
2003-05,7.017,
2003-06,6.520,
2003-07,7.146,
2003-08,5.757,
2003-09,5.264,
2003-10,4.275,
2003-11,5.213,
2003-12,5.754,
2004-01,5.279,
2004-02,4.436,
2004-03,4.300,
2004-04,3.956,
2004-05,5.329,
2004-06,4.685,
2004-07,4.350,
2004-08,4.261,
2004-09,4.377,
2004-10,4.145,
2004-11,3.880,
2004-12,4.912,
2005-01,4.570,
2005-02,4.348,
2005-03,4.102,
2005-04,3.727,
2005-05,4.683,
2005-06,5.097,
2005-07,4.243,
2005-08,4.330,
2005-09,4.293,
2005-10,4.162,
2005-11,4.977,
2005-12,5.391,
2006-01,5.500,
2006-02,5.385,
2006-03,5.611,
2006-04,6.794,
2006-05,7.664,
2006-06,8.506,
2006-07,7.951,
2006-08,8.603,
2006-09,8.772,
2006-10,8.744,
2006-11,8.737,
2006-12,7.977,
2007-01,7.996,
2007-02,8.961,
2007-03,8.792,
2007-04,10.107,
2007-05,11.741,
2007-06,12.339,
2007-07,11.957,
2007-08,13.489,
2007-09,13.372,
2007-10,13.401,
2007-11,15.818,
2007-12,17.428,
2008-01,15.880,
2008-02,14.451,
2008-03,13.298,
2008-04,14.014,
2008-05,15.993,
2008-06,15.589,
2008-07,15.779,
2008-08,15.567,
2008-09,15.667,
2008-10,17.362,
2008-11,18.105,
2008-12,18.070,
2009-01,16.611,
2009-02,15.614,
2009-03,14.830,
2009-04,14.389,
2009-05,16.221,
2009-06,14.986,
2009-07,13.782,
2009-08,11.113,
2009-09,9.721,
2009-10,8.978,
2009-11,9.415,
2009-12,7.896,
2010-01,9.893,
2010-02,9.045,
2010-03,9.608,
2010-04,8.682,
2010-05,10.058,
2010-06,8.163,
2010-07,10.231,
2010-08,10.936,
2010-09,10.146,
2010-10,11.114,
2010-11,10.606,
2010-12,11.029,
2011-01,10.768,
2011-02,11.227,
2011-03,12.009,
2011-04,11.461,
2011-05,12.437,
2011-06,13.449,
2011-07,14.752,
2011-08,15.514,
2011-09,15.508,
2011-10,15.204,
2011-11,14.807,
2011-12,14.078,
2012-01,14.779,
2012-02,16.450,
2012-03,16.469,
2012-04,18.161,
2012-05,20.083,
2012-06,22.659,
2012-07,19.750,
2012-08,18.725,
2012-09,20.505,
2012-10,19.420,
2012-11,20.691,
2012-12,20.229,
2013-01,22.796,
2013-02,22.920,
2013-03,24.523,
2013-04,25.375,
2013-05,27.302,
2013-06,28.526,
2013-07,28.464,
2013-08,27.480,
2013-09,26.401,
2013-10,27.124,
2013-11,28.907,
2013-12,24.854,
2014-01,27.960,
2014-02,27.329,
2014-03,26.622,
2014-04,28.035,
2014-05,29.966,
2014-06,29.759,
2014-07,31.463,
2014-08,30.322,
2014-09,27.479,
2014-10,28.816,
2014-11,29.586,
2014-12,26.493,Provisional value
