"",BBK01.SUD032,BBK01.SUD032_FLAGS
"",Outstanding amounts (volumes) of German banks / Loans to non-financial corporations with a maturity of up to 1 year,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:41,
2003-01,205132,
2003-02,203528,
2003-03,200784,
2003-04,197032,
2003-05,194503,
2003-06,200061,
2003-07,192725,
2003-08,188935,
2003-09,193086,
2003-10,188707,
2003-11,190666,
2003-12,187742,
2004-01,181660,
2004-02,181186,
2004-03,183464,
2004-04,179606,
2004-05,174716,
2004-06,176791,
2004-07,171094,
2004-08,170136,
2004-09,171070,
2004-10,169423,
2004-11,174233,
2004-12,166976,
2005-01,163146,
2005-02,164658,
2005-03,164367,
2005-04,163098,
2005-05,162342,
2005-06,164192,
2005-07,160600,
2005-08,156384,
2005-09,162536,
2005-10,159761,
2005-11,157383,
2005-12,155094,
2006-01,155685,
2006-02,151426,
2006-03,153697,
2006-04,157411,
2006-05,153940,
2006-06,157956,
2006-07,159419,
2006-08,156471,
2006-09,158696,
2006-10,157742,
2006-11,158418,
2006-12,154061,
2007-01,154768,
2007-02,154784,
2007-03,156009,
2007-04,157892,
2007-05,159526,
2007-06,161936,
2007-07,161742,
2007-08,161502,
2007-09,167064,
2007-10,165273,
2007-11,168960,
2007-12,175804,
2008-01,176696,
2008-02,181249,
2008-03,185006,
2008-04,183319,
2008-05,183855,
2008-06,188257,
2008-07,184191,
2008-08,183359,
2008-09,187397,
2008-10,185410,
2008-11,186446,
2008-12,188252,
2009-01,185671,
2009-02,182528,
2009-03,183679,
2009-04,178062,
2009-05,177190,
2009-06,174044,
2009-07,164009,
2009-08,162055,
2009-09,160310,
2009-10,154789,
2009-11,152333,
2009-12,140178,
2010-01,140783,
2010-02,140023,
2010-03,139354,
2010-04,135797,
2010-05,136914,
2010-06,137411,
2010-07,132479,
2010-08,130788,
2010-09,132925,
2010-10,131772,
2010-11,132041,
2010-12,128142,
2011-01,130003,
2011-02,133863,
2011-03,135214,
2011-04,134351,
2011-05,134221,
2011-06,137565,
2011-07,137256,
2011-08,135305,
2011-09,139120,
2011-10,137986,
2011-11,139610,
2011-12,133627,
2012-01,136423,
2012-02,139689,
2012-03,141139,
2012-04,140151,
2012-05,140062,
2012-06,141449,
2012-07,140569,
2012-08,138764,
2012-09,142543,
2012-10,137982,
2012-11,138994,
2012-12,134186,
2013-01,133611,
2013-02,136265,
2013-03,138467,
2013-04,135048,
2013-05,135366,
2013-06,136903,
2013-07,133507,
2013-08,132912,
2013-09,135674,
2013-10,132962,
2013-11,133346,
2013-12,131319,
2014-01,129373,
2014-02,131524,
2014-03,133290,
2014-04,132664,
2014-05,133191,
2014-06,138116,
2014-07,133446,
2014-08,131893,
2014-09,132902,
2014-10,130017,
2014-11,132058,
2014-12,129715,Provisional value
"",General: Data based on mothly balance sheet statistics. Including overdrafts. p = Provisional,
