"",BBK01.TVD440,BBK01.TVD440_FLAGS
"",Deposits of non-banks in the euro area / in other member states / With agreed maturities / of which up to 2 years / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:17,
1980-01,0,
1980-02,13,
1980-03,27,
1980-04,9,
1980-05,-7,
1980-06,16,
1980-07,-17,
1980-08,20,
1980-09,10,
1980-10,13,
1980-11,12,
1980-12,28,
1981-01,-26,
1981-02,5,
1981-03,71,
1981-04,-36,
1981-05,18,
1981-06,0,
1981-07,26,
1981-08,-28,
1981-09,-9,
1981-10,-17,
1981-11,9,
1981-12,55,
1982-01,-42,
1982-02,4,
1982-03,18,
1982-04,-36,
1982-05,3,
1982-06,26,
1982-07,8,
1982-08,11,
1982-09,12,
1982-10,-8,
1982-11,-10,
1982-12,38,
1983-01,-52,
1983-02,-1,
1983-03,10,
1983-04,-17,
1983-05,17,
1983-06,40,
1983-07,-10,
1983-08,-5,
1983-09,2,
1983-10,-9,
1983-11,4,
1983-12,29,
1984-01,-54,
1984-02,-16,
1984-03,15,
1984-04,29,
1984-05,12,
1984-06,11,
1984-07,27,
1984-08,-1,
1984-09,63,
1984-10,-1,
1984-11,7,
1984-12,88,
1985-01,-43,
1985-02,37,
1985-03,-54,
1985-04,-2,
1985-05,-26,
1985-06,37,
1985-07,-47,
1985-08,15,
1985-09,3,
1985-10,13,
1985-11,33,
1985-12,54,
1986-01,-46,
1986-02,-19,
1986-03,51,
1986-04,-16,
1986-05,6,
1986-06,8,
1986-07,-32,
1986-08,8,
1986-09,106,
1986-10,12,
1986-11,-28,
1986-12,22,
1987-01,-9,
1987-02,-22,
1987-03,16,
1987-04,29,
1987-05,-3,
1987-06,40,
1987-07,-4,
1987-08,3,
1987-09,40,
1987-10,55,
1987-11,-54,
1987-12,-11,
1988-01,12,
1988-02,2,
1988-03,29,
1988-04,-22,
1988-05,34,
1988-06,47,
1988-07,69,
1988-08,31,
1988-09,-6,
1988-10,-3,
1988-11,-6,
1988-12,-5,
1989-01,38,
1989-02,22,
1989-03,44,
1989-04,59,
1989-05,89,
1989-06,5,
1989-07,-54,
1989-08,25,
1989-09,18,
1989-10,21,
1989-11,3,
1989-12,-2,
1990-01,41,
1990-02,42,
1990-03,9,
1990-04,21,
1990-05,6,
1990-06,227,
1990-07,45,
1990-08,11,
1990-09,73,
1990-10,-44,
1990-11,-17,
1990-12,30,
1991-01,9,
1991-02,33,
1991-03,187,
1991-04,-39,
1991-05,-56,
1991-06,77,
1991-07,-46,
1991-08,37,
1991-09,-68,
1991-10,47,
1991-11,-10,
