"",BBK01.WU5008,BBK01.WU5008_FLAGS
"",Exchange rates on the Frankfurt exchange / CAD 1 = DM ... / Canada,
unit,DEM (hypothetically euro-based),
unit multiplier,one,
last update,2013-03-26 16:07:32,
1953-05,4.2263,
1953-06,4.2293,
1953-07,4.2284,
1953-08,4.2472,
1953-09,4.2645,
1953-10,4.2739,
1953-11,4.2943,
1953-12,4.3168,
1954-01,4.3168,
1954-02,4.3456,
1954-03,4.3286,
1954-04,4.2765,
1954-05,4.2665,
1954-06,4.2799,
1954-07,4.3069,
1954-08,4.3271,
1954-09,4.3288,
1954-10,4.3290,
1954-11,4.3332,
1954-12,4.3387,
1955-01,4.3474,
1955-02,4.3015,
1955-03,4.2713,
1955-04,4.2696,
1955-05,4.2722,
1955-06,4.2805,
1955-07,4.2802,
1955-08,4.2788,
1955-09,4.2683,
1955-10,4.2371,
1955-11,4.2181,
1955-12,4.2178,
1956-01,4.2214,
1956-02,4.2197,
1956-03,4.2219,
1956-04,4.2293,
1956-05,4.2459,
1956-06,4.2633,
1956-07,4.2717,
1956-08,4.2716,
1956-09,4.2875,
1956-10,4.3073,
1956-11,4.3506,
1956-12,4.3710,
1957-01,4.3724,
1957-02,4.3844,
1957-03,4.3953,
1957-04,4.3793,
1957-05,4.3976,
1957-06,4.4073,
1957-07,4.4178,
1957-08,4.4333,
1957-09,4.3825,
1957-10,4.3536,
1957-11,4.3661,
1957-12,4.3006,
1958-01,4.2663,
1958-02,4.2835,
1958-03,4.2994,
1958-04,4.3261,
1958-05,4.3338,
1958-06,4.3574,
1958-07,4.3661,
1958-08,4.3445,
1958-09,4.2917,
1958-10,4.3104,
1958-11,4.3208,
1958-12,4.3352,
1959-01,4.3211,
1959-02,4.2874,
1959-03,4.3115,
1959-04,4.3398,
1959-05,4.3440,
1959-06,4.3578,
1959-07,4.3681,
1959-08,4.3825,
1959-09,4.3961,
1959-10,4.4092,
1959-11,4.3919,
1959-12,4.3852,
1960-01,4.3772,
1960-02,4.3819,
1960-03,4.3864,
1960-04,4.3322,
1960-05,4.2668,
1960-06,4.2462,
1960-07,4.2606,
1960-08,4.3002,
1960-09,4.2888,
1960-10,4.2635,
1960-11,4.2721,
1960-12,4.2461,
1961-01,4.2001,
1961-02,4.2161,
1961-03,4.0483,
1961-04,4.0150,
1961-05,4.0209,
1961-06,3.9540,
1961-07,3.8493,
1961-08,3.8704,
1961-09,3.8777,
1961-10,3.8804,
1961-11,3.8650,
1961-12,3.8355,
1962-01,3.8233,
1962-02,3.8128,
1962-03,3.8102,
1962-04,3.8086,
