"",BBK01.QU2145,BBK01.QU2145_FLAGS
"",Banks in Germany: Short-term liabilities to non-residents / Poland / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:13:03,
1975-12,0.076,
1976-01,0.067,
1976-02,0.055,
1976-03,0.062,
1976-04,0.063,
1976-05,0.065,
1976-06,0.076,
1976-07,0.090,
1976-08,0.057,
1976-09,0.070,
1976-10,0.062,
1976-11,0.062,
1976-12,0.085,
1977-01,0.074,
1977-02,0.077,
1977-03,0.059,
1977-04,0.052,
1977-05,0.069,
1977-06,0.065,
1977-07,0.064,
1977-08,0.072,
1977-09,0.054,
1977-10,0.074,
1977-11,0.060,
1977-12,0.062,
1978-01,0.098,
1978-02,0.080,
1978-03,0.089,
1978-04,0.087,
1978-05,0.085,
1978-06,0.092,
1978-07,0.107,
1978-08,0.106,
1978-09,0.105,
1978-10,0.121,
1978-11,0.110,
1978-12,0.122,
1979-01,0.108,
1979-02,0.109,
1979-03,0.130,
1979-04,0.149,
1979-05,0.176,
1979-06,0.196,
1979-07,0.160,
1979-08,0.146,
1979-09,0.142,
1979-10,0.169,
1979-11,0.148,
1979-12,0.187,
1980-01,0.193,
1980-02,0.195,
1980-03,0.166,
1980-04,0.141,
1980-05,0.104,
1980-06,0.108,
1980-07,0.094,
1980-08,0.088,
1980-09,0.125,
1980-10,0.103,
1980-11,0.106,
1980-12,0.147,
1981-01,0.125,
1981-02,0.115,
1981-03,0.112,
1981-04,0.114,
1981-05,0.118,
1981-06,0.125,
1981-07,0.152,
1981-08,0.160,
1981-09,0.158,
1981-10,0.174,
1981-11,0.208,
1981-12,0.173,
1982-01,0.203,
1982-02,0.208,
1982-03,0.192,
1982-04,0.210,
1982-05,0.205,
1982-06,0.232,
1982-07,0.248,
1982-08,0.248,
1982-09,0.203,
1982-10,0.235,
1982-11,0.232,
1982-12,0.238,
1983-01,0.265,
1983-02,0.238,
1983-03,0.252,
1983-04,0.272,
1983-05,0.274,
1983-06,0.248,
1983-07,0.302,
1983-08,0.307,
1983-09,0.314,
1983-10,0.303,
1983-11,0.306,
1983-12,0.315,
1984-01,0.330,
1984-02,0.309,
1984-03,0.309,
1984-04,0.315,
1984-05,0.305,
1984-06,0.331,
1984-07,0.347,
1984-08,0.335,
1984-09,0.348,
1984-10,0.368,
1984-11,0.410,
1984-12,0.364,
1985-01,0.352,
1985-02,0.413,
1985-03,0.405,
1985-04,0.374,
1985-05,0.384,
1985-06,0.375,
1985-07,0.349,
1985-08,0.369,
1985-09,0.366,
1985-10,0.342,
1985-11,0.308,
1985-12,0.288,
1986-01,0.295,
1986-02,0.293,
1986-03,0.259,
1986-04,0.274,
1986-05,0.265,
1986-06,.,No value available
1986-07,.,No value available
1986-08,.,No value available
1986-09,.,No value available
1986-10,.,No value available
1986-11,.,No value available
1986-12,.,No value available
1987-01,.,No value available
1987-02,.,No value available
1987-03,.,No value available
1987-04,.,No value available
1987-05,.,No value available
1987-06,.,No value available
1987-07,.,No value available
1987-08,.,No value available
1987-09,.,No value available
1987-10,.,No value available
1987-11,.,No value available
1987-12,.,No value available
1988-01,.,No value available
1988-02,.,No value available
1988-03,0.329,
1988-04,0.337,
1988-05,0.354,
1988-06,0.358,
1988-07,0.371,
1988-08,0.401,
1988-09,0.431,
1988-10,0.461,
1988-11,0.423,
1988-12,0.421,
1989-01,0.423,
1989-02,0.440,
1989-03,0.452,
1989-04,0.439,
1989-05,0.442,
1989-06,0.424,
1989-07,0.399,
1989-08,0.351,
1989-09,0.406,
1989-10,0.415,
1989-11,0.492,
1989-12,0.540,
1990-01,0.556,
1990-02,0.548,
1990-03,0.589,
1990-04,0.605,
1990-05,0.558,
1990-06,0.506,
1990-07,0.495,
1990-08,0.501,
1990-09,0.508,
1990-10,0.522,
1990-11,0.518,
1990-12,0.554,
1991-01,0.466,
1991-02,0.473,
1991-03,0.486,
1991-04,0.415,
1991-05,0.436,
1991-06,0.416,
1991-07,0.385,
1991-08,0.435,
1991-09,0.393,
1991-10,0.425,
1991-11,0.412,
1991-12,0.441,
1992-01,0.384,
1992-02,0.379,
1992-03,0.443,
1992-04,0.407,
1992-05,0.411,
1992-06,0.457,
1992-07,0.398,
1992-08,0.393,
1992-09,0.445,
1992-10,0.441,
1992-11,0.499,
1992-12,0.552,
1993-01,0.531,
1993-02,0.542,
1993-03,0.509,
1993-04,0.627,
1993-05,0.533,
1993-06,0.591,
1993-07,0.508,
1993-08,0.509,
1993-09,0.533,
1993-10,0.521,
1993-11,0.570,
1993-12,0.602,
1994-01,0.581,
1994-02,0.543,
1994-03,0.541,
1994-04,0.584,
1994-05,0.571,
1994-06,0.569,
1994-07,0.552,
1994-08,0.523,
1994-09,0.510,
1994-10,0.585,
1994-11,0.553,
1994-12,0.674,
1995-01,0.676,
1995-02,0.668,
1995-03,0.601,
1995-04,0.596,
1995-05,0.619,
1995-06,0.616,
1995-07,0.607,
1995-08,0.586,
1995-09,0.569,
1995-10,0.611,
1995-11,0.562,
1995-12,0.796,
1996-01,0.718,
1996-02,0.693,
1996-03,0.672,
1996-04,0.719,
1996-05,0.716,
1996-06,0.722,
1996-07,0.833,
1996-08,0.686,
1996-09,0.683,
1996-10,0.648,
1996-11,0.735,
1996-12,0.973,
1997-01,0.851,
1997-02,0.889,
1997-03,1.067,
1997-04,0.933,
1997-05,1.373,
1997-06,1.590,
1997-07,1.553,
1997-08,1.196,
1997-09,1.388,
1997-10,1.471,
1997-11,1.442,
1997-12,1.634,
1998-01,1.646,
1998-02,2.298,
1998-03,2.500,
