"",BBK01.OUB234,BBK01.OUB234_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / for up to and including 1 year / Commercial banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:33:57,
1968-12,1.283,
1969-01,1.305,
1969-02,1.302,
1969-03,1.288,
1969-04,1.331,
1969-05,1.529,
1969-06,1.420,
1969-07,1.385,
1969-08,1.375,
1969-09,1.554,
1969-10,1.597,
1969-11,1.476,
1969-12,1.481,
1970-01,1.383,
1970-02,1.403,
1970-03,1.343,
1970-04,1.427,
1970-05,1.447,
1970-06,1.510,
1970-07,1.623,
1970-08,1.615,
1970-09,1.505,
1970-10,1.567,
1970-11,1.607,
1970-12,1.624,
1971-01,1.606,
1971-02,1.598,
1971-03,1.585,
1971-04,1.592,
1971-05,1.554,
1971-06,1.524,
1971-07,1.564,
1971-08,1.602,
1971-09,1.619,
1971-10,1.660,
1971-11,1.728,
1971-12,1.826,
1972-01,1.876,
1972-02,1.847,
1972-03,1.699,
1972-04,1.640,
1972-05,1.633,
1972-06,1.682,
1972-07,1.738,
1972-08,1.759,
1972-09,1.685,
1972-10,1.746,
1972-11,1.824,
1972-12,2.062,
1973-01,2.124,
1973-02,2.185,
1973-03,2.154,
1973-04,2.235,
1973-05,2.494,
1973-06,2.644,
1973-07,2.931,
1973-08,3.135,
1973-09,3.187,
1973-10,3.440,
1973-11,3.452,
1973-12,3.453,
1974-01,3.500,
1974-02,3.787,
1974-03,3.792,
1974-04,3.972,
1974-05,3.889,
1974-06,3.691,
1974-07,3.677,
1974-08,3.612,
1974-09,3.497,
1974-10,3.444,
1974-11,3.355,
1974-12,3.324,
1975-01,3.243,
1975-02,3.073,
1975-03,2.642,
1975-04,2.153,
1975-05,1.963,
1975-06,1.787,
1975-07,1.720,
1975-08,1.663,
1975-09,1.569,
1975-10,1.543,
1975-11,1.542,
1975-12,1.681,
1976-01,1.467,
1976-02,1.405,
1976-03,1.308,
1976-04,1.217,
1976-05,1.189,
1976-06,1.161,
1976-07,1.180,
1976-08,1.234,
1976-09,1.254,
1976-10,1.276,
1976-11,1.293,
1976-12,1.473,
1977-01,1.399,
1977-02,1.450,
1977-03,1.455,
1977-04,1.410,
1977-05,1.433,
1977-06,1.439,
1977-07,1.469,
1977-08,1.523,
1977-09,1.508,
1977-10,1.555,
1977-11,1.634,
1977-12,1.725,
1978-01,1.614,
1978-02,1.597,
1978-03,1.572,
1978-04,1.602,
1978-05,1.643,
