"",BBK01.TXI390,BBK01.TXI390_FLAGS
1996-04,21696,
1996-05,20329,
1996-06,20642,
1996-07,18755,
1996-08,18955,
1996-09,17036,
1996-10,16866,
1996-11,15694,
1996-12,16119,
1997-01,18305,
1997-02,20005,
1997-03,18605,
1997-04,19396,
1997-05,19240,
1997-06,18810,
1997-07,18436,
1997-08,18846,
1997-09,18385,
1997-10,17965,
1997-11,17396,
1997-12,17500,
1998-01,17311,
1998-02,18458,
1998-03,18258,
1998-04,17309,
1998-05,17641,
1998-06,17923,
1998-07,19457,
1998-08,19051,
1998-09,18776,
1998-10,19447,
1998-11,19049,
1998-12,15103,
1999-01,6901,
1999-02,7708,
1999-03,9170,
1999-04,13615,
1999-05,17879,
1999-06,14799,
1999-07,15482,
1999-08,13483,
1999-09,14859,
1999-10,15189,
1999-11,13961,
1999-12,15924,
2000-01,17187,
2000-02,18392,
2000-03,21039,
2000-04,22271,
2000-05,22061,
2000-06,19314,
2000-07,19357,
2000-08,21688,
2000-09,20574,
2000-10,21008,
2000-11,22345,
2000-12,22716,
2001-01,24039,
2001-02,27967,
2001-03,27208,
2001-04,27930,
2001-05,31545,
2001-06,36563,
2001-07,39397,
2001-08,41559,
2001-09,42621,
2001-10,39628,
2001-11,42401,
2001-12,44468,
2002-01,35096,
2002-02,37632,
2002-03,37654,
2002-04,38725,
2002-05,39386,
2002-06,38133,
2002-07,38669,
2002-08,37469,
2002-09,36778,
2002-10,37118,
2002-11,38052,
2002-12,39013,
2003-01,37395,
2003-02,37742,
2003-03,36451,
2003-04,36327,
2003-05,34118,
2003-06,31627,
2003-07,31713,
2003-08,29458,
2003-09,29252,
2003-10,30126,
2003-11,31511,
2003-12,31256,
2004-01,29799,
2004-02,31284,
2004-03,31362,
2004-04,31130,
2004-05,32317,
2004-06,29688,
2004-07,27706,
2004-08,26497,
2004-09,26060,
2004-10,25058,
2004-11,22656,
2004-12,22540,
2005-01,21233,
2005-02,26451,
2005-03,26078,
2005-04,26552,
2005-05,24404,
2005-06,24958,
2005-07,24798,
2005-08,25693,
2005-09,25671,
2005-10,26546,
2005-11,26989,
2005-12,27693,
2006-01,28782,
2006-02,27665,
2006-03,29183,
2006-04,29503,
2006-05,31548,
2006-06,33369,
2006-07,34256,
2006-08,36806,
2006-09,38798,
2006-10,39966,
2006-11,37857,
2006-12,38192,
2007-01,42693,
2007-02,44522,
2007-03,47444,
2007-04,49574,
2007-05,52911,
2007-06,54733,
2007-07,60365,
2007-08,59945,
2007-09,56972,
2007-10,48043,
2007-11,48350,
2007-12,45065,
2008-01,46928,
2008-02,48170,
2008-03,48750,
2008-04,52540,
2008-05,51601,
2008-06,53860,
2008-07,54328,
2008-08,50862,
2008-09,49492,
2008-10,45600,
2008-11,45697,
2008-12,37474,
2009-01,33546,
2009-02,33453,
2009-03,31402,
2009-04,33448,
2009-05,32519,
2009-06,26642,
2009-07,25114,
2009-08,24855,
2009-09,23221,
2009-10,21898,
2009-11,22432,
2009-12,16994,
2010-01,17231,
2010-02,16729,
2010-03,15255,
2010-04,14663,
2010-05,15250,
2010-06,13136,
2010-07,14701,
2010-08,13854,
2010-09,14803,
2010-10,15185,
2010-11,18371,
2010-12,15396,
2011-01,15478,
2011-02,11844,
2011-03,12870,
2011-04,13577,
2011-05,13963,
2011-06,14317,
2011-07,13981,
2011-08,13580,
2011-09,11894,
2011-10,11166,
2011-11,11704,
2011-12,9718,
2012-01,10271,
2012-02,11365,
2012-03,9836,
2012-04,11534,
2012-05,9947,
2012-06,10479,
2012-07,11240,
2012-08,10297,
2012-09,10411,
2012-10,10262,
2012-11,10835,
2012-12,10251,
2013-01,8874,
2013-02,9996,
2013-03,8851,
2013-04,9528,
2013-05,9000,
2013-06,8542,
2013-07,8832,
2013-08,7791,
2013-09,7818,
2013-10,8171,
2013-11,6332,
2013-12,5948,
2014-01,4302,
2014-02,5146,
2014-03,4043,
2014-04,4639,
2014-05,5721,
2014-06,6588,
2014-07,6390,
2014-08,7422,
2014-09,7380,
2014-10,7846,
2014-11,7922,
2014-12,7602,
2015-01,8125,
