"",BBK01.TXI390,BBK01.TXI390_FLAGS
"",DEBT SECURITIES ISSUED (NET) / WITH MATURITIES OF OVER 1 YEAR AND UP TO 2 YEARS / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:40,
1980-01,9388,
1980-02,9528,
1980-03,9844,
1980-04,10491,
1980-05,10668,
1980-06,10738,
1980-07,10727,
1980-08,10605,
1980-09,10776,
1980-10,10880,
1980-11,11881,
1980-12,11581,
1981-01,12380,
1981-02,13075,
1981-03,14165,
1981-04,14824,
1981-05,15368,
1981-06,16207,
1981-07,16720,
1981-08,17143,
1981-09,17608,
1981-10,17589,
1981-11,18164,
1981-12,17730,
1982-01,18534,
1982-02,18389,
1982-03,19018,
1982-04,18710,
1982-05,18998,
1982-06,20275,
1982-07,20653,
1982-08,20927,
1982-09,21216,
1982-10,21575,
1982-11,21957,
1982-12,22310,
1983-01,22941,
1983-02,23052,
1983-03,22728,
1983-04,23008,
1983-05,23293,
1983-06,23406,
1983-07,23559,
1983-08,23530,
1983-09,23857,
1983-10,24246,
1983-11,24322,
1983-12,24113,
1984-01,24499,
1984-02,24446,
1984-03,24516,
1984-04,24213,
1984-05,24475,
1984-06,24137,
1984-07,24222,
1984-08,24615,
1984-09,24690,
1984-10,24505,
1984-11,25081,
1984-12,25009,
1985-01,25235,
1985-02,25309,
1985-03,25169,
1985-04,24439,
1985-05,24434,
1985-06,24677,
1985-07,24650,
1985-08,24629,
1985-09,24414,
1985-10,23857,
1985-11,23852,
1985-12,23536,
1986-01,23788,
1986-02,23834,
1986-03,23848,
1986-04,23613,
1986-05,22938,
1986-06,22134,
1986-07,21116,
1986-08,20717,
1986-09,19836,
1986-10,21122,
1986-11,20627,
1986-12,19455,
1987-01,18251,
1987-02,17519,
1987-03,13075,
1987-04,12199,
1987-05,11973,
1987-06,10561,
1987-07,10055,
1987-08,10519,
1987-09,9650,
1987-10,7470,
1987-11,7577,
1987-12,7410,
1988-01,6707,
1988-02,6511,
1988-03,5986,
1988-04,5456,
1988-05,5802,
1988-06,5593,
1988-07,4878,
1988-08,4831,
1988-09,5081,
1988-10,4783,
1988-11,5022,
1988-12,4498,
1989-01,4790,
1989-02,4485,
1989-03,6290,
1989-04,8643,
1989-05,9775,
1989-06,11782,
1989-07,12658,
1989-08,13081,
1989-09,13069,
1989-10,13587,
1989-11,13801,
1989-12,13259,
1990-01,16452,
1990-02,17369,
1990-03,17905,
1990-04,17566,
1990-05,16947,
1990-06,17828,
1990-07,15934,
1990-08,16226,
1990-09,16583,
1990-10,17637,
1990-11,17840,
1990-12,17345,
1991-01,18454,
1991-02,18900,
1991-03,19198,
1991-04,18907,
1991-05,18501,
1991-06,18233,
1991-07,18257,
1991-08,18269,
1991-09,17893,
1991-10,18030,
1991-11,18049,
1991-12,18382,
1992-01,19347,
1992-02,19323,
1992-03,18316,
1992-04,16636,
1992-05,17888,
1992-06,18495,
1992-07,18948,
1992-08,19216,
1992-09,20812,
1992-10,21033,
1992-11,23683,
1992-12,22820,
1993-01,22927,
1993-02,24100,
1993-03,22754,
1993-04,23064,
1993-05,24589,
1993-06,27663,
1993-07,26798,
1993-08,26793,
1993-09,26376,
1993-10,28979,
1993-11,29170,
1993-12,30383,
1994-01,33356,
1994-02,34052,
1994-03,35775,
1994-04,35693,
1994-05,33669,
1994-06,36132,
1994-07,36668,
1994-08,36957,
1994-09,35644,
1994-10,38080,
1994-11,36773,
1994-12,28320,
1995-01,28237,
1995-02,29832,
1995-03,30076,
1995-04,30998,
1995-05,31003,
1995-06,33418,
1995-07,22877,
1995-08,23000,
1995-09,20943,
1995-10,21805,
1995-11,23341,
1995-12,22897,
1996-01,27064,
1996-02,28597,
1996-03,29107,
