"",BBK01.OEAE04I,BBK01.OEAE04I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:03:18,
2002-01,15.190,
2002-04,14.805,
2002-07,14.647,
2002-10,15.046,
2003-01,14.460,
2003-04,14.580,
2003-07,14.185,
2003-10,13.520,
2004-01,13.124,
2004-04,13.044,
2004-07,12.377,
2004-10,12.792,
2005-01,13.330,
2005-04,13.403,
2005-07,13.499,
2005-10,13.837,
2006-01,13.964,
2006-04,14.315,
2006-07,14.552,
2006-10,14.561,
2007-01,14.378,
2007-04,14.628,
2007-07,14.361,
2007-10,15.018,
2008-01,15.315,
2008-04,15.884,
2008-07,16.074,
2008-10,16.377,
2009-01,14.969,
2009-04,15.205,
2009-07,15.381,
2009-10,14.473,
2010-01,14.737,
2010-04,16.198,
2010-07,16.538,
2010-10,15.907,
2011-01,16.201,
2011-04,16.379,
2011-07,16.202,
2011-10,16.853,
2012-01,16.943,
2012-04,16.685,
2012-07,16.525,
2012-10,15.693,
2013-01,15.272,
2013-04,14.950,
2013-07,15.154,
2013-10,14.832,
2014-01,14.703,
2014-04,15.023,
2014-07,14.784,
