"",BBFN1.M.DE.N.1.L.W1.S1P.H1.T.N000.Z06.BGA.X001.D,BBFN1.M.DE.N.1.L.W1.S1P.H1.T.N000.Z06.BGA.X001.D_FLAGS
"",Liabilities of enterprises vis-à-vis non-residents arising from credit terms used / Foreign currency / All countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:05:50,
1974-12,5.742,
1975-01,5.358,
1975-02,5.236,
1975-03,5.583,
1975-04,5.267,
1975-05,5.305,
1975-06,5.653,
1975-07,5.440,
1975-08,5.395,
1975-09,5.881,
1975-10,5.717,
1975-11,5.849,
1975-12,6.534,
1976-01,5.931,
1976-02,6.042,
1976-03,6.307,
1976-04,6.197,
1976-05,6.331,
1976-06,6.609,
1976-07,6.784,
1976-08,6.710,
1976-09,6.651,
1976-10,6.784,
1976-11,6.609,
1976-12,7.055,
1977-01,6.608,
1977-02,6.464,
1977-03,6.560,
1977-04,6.402,
1977-05,6.698,
1977-06,7.019,
1977-07,6.803,
1977-08,6.590,
1977-09,6.579,
1977-10,6.673,
1977-11,6.691,
1977-12,7.010,
1978-01,6.387,
1978-02,6.461,
1978-03,6.404,
1978-04,6.105,
1978-05,6.646,
1978-06,6.643,
1978-07,6.402,
1978-08,6.367,
1978-09,6.542,
1978-10,6.797,
1978-11,6.616,
1978-12,6.929,
1979-01,6.678,
1979-02,6.662,
1979-03,6.965,
1979-04,6.992,
1979-05,7.288,
1979-06,7.813,
1979-07,7.872,
1979-08,7.827,
1979-09,8.175,
1979-10,7.824,
1979-11,7.787,
1979-12,8.683,
1980-01,8.237,
1980-02,8.268,
1980-03,8.529,
1980-04,8.499,
1980-05,8.802,
1980-06,8.699,
1980-07,8.356,
1980-08,8.217,
1980-09,7.834,
1980-10,8.368,
1980-11,9.158,
1980-12,9.987,
1981-01,8.772,
1981-02,9.311,
1981-03,10.130,
1981-04,9.608,
1981-05,9.910,
1981-06,10.479,
1981-07,10.273,
1981-08,10.766,
1981-09,10.553,
1981-10,10.599,
1981-11,10.719,
1981-12,10.842,
1982-01,10.400,
1982-02,10.518,
1982-03,10.085,
1982-04,10.382,
1982-05,10.647,
1982-06,10.797,
1982-07,10.050,
1982-08,9.887,
1982-09,10.179,
1982-10,10.669,
1982-11,11.240,
1982-12,10.156,
1983-01,9.946,
1983-02,9.764,
1983-03,9.597,
1983-04,9.669,
1983-05,9.926,
1983-06,9.994,
1983-07,10.109,
1983-08,9.709,
1983-09,10.008,
1983-10,10.207,
1983-11,10.259,
1983-12,10.426,
1984-01,10.582,
1984-02,9.974,
1984-03,10.414,
1984-04,10.755,
1984-05,10.662,
1984-06,11.013,
1984-07,10.482,
1984-08,10.553,
1984-09,11.041,
1984-10,11.412,
1984-11,11.367,
1984-12,11.627,
1985-01,11.653,
1985-02,11.127,
1985-03,11.747,
1985-04,11.477,
1985-05,10.989,
1985-06,10.679,
1985-07,10.609,
1985-08,10.310,
1985-09,10.399,
1985-10,10.615,
1985-11,10.887,
1985-12,11.228,
1986-01,9.698,
1986-02,9.324,
1986-03,9.452,
1986-04,8.993,
1986-05,9.013,
1986-06,9.065,
1986-07,8.444,
1986-08,8.336,
1986-09,8.532,
1986-10,8.548,
1986-11,9.110,
1986-12,9.499,
1987-01,8.769,
1987-02,8.451,
1987-03,8.433,
1987-04,8.469,
1987-05,8.722,
1987-06,8.869,
1987-07,8.966,
1987-08,8.595,
1987-09,9.123,
1987-10,9.504,
1987-11,9.397,
1987-12,9.729,
1988-01,9.230,
1988-02,9.346,
1988-03,9.643,
1988-04,9.642,
1988-05,9.684,
1988-06,10.248,
1988-07,10.160,
1988-08,10.054,
1988-09,10.220,
1988-10,10.204,
1988-11,9.896,
1988-12,11.246,
1989-01,10.331,
1989-02,10.224,
1989-03,10.710,
1989-04,10.614,
1989-05,10.630,
1989-06,11.133,
1989-07,10.366,
1989-08,10.247,
1989-09,10.779,
1989-10,10.856,
1989-11,11.302,
1989-12,11.315,
1990-01,10.307,
1990-02,10.028,
1990-03,10.066,
1990-04,10.182,
1990-05,10.337,
1990-06,10.553,
1990-07,11.011,
1990-08,10.883,
1990-09,11.723,
1990-10,11.609,
1990-11,11.510,
1990-12,12.310,
1991-01,11.295,
1991-02,10.887,
1991-03,11.181,
1991-04,11.437,
1991-05,11.401,
1991-06,12.055,
1991-07,11.538,
1991-08,10.982,
1991-09,11.620,
1991-10,11.957,
1991-11,11.750,
1991-12,12.268,
1992-01,10.920,
1992-02,11.290,
1992-03,11.934,
1992-04,11.400,
1992-05,11.556,
1992-06,11.599,
1992-07,11.165,
1992-08,10.548,
1992-09,11.086,
1992-10,11.537,
1992-11,11.664,
1992-12,12.283,
1993-01,11.400,
1993-02,11.101,
1993-03,11.626,
1993-04,11.341,
1993-05,10.829,
1993-06,11.454,
1993-07,10.894,
1993-08,10.532,
1993-09,11.353,
1993-10,11.124,
1993-11,10.962,
1993-12,11.973,
1994-01,10.750,
1994-02,10.934,
1994-03,11.642,
1994-04,11.707,
1994-05,11.888,
1994-06,12.083,
1994-07,11.676,
1994-08,11.657,
1994-09,12.928,
1994-10,11.441,
1994-11,11.876,
1994-12,12.817,
1995-01,12.195,
