"",BBK01.OEAF02N,BBK01.OEAF02N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:08:39,
2002-01,169.195,
2002-04,170.523,
2002-07,173.431,
2002-10,176.136,
2003-01,176.136,
2003-04,175.462,
2003-07,178.114,
2003-10,179.822,
2004-01,179.218,
2004-04,181.553,
2004-07,184.228,
2004-10,183.677,
2005-01,188.700,
2005-04,190.467,
2005-07,189.881,
2005-10,192.780,
2006-01,197.139,
2006-04,197.845,
2006-07,199.728,
2006-10,200.374,
2007-01,199.501,
2007-04,200.760,
2007-07,201.997,
2007-10,202.065,
2008-01,202.028,
2008-04,203.595,
2008-07,200.687,
2008-10,200.693,
2009-01,199.748,
2009-04,200.733,
2009-07,201.886,
2009-10,201.787,
2010-01,201.878,
2010-04,201.995,
2010-07,203.847,
2010-10,204.303,
2011-01,204.609,
2011-04,205.883,
2011-07,207.777,
2011-10,208.164,
2012-01,208.227,
2012-04,203.742,
2012-07,205.389,
2012-10,207.267,
2013-01,207.412,
2013-04,208.479,
2013-07,210.069,
2013-10,210.441,
2014-01,210.637,
2014-04,211.462,
2014-07,213.091,
