"",BBK01.SUD031,BBK01.SUD031_FLAGS
"",Outstanding amounts (volumes) of German banks / Loans for consumption and other purposes to households with a maturity of over 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:40,
2003-01,333989,
2003-02,334186,
2003-03,327047,
2003-04,328610,
2003-05,328951,
2003-06,330208,
2003-07,332013,
2003-08,333305,
2003-09,333058,
2003-10,332152,
2003-11,331730,
2003-12,329925,
2004-01,328719,
2004-02,328977,
2004-03,331220,
2004-04,331533,
2004-05,331611,
2004-06,331013,
2004-07,331665,
2004-08,331010,
2004-09,329461,
2004-10,330628,
2004-11,328982,
2004-12,331682,
2005-01,330629,
2005-02,329691,
2005-03,327558,
2005-04,329222,
2005-05,328707,
2005-06,328311,
2005-07,328183,
2005-08,328911,
2005-09,328568,
2005-10,328289,
2005-11,327736,
2005-12,326570,
2006-01,326777,
2006-02,326418,
2006-03,323755,
2006-04,324317,
2006-05,324795,
2006-06,324024,
2006-07,323342,
2006-08,323243,
2006-09,322587,
2006-10,322399,
2006-11,322042,
2006-12,320395,
2007-01,319205,
2007-02,318745,
2007-03,317772,
2007-04,317188,
2007-05,316791,
2007-06,316288,
2007-07,316380,
2007-08,316776,
2007-09,316026,
2007-10,315858,
2007-11,315737,
2007-12,313792,
2008-01,313350,
2008-02,313645,
2008-03,312385,
2008-04,313135,
2008-05,313410,
2008-06,313464,
2008-07,313990,
2008-08,314367,
2008-09,313147,
2008-10,313766,
2008-11,313811,
2008-12,312381,
2009-01,311940,
2009-02,312266,
2009-03,310908,
2009-04,313261,
2009-05,313661,
2009-06,313433,
2009-07,314065,
2009-08,313043,
2009-09,312413,
2009-10,312661,
2009-11,312363,
2009-12,311657,
2010-01,310801,
2010-02,310649,
2010-03,310443,
2010-04,311285,
2010-05,311983,
2010-06,312492,
2010-07,313416,
2010-08,313830,
2010-09,313591,
2010-10,313936,
2010-11,314010,
2010-12,312604,
2011-01,311915,
2011-02,312164,
2011-03,311059,
2011-04,312376,
2011-05,313138,
2011-06,312069,
2011-07,312900,
2011-08,313504,
2011-09,313747,
2011-10,313742,
2011-11,315187,
2011-12,313944,
2012-01,313820,
2012-02,313827,
2012-03,313149,
2012-04,316663,
2012-05,317022,
2012-06,314970,
2012-07,315554,
2012-08,316273,
2012-09,314885,
2012-10,314779,
2012-11,313967,
2012-12,310974,
2013-01,310092,
2013-02,310001,
2013-03,308862,
2013-04,309418,
2013-05,309610,
2013-06,308931,
2013-07,309175,
2013-08,309848,
2013-09,308291,
2013-10,308891,
2013-11,309729,
2013-12,307844,
2014-01,308100,
2014-02,308406,
2014-03,307181,
2014-04,309107,
2014-05,309887,
2014-06,308827,
2014-07,309761,
2014-08,309772,
2014-09,308303,
2014-10,308423,
2014-11,308879,
2014-12,307589,Provisional value
"","General: Data based on mothly balance sheet statistics. Loans for consumption are definded as loans granted for the purpose of personal use in the consumption of goods and services. For the purpose of these statistics, other loans are loans granted for other purposes such as business, debt consolidation, education etc. p = Provisional",
