"",BBK01.OEAA29M,BBK01.OEAA29M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:49,
2002-01,36.776,
2002-04,36.815,
2002-07,36.547,
2002-10,36.597,
2003-01,36.740,
2003-04,36.855,
2003-07,36.968,
2003-10,36.619,
2004-01,36.407,
2004-04,36.404,
2004-07,35.831,
2004-10,35.756,
2005-01,35.300,
2005-04,36.926,
2005-07,36.854,
2005-10,36.836,
2006-01,36.371,
2006-04,36.108,
2006-07,35.753,
2006-10,35.543,
2007-01,35.539,
2007-04,35.246,
2007-07,35.417,
2007-10,35.441,
2008-01,34.972,
2008-04,35.058,
2008-07,35.312,
2008-10,35.367,
2009-01,35.273,
2009-04,35.901,
2009-07,35.989,
2009-10,36.319,
2010-01,36.253,
2010-04,36.881,
2010-07,37.369,
2010-10,37.530,
2011-01,37.182,
2011-04,37.284,
2011-07,37.330,
2011-10,38.243,
2012-01,38.215,
2012-04,40.068,
2012-07,40.325,
2012-10,40.611,
2013-01,40.298,
2013-04,40.620,
2013-07,40.717,
2013-10,40.913,
2014-01,40.881,
2014-04,40.789,
2014-07,41.011,
