"",BBK01.DQ7861,BBK01.DQ7861_FLAGS
"",Actual earnings/ Overall economy/ Wages and salaries per employee (workplace concept)/ Index/ Germany,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:21:07,
1991-01,62.1,
1991-04,67.2,
1991-07,70.0,
1991-10,81.0,
1992-01,69.2,
1992-04,73.5,
1992-07,78.0,
1992-10,88.1,
1993-01,73.4,
1993-04,77.4,
1993-07,80.2,
1993-10,91.2,
1994-01,76.1,
1994-04,78.4,
1994-07,81.1,
1994-10,92.6,
1995-01,77.9,
1995-04,81.2,
1995-07,83.9,
1995-10,95.1,
1996-01,79.8,
1996-04,82.0,
1996-07,84.8,
1996-10,95.5,
1997-01,80.1,
1997-04,82.3,
1997-07,84.4,
1997-10,95.4,
1998-01,80.5,
1998-04,83.2,
1998-07,85.4,
1998-10,95.9,
1999-01,81.1,
1999-04,84.8,
1999-07,86.6,
1999-10,96.9,
2000-01,82.1,
2000-04,84.9,
2000-07,87.6,
2000-10,98.4,
2001-01,84.4,
2001-04,87.0,
2001-07,89.3,
2001-10,100.4,
2002-01,85.5,
2002-04,88.0,
2002-07,90.8,
2002-10,101.8,
2003-01,86.8,
2003-04,89.4,
2003-07,92.0,
2003-10,102.2,
2004-01,88.0,
2004-04,90.1,
2004-07,92.0,
2004-10,102.2,
2005-01,88.3,
2005-04,90.5,
2005-07,92.2,
2005-10,102.2,
2006-01,88.6,
2006-04,91.3,
2006-07,93.1,
2006-10,103.1,
2007-01,89.7,
2007-04,92.7,
2007-07,94.0,
2007-10,104.7,
2008-01,91.9,
2008-04,95.1,
2008-07,96.3,
2008-10,107.0,
2009-01,92.1,
2009-04,94.6,
2009-07,96.5,
2009-10,107.0,
2010-01,94.1,
2010-04,97.4,
2010-07,98.7,
2010-10,109.6,
2011-01,97.3,
2011-04,101.1,
2011-07,101.7,
2011-10,112.8,
2012-01,99.7,
2012-04,104.1,
2012-07,104.5,
2012-10,115.9,
2013-01,101.8,
2013-04,106.1,
2013-07,106.8,
2013-10,118.5,
2014-01,104.8,
2014-04,108.9,
2014-07,109.6,
2014-10,121.4,
