"",BBK01.TS1389,BBK01.TS1389_FLAGS
"",Credit to households and non-profit institutions serving households / Loans / Other loans / All maturities / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:28,
2003-01,303.1,
2003-02,307.5,
2003-03,294.6,
2003-04,296.7,
2003-05,295.7,
2003-06,293.6,
2003-07,294.4,
2003-08,308.6,
2003-09,322.2,
2003-10,319.1,
2003-11,318.5,
2003-12,317.1,
2004-01,315.4,
2004-02,314.6,
2004-03,318.9,
2004-04,318.3,
2004-05,317.5,
2004-06,313.2,
2004-07,313.0,
2004-08,311.8,
2004-09,310.3,
2004-10,310.7,
2004-11,308.8,
2004-12,310.8,
2005-01,309.6,
2005-02,307.7,
2005-03,306.9,
2005-04,308.4,
2005-05,308.2,
2005-06,306.9,
2005-07,306.0,
2005-08,305.9,
2005-09,305.4,
2005-10,304.7,
2005-11,305.2,
2005-12,305.4,
2006-01,305.2,
2006-02,303.7,
2006-03,302.3,
2006-04,301.6,
2006-05,300.6,
2006-06,299.5,
2006-07,298.4,
2006-08,297.1,
2006-09,297.5,
2006-10,296.9,
2006-11,297.1,
2006-12,294.0,
2007-01,292.2,
2007-02,291.3,
2007-03,291.5,
2007-04,290.0,
2007-05,289.0,
2007-06,288.3,
2007-07,287.4,
2007-08,286.3,
2007-09,285.2,
2007-10,283.9,
2007-11,283.5,
2007-12,282.7,
2008-01,281.7,
2008-02,280.8,
2008-03,280.4,
2008-04,279.9,
2008-05,278.5,
2008-06,278.7,
2008-07,278.1,
2008-08,277.7,
2008-09,276.8,
2008-10,277.4,
2008-11,276.9,
2008-12,276.5,
2009-01,275.8,
2009-02,275.6,
2009-03,274.4,
2009-04,275.2,
2009-05,275.3,
2009-06,274.8,
2009-07,274.5,
2009-08,274.6,
2009-09,273.5,
2009-10,273.3,
2009-11,273.4,
2009-12,271.5,
2010-01,272.5,
2010-02,272.3,
2010-03,272.8,
2010-04,271.6,
2010-05,270.9,
2010-06,267.9,
2010-07,268.1,
2010-08,269.1,
2010-09,268.8,
2010-10,268.0,
2010-11,267.6,
2010-12,267.5,
2011-01,268.2,
2011-02,267.8,
2011-03,267.4,
2011-04,266.6,
2011-05,266.6,
2011-06,267.0,
2011-07,266.8,
2011-08,268.9,
2011-09,269.8,
2011-10,269.4,
2011-11,270.5,
2011-12,267.8,
2012-01,268.1,
2012-02,268.0,
2012-03,268.3,
2012-04,270.1,
2012-05,270.5,
2012-06,270.4,
2012-07,270.7,
2012-08,270.7,
2012-09,270.8,
2012-10,271.2,
2012-11,271.9,
2012-12,271.2,
2013-01,270.6,
2013-02,270.9,
2013-03,270.5,
2013-04,270.4,
2013-05,269.8,
2013-06,269.4,
2013-07,269.1,
2013-08,269.2,
2013-09,271.3,
2013-10,271.3,
2013-11,270.8,
2013-12,270.4,
2014-01,270.4,
2014-02,270.2,
2014-03,269.4,
2014-04,269.6,
2014-05,269.8,
2014-06,269.4,
2014-07,269.2,
2014-08,269.1,
2014-09,268.4,
2014-10,268.1,
2014-11,268.3,
2014-12,265.2,Provisional value
2015-01,265.5,
