"",BBK01.TU2068,BBK01.TU2068_FLAGS
"",Deposits / of banks (MFIs) / German banks,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:44,
1984-12,6.358,
1985-01,5.654,
1985-02,6.554,
1985-03,6.680,
1985-04,5.798,
1985-05,6.114,
1985-06,7.704,
1985-07,7.158,
1985-08,6.493,
1985-09,6.631,
1985-10,7.590,
1985-11,7.414,
1985-12,9.908,
1986-01,9.722,
1986-02,9.275,
1986-03,10.369,
1986-04,9.631,
1986-05,11.141,
1986-06,12.265,
1986-07,11.959,
1986-08,13.363,
1986-09,13.470,
1986-10,12.702,
1986-11,14.663,
1986-12,16.092,
1987-01,15.279,
1987-02,15.719,
1987-03,16.534,
1987-04,16.653,
1987-05,17.226,
1987-06,17.764,
1987-07,17.867,
1987-08,17.830,
1987-09,18.245,
1987-10,17.036,
1987-11,16.494,
1987-12,15.898,
1988-01,15.671,
1988-02,16.132,
1988-03,15.440,
1988-04,14.565,
1988-05,14.922,
1988-06,16.197,
1988-07,15.572,
1988-08,16.158,
1988-09,16.702,
1988-10,16.820,
1988-11,17.059,
1988-12,16.564,
1989-01,16.102,
1989-02,13.586,
1989-03,14.200,
1989-04,13.971,
1989-05,14.480,
1989-06,14.510,
1989-07,15.263,
1989-08,16.127,
1989-09,16.713,
1989-10,17.937,
1989-11,16.874,
1989-12,18.192,
1990-01,18.843,
1990-02,17.543,
1990-03,18.006,
1990-04,17.586,
1990-05,16.984,
1990-06,18.145,
1990-07,19.786,
1990-08,20.448,
1990-09,18.974,
1990-10,17.694,
1990-11,18.221,
1990-12,18.787,
1991-01,18.350,
1991-02,19.593,
1991-03,18.058,
1991-04,16.118,
1991-05,15.959,
1991-06,16.179,
1991-07,15.159,
1991-08,15.165,
1991-09,16.127,
1991-10,15.112,
1991-11,16.994,
1991-12,17.500,
1992-01,15.957,
1992-02,16.115,
1992-03,14.609,
1992-04,13.953,
1992-05,12.996,
1992-06,12.105,
1992-07,11.644,
1992-08,11.687,
1992-09,12.341,
1992-10,10.292,
1992-11,10.543,
1992-12,9.995,
1993-01,10.320,
1993-02,10.375,
1993-03,11.328,
1993-04,12.397,
1993-05,12.373,
1993-06,16.634,
1993-07,16.157,
1993-08,14.396,
1993-09,15.294,
1993-10,15.115,
1993-11,19.823,
1993-12,20.674,
1994-01,22.857,
1994-02,22.089,
1994-03,19.915,
1994-04,17.928,
1994-05,17.065,
1994-06,16.536,
1994-07,16.577,
1994-08,18.023,
1994-09,15.800,
1994-10,14.941,
1994-11,16.662,
1994-12,17.305,
1995-01,15.468,
1995-02,17.928,
1995-03,17.130,
1995-04,16.317,
1995-05,16.693,
1995-06,17.466,
1995-07,17.083,
1995-08,17.200,
1995-09,18.317,
1995-10,16.577,
1995-11,19.410,
1995-12,22.105,
1996-01,23.752,
1996-02,23.321,
1996-03,20.630,
1996-04,20.788,
1996-05,20.270,
1996-06,20.271,
1996-07,19.321,
1996-08,20.865,
1996-09,23.026,
1996-10,22.252,
1996-11,24.494,
1996-12,25.006,
1997-01,23.908,
1997-02,27.129,
1997-03,27.183,
1997-04,27.346,
1997-05,24.626,
1997-06,27.784,
1997-07,27.787,
1997-08,27.030,
1997-09,27.353,
1997-10,25.963,
1997-11,28.396,
1997-12,29.763,
1998-01,30.851,
1998-02,29.569,
1998-03,29.566,
1998-04,30.434,
1998-05,32.240,
1998-06,33.863,
1998-07,31.714,
1998-08,32.760,
1998-09,36.275,
1998-10,39.703,
1998-11,41.142,
1998-12,43.722,
1999-01,50.507,
1999-02,51.258,
1999-03,50.309,
1999-04,49.395,
1999-05,56.326,
1999-06,51.352,
1999-07,53.894,
1999-08,53.361,
1999-09,51.338,
1999-10,53.760,
1999-11,54.982,
1999-12,56.908,
2000-01,52.241,
2000-02,50.315,
2000-03,51.310,
2000-04,48.237,
2000-05,49.925,
2000-06,51.619,
2000-07,51.727,
2000-08,51.588,
2000-09,54.577,
2000-10,55.244,
2000-11,50.606,
2000-12,60.950,
2001-01,59.263,
2001-02,54.968,
2001-03,63.639,
2001-04,63.472,
2001-05,66.672,
2001-06,74.890,
2001-07,73.807,
2001-08,62.339,
2001-09,66.526,
2001-10,65.345,
2001-11,67.424,
2001-12,79.176,
2002-01,70.061,
2002-02,61.878,
2002-03,65.602,
2002-04,66.642,
2002-05,71.273,
2002-06,72.525,
2002-07,71.482,
2002-08,75.741,
2002-09,78.030,
2002-10,79.115,
2002-11,81.784,
2002-12,99.511,
2003-01,95.604,
2003-02,89.634,
2003-03,89.935,
2003-04,95.489,
2003-05,92.184,
2003-06,94.168,
2003-07,94.040,
2003-08,96.484,
2003-09,95.761,
2003-10,92.897,
2003-11,94.859,
2003-12,99.778,
2004-01,86.287,
2004-02,86.045,
2004-03,87.972,
2004-04,75.568,
2004-05,75.661,
2004-06,81.011,
2004-07,83.078,
2004-08,80.927,
2004-09,84.065,
2004-10,82.764,
2004-11,83.078,
2004-12,83.387,
2005-01,74.943,
2005-02,79.700,
2005-03,79.775,
2005-04,80.716,
2005-05,89.094,
2005-06,91.508,
2005-07,92.104,
2005-08,94.458,
2005-09,98.988,
2005-10,97.835,
2005-11,97.185,
2005-12,103.308,
2006-01,100.952,
2006-02,101.162,
2006-03,108.735,
2006-04,109.527,
2006-05,115.392,
2006-06,124.819,
2006-07,117.883,
2006-08,115.522,
2006-09,114.683,
2006-10,116.320,
2006-11,117.516,
2006-12,121.548,
2007-01,111.466,
2007-02,109.072,
2007-03,110.184,
2007-04,109.452,
2007-05,106.427,
2007-06,114.706,
2007-07,111.044,
2007-08,121.465,
2007-09,119.113,
2007-10,120.473,
2007-11,121.808,
2007-12,118.177,
2008-01,120.452,
2008-02,128.769,
2008-03,134.544,
2008-04,127.617,
2008-05,129.706,
2008-06,125.636,
2008-07,127.025,
2008-08,125.276,
2008-09,126.781,
2008-10,130.859,
2008-11,134.139,
2008-12,145.086,
2009-01,128.366,
2009-02,130.985,
2009-03,129.842,
2009-04,124.229,
2009-05,121.555,
2009-06,122.279,
2009-07,120.486,
2009-08,122.709,
2009-09,128.154,
2009-10,121.734,
2009-11,119.883,
2009-12,125.416,
2010-01,121.454,
2010-02,121.923,
2010-03,119.734,
2010-04,137.104,
2010-05,139.843,
2010-06,127.083,
2010-07,127.458,
2010-08,128.371,
2010-09,129.284,
2010-10,135.097,
2010-11,137.558,
2010-12,136.437,
2011-01,135.549,
2011-02,131.539,
2011-03,131.993,
2011-04,130.628,
2011-05,139.841,
2011-06,134.161,
2011-07,133.713,
2011-08,131.140,
2011-09,134.302,
2011-10,135.064,
2011-11,136.496,
2011-12,142.423,
2012-01,131.907,
2012-02,129.573,
2012-03,130.008,
2012-04,129.171,
2012-05,128.854,
2012-06,126.798,
2012-07,125.093,
2012-08,124.421,
2012-09,122.156,
2012-10,120.773,
2012-11,122.608,
2012-12,120.426,
2013-01,115.587,
2013-02,113.124,
2013-03,115.674,
2013-04,114.279,
2013-05,110.953,
2013-06,108.811,
2013-07,109.772,
2013-08,112.433,
2013-09,114.841,
2013-10,111.500,
2013-11,109.693,
2013-12,113.409,
2014-01,109.897,
2014-02,94.492,
2014-03,95.016,
2014-04,94.546,
2014-05,95.632,
2014-06,106.427,
2014-07,97.756,
2014-08,98.463,
2014-09,99.073,
2014-10,99.375,
2014-11,100.571,
