"",BBK01.QUY416,BBK01.QUY416_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign general government / Switzerland / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:39,
2002-03,1.257,
2002-04,1.209,
2002-05,1.326,
2002-06,1.217,
2002-07,1.214,
2002-08,1.242,
2002-09,1.263,
2002-10,1.252,
2002-11,1.244,
2002-12,1.351,
2003-01,1.371,
2003-02,1.391,
2003-03,1.299,
2003-04,1.236,
2003-05,1.185,
2003-06,1.368,
2003-07,1.355,
2003-08,1.365,
2003-09,1.372,
2003-10,1.244,
2003-11,1.207,
2003-12,1.224,
2004-01,1.193,
2004-02,1.178,
2004-03,0.923,
2004-04,0.820,
2004-05,0.792,
2004-06,0.856,
2004-07,0.813,
2004-08,0.829,
2004-09,0.878,
2004-10,0.841,
2004-11,0.803,
2004-12,0.779,
2005-01,0.788,
2005-02,0.762,
2005-03,0.773,
2005-04,0.759,
2005-05,0.773,
2005-06,0.779,
2005-07,0.804,
2005-08,0.786,
2005-09,0.803,
2005-10,0.785,
2005-11,0.788,
2005-12,0.727,
2006-01,0.792,
2006-02,0.767,
2006-03,1.015,
2006-04,0.802,
2006-05,0.707,
2006-06,0.671,
2006-07,0.686,
2006-08,0.722,
2006-09,0.649,
2006-10,0.625,
2006-11,0.650,
2006-12,0.579,
2007-01,0.588,
2007-02,0.613,
2007-03,0.642,
2007-04,0.606,
2007-05,0.598,
2007-06,0.511,
2007-07,0.485,
2007-08,0.474,
2007-09,0.413,
2007-10,0.449,
2007-11,0.403,
2007-12,0.389,
2008-01,0.521,
2008-02,0.286,
2008-03,0.401,
2008-04,0.398,
2008-05,0.420,
2008-06,0.428,
2008-07,0.418,
2008-08,0.427,
2008-09,0.432,
2008-10,0.427,
2008-11,0.511,
2008-12,0.484,
2009-01,0.486,
2009-02,0.448,
2009-03,0.481,
2009-04,0.475,
2009-05,0.441,
2009-06,0.477,
2009-07,0.443,
2009-08,0.443,
2009-09,0.465,
2009-10,0.438,
2009-11,0.391,
2009-12,0.421,
2010-01,0.415,
2010-02,0.385,
2010-03,0.467,
2010-04,0.512,
2010-05,0.534,
2010-06,0.563,
2010-07,0.364,
2010-08,0.511,
2010-09,0.484,
2010-10,0.500,
2010-11,0.340,
2010-12,0.351,
2011-01,0.443,
2011-02,0.376,
2011-03,0.382,
2011-04,0.851,
2011-05,0.621,
2011-06,0.161,
2011-07,0.229,
2011-08,0.192,
2011-09,0.188,
2011-10,0.244,
2011-11,0.273,
2011-12,0.277,
2012-01,0.326,
2012-02,0.366,
2012-03,0.409,
2012-04,0.404,
2012-05,0.392,
2012-06,0.403,
2012-07,0.461,
2012-08,0.324,
2012-09,0.335,
2012-10,0.258,
2012-11,0.402,
2012-12,0.472,
2013-01,0.292,
2013-02,0.357,
2013-03,0.337,
2013-04,0.344,
2013-05,0.415,
2013-06,0.185,
2013-07,0.319,
2013-08,0.425,
2013-09,0.378,
2013-10,0.268,
2013-11,0.267,
2013-12,0.287,
2014-01,0.270,
2014-02,0.271,
2014-03,0.185,
2014-04,0.139,
2014-05,0.150,
2014-06,0.133,
2014-07,0.100,
2014-08,0.120,
2014-09,0.135,
2014-10,0.845,
