"",BBK01.QUX260,BBK01.QUX260_FLAGS
"","All foreign subsidiaries: Liabilities to non-residents, total / Countries in Africa / US dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:19:24,
2001-12,1.433,
2002-01,1.324,
2002-02,1.310,
2002-03,1.352,
2002-04,2.147,
2002-05,1.386,
2002-06,1.303,
2002-07,1.199,
2002-08,1.200,
2002-09,1.445,
2002-10,1.071,
2002-11,1.107,
2002-12,1.056,
2003-01,1.119,
2003-02,1.053,
2003-03,1.053,
2003-04,0.957,
2003-05,1.047,
2003-06,1.401,
2003-07,1.138,
2003-08,1.115,
2003-09,1.369,
2003-10,1.111,
2003-11,1.182,
2003-12,1.005,
2004-01,1.346,
2004-02,1.172,
2004-03,1.438,
2004-04,1.234,
2004-05,1.159,
2004-06,1.170,
2004-07,0.952,
2004-08,1.047,
2004-09,1.022,
2004-10,1.281,
2004-11,1.330,
2004-12,1.129,
2005-01,1.211,
2005-02,1.027,
2005-03,1.371,
2005-04,1.511,
2005-05,1.447,
2005-06,1.701,
2005-07,1.734,
2005-08,1.760,
2005-09,1.634,
2005-10,2.358,
2005-11,1.806,
2005-12,2.126,
2006-01,1.921,
2006-02,1.981,
2006-03,2.273,
2006-04,2.031,
2006-05,2.408,
2006-06,2.340,
2006-07,2.487,
2006-08,2.575,
2006-09,2.533,
2006-10,2.489,
2006-11,2.528,
2006-12,2.933,
2007-01,1.077,
2007-02,1.306,
2007-03,1.353,
2007-04,1.181,
2007-05,1.527,
2007-06,1.351,
2007-07,1.702,
2007-08,1.659,
2007-09,1.512,
2007-10,1.402,
2007-11,1.365,
2007-12,1.595,
2008-01,1.482,
2008-02,1.172,
2008-03,1.531,
2008-04,1.731,
2008-05,2.062,
2008-06,1.721,
2008-07,1.500,
2008-08,2.433,
2008-09,1.994,
2008-10,1.590,
2008-11,1.859,
2008-12,2.202,
2009-01,2.008,
2009-02,1.830,
2009-03,1.628,
2009-04,1.631,
2009-05,2.151,
2009-06,1.434,
2009-07,1.341,
2009-08,1.344,
2009-09,1.637,
2009-10,1.429,
2009-11,1.419,
2009-12,1.365,
2010-01,1.579,
2010-02,1.501,
2010-03,1.894,
2010-04,1.500,
2010-05,1.603,
2010-06,1.440,
2010-07,1.440,
2010-08,1.611,
2010-09,1.493,
2010-10,1.531,
2010-11,1.624,
2010-12,1.680,
2011-01,1.807,
2011-02,1.538,
2011-03,1.577,
2011-04,1.423,
2011-05,2.009,
2011-06,1.492,
2011-07,1.602,
2011-08,1.625,
2011-09,1.723,
2011-10,1.923,
2011-11,1.683,
2011-12,1.983,
2012-01,1.706,
2012-02,1.652,
2012-03,1.924,
2012-04,2.136,
2012-05,1.658,
2012-06,1.614,
2012-07,1.788,
2012-08,2.117,
2012-09,2.240,
2012-10,1.921,
2012-11,2.020,
2012-12,2.460,
2013-01,1.899,
2013-02,1.930,
2013-03,2.293,
2013-04,1.892,
2013-05,1.672,
2013-06,2.174,
2013-07,2.638,
2013-08,2.152,
2013-09,2.252,
2013-10,1.859,
2013-11,2.101,
2013-12,1.729,
2014-01,2.118,
2014-02,2.204,
2014-03,1.674,
2014-04,1.668,
2014-05,1.864,
2014-06,1.641,
2014-07,1.640,
2014-08,2.093,
2014-09,2.018,
2014-10,1.646,
2014-11,1.483,
