"",BBK01.CEF506,BBK01.CEF506_FLAGS
"",Shares and other equity                  debtor: Total                                                            creditor: Money market funds,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:04,
1999-01,445.2,
1999-04,443.6,
1999-07,419.0,
1999-10,564.0,
2000-01,595.7,
2000-04,568.6,
2000-07,556.8,
2000-10,521.2,
2001-01,515.5,
2001-04,500.7,
2001-07,452.3,
2001-10,501.3,
2002-01,504.9,
2002-04,469.3,
2002-07,388.7,
2002-10,385.6,
2003-01,364.8,
2003-04,402.0,
2003-07,401.1,
2003-10,380.8,
2004-01,385.3,
2004-04,384.7,
2004-07,372.9,
2004-10,406.8,
2005-01,421.4,
2005-04,441.6,
2005-07,467.8,
2005-10,512.7,
2006-01,419.5,
2006-04,410.0,
2006-07,441.6,
2006-10,477.8,
2007-01,434.4,
2007-04,426.7,
2007-07,429.6,
2007-10,427.8,
2008-01,434.5,
2008-04,410.9,
2008-07,415.5,
2008-10,379.5,
2009-01,382.6,
2009-04,376.0,
2009-07,380.0,
2009-10,377.9,
2010-01,371.1,
2010-04,368.8,
2010-07,368.4,
2010-10,373.6,
2011-01,377.9,
2011-04,373.9,
2011-07,355.5,
2011-10,355.8,
2012-01,366.7,
2012-04,353.1,
2012-07,365.0,
2012-10,389.2,
2013-01,399.9,
2013-04,397.9,
2013-07,404.1,
2013-10,392.1,
2014-01,400.1,
2014-04,408.6,
2014-07,417.6,
