"",BBK01.QUW779,BBK01.QUW779_FLAGS
"",Foreign subsidiaries: Short-term liabilities to foreign banks / All countries / Euro,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:11:59,
2001-12,92.979,
2002-01,97.110,
2002-02,98.590,
2002-03,103.033,
2002-04,86.221,
2002-05,94.358,
2002-06,88.487,
2002-07,79.394,
2002-08,79.166,
2002-09,79.693,
2002-10,80.657,
2002-11,84.492,
2002-12,83.606,
2003-01,75.457,
2003-02,81.178,
2003-03,79.414,
2003-04,75.253,
2003-05,77.467,
2003-06,78.207,
2003-07,80.846,
2003-08,74.235,
2003-09,76.416,
2003-10,76.613,
2003-11,76.708,
2003-12,74.455,
2004-01,74.871,
2004-02,75.262,
2004-03,72.867,
2004-04,96.722,
2004-05,82.758,
2004-06,77.357,
2004-07,81.451,
2004-08,79.932,
2004-09,82.734,
2004-10,83.695,
2004-11,83.797,
2004-12,87.896,
2005-01,86.303,
2005-02,92.660,
2005-03,96.287,
2005-04,96.143,
2005-05,96.745,
2005-06,101.582,
2005-07,98.801,
2005-08,101.298,
2005-09,92.072,
2005-10,94.297,
2005-11,98.127,
2005-12,92.208,
2006-01,97.227,
2006-02,100.906,
2006-03,100.113,
2006-04,95.452,
2006-05,97.289,
2006-06,95.302,
2006-07,93.284,
2006-08,92.480,
2006-09,96.737,
2006-10,91.864,
2006-11,90.941,
2006-12,92.267,
2007-01,82.302,
2007-02,82.197,
2007-03,82.959,
2007-04,82.454,
2007-05,86.280,
2007-06,83.459,
2007-07,84.198,
2007-08,82.233,
2007-09,89.527,
2007-10,84.421,
2007-11,84.095,
2007-12,79.480,
2008-01,74.527,
2008-02,74.386,
2008-03,73.499,
2008-04,79.429,
2008-05,83.868,
2008-06,84.369,
2008-07,78.550,
2008-08,74.184,
2008-09,71.131,
2008-10,72.137,
2008-11,71.104,
2008-12,65.961,
2009-01,63.364,
2009-02,62.261,
2009-03,65.046,
2009-04,62.337,
2009-05,58.554,
2009-06,50.868,
2009-07,47.029,
2009-08,43.735,
2009-09,39.931,
2009-10,41.524,
2009-11,41.669,
2009-12,35.932,
2010-01,39.300,
2010-02,38.630,
2010-03,39.511,
2010-04,43.088,
2010-05,38.103,
2010-06,33.442,
2010-07,39.561,
2010-08,38.590,
2010-09,35.073,
2010-10,33.428,
2010-11,30.681,
2010-12,33.229,
2011-01,34.557,
2011-02,36.097,
2011-03,34.637,
2011-04,34.377,
2011-05,32.958,
2011-06,31.711,
2011-07,31.390,
2011-08,33.933,
2011-09,32.506,
2011-10,32.077,
2011-11,32.343,
2011-12,28.217,
2012-01,28.190,
2012-02,27.734,
2012-03,30.773,
2012-04,32.830,
2012-05,32.987,
2012-06,32.438,
2012-07,34.928,
2012-08,31.405,
2012-09,32.345,
2012-10,31.938,
2012-11,30.779,
2012-12,32.163,
2013-01,29.026,
2013-02,29.050,
2013-03,29.305,
2013-04,28.069,
2013-05,28.207,
2013-06,28.620,
2013-07,27.289,
2013-08,28.200,
2013-09,25.938,
2013-10,24.525,
2013-11,25.312,
2013-12,28.980,
2014-01,26.107,
2014-02,23.276,
2014-03,23.268,
2014-04,25.736,
2014-05,26.069,
2014-06,22.608,
2014-07,25.053,
2014-08,22.751,
2014-09,20.032,
2014-10,19.327,
2014-11,18.810,
