"",BBK01.TU1002,BBK01.TU1002_FLAGS
"",Foreign branches: Balance sheet total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:02,
1973-06,3.677,
1973-07,4.503,
1973-08,5.554,
1973-09,5.863,
1973-10,6.422,
1973-11,6.667,
1973-12,7.676,
1974-01,7.843,
1974-02,7.489,
1974-03,8.049,
1974-04,8.074,
1974-05,8.270,
1974-06,8.762,
1974-07,9.266,
1974-08,9.883,
1974-09,9.773,
1974-10,9.345,
1974-11,9.426,
1974-12,8.731,
1975-01,8.602,
1975-02,9.007,
1975-03,8.628,
1975-04,9.217,
1975-05,8.976,
1975-06,9.296,
1975-07,9.962,
1975-08,10.654,
1975-09,11.353,
1975-10,10.417,
1975-11,10.987,
1975-12,12.289,
1976-01,11.765,
1976-02,12.416,
1976-03,12.501,
1976-04,12.986,
1976-05,13.577,
1976-06,13.274,
1976-07,13.640,
1976-08,13.870,
1976-09,14.714,
1976-10,15.161,
1976-11,15.537,
1976-12,16.605,
1977-01,16.920,
1977-02,17.252,
1977-03,18.299,
1977-04,18.812,
1977-05,19.783,
1977-06,20.452,
1977-07,20.901,
1977-08,21.121,
1977-09,22.426,
1977-10,22.807,
1977-11,22.607,
1977-12,24.054,
1978-01,23.190,
1978-02,24.229,
1978-03,25.057,
1978-04,25.410,
1978-05,25.404,
1978-06,26.754,
1978-07,27.866,
1978-08,28.398,
1978-09,29.191,
1978-10,28.031,
1978-11,31.563,
1978-12,31.956,
1979-01,33.176,
1979-02,32.772,
1979-03,35.322,
1979-04,36.870,
1979-05,37.004,
1979-06,35.563,
1979-07,34.967,
1979-08,37.590,
1979-09,38.391,
1979-10,37.599,
1979-11,38.518,
1979-12,40.222,
1980-01,41.440,
1980-02,43.513,
1980-03,48.631,
1980-04,43.644,
1980-05,43.998,
1980-06,45.102,
1980-07,45.449,
1980-08,46.933,
1980-09,47.114,
1980-10,49.284,
1980-11,49.114,
1980-12,48.534,
1981-01,52.111,
1981-02,52.110,
1981-03,55.119,
1981-04,54.689,
1981-05,56.995,
1981-06,58.557,
1981-07,60.509,
1981-08,60.180,
1981-09,59.471,
1981-10,60.057,
1981-11,60.508,
1981-12,61.150,
1982-01,62.047,
1982-02,63.682,
1982-03,66.364,
1982-04,63.612,
1982-05,65.904,
1982-06,67.833,
1982-07,69.985,
1982-08,70.642,
1982-09,71.401,
1982-10,72.861,
1982-11,71.304,
1982-12,70.267,
1983-01,68.853,
1983-02,68.337,
1983-03,71.518,
1983-04,70.172,
1983-05,72.046,
1983-06,74.373,
1983-07,77.868,
1983-08,78.320,
1983-09,78.795,
1983-10,78.135,
1983-11,81.953,
1983-12,79.502,
1984-01,80.750,
1984-02,79.153,
1984-03,81.005,
1984-04,81.773,
1984-05,83.322,
1984-06,85.214,
1984-07,85.597,
1984-08,86.002,
1984-09,89.668,
1984-10,90.477,
1984-11,92.729,
1984-12,96.555,
1985-01,94.760,
1985-02,97.999,
1985-03,96.964,
1985-04,95.294,
1985-05,95.982,
1985-06,102.328,
1985-07,97.731,
1985-08,100.002,
1985-09,97.794,
1985-10,97.595,
1985-11,97.919,
1985-12,99.743,
1986-01,97.596,
1986-02,96.374,
1986-03,103.913,
1986-04,102.767,
1986-05,103.454,
1986-06,101.259,
1986-07,100.830,
1986-08,100.902,
1986-09,104.417,
1986-10,104.475,
1986-11,102.974,
1986-12,106.014,
1987-01,105.397,
1987-02,105.581,
1987-03,109.150,
1987-04,107.549,
1987-05,109.947,
1987-06,111.337,
1987-07,114.051,
1987-08,113.818,
1987-09,118.925,
1987-10,118.911,
1987-11,117.466,
1987-12,116.347,
1988-01,121.949,
1988-02,121.355,
1988-03,121.820,
1988-04,122.328,
1988-05,127.290,
1988-06,134.540,
1988-07,140.834,
1988-08,139.761,
1988-09,143.505,
1988-10,138.186,
1988-11,137.485,
1988-12,142.139,
1989-01,151.305,
1989-02,150.026,
1989-03,158.324,
1989-04,154.664,
1989-05,158.700,
1989-06,155.941,
1989-07,151.787,
1989-08,154.442,
1989-09,154.664,
1989-10,154.579,
1989-11,153.204,
1989-12,151.886,
1990-01,155.082,
1990-02,163.635,
1990-03,168.646,
1990-04,167.618,
1990-05,171.781,
1990-06,172.709,
1990-07,173.340,
1990-08,173.684,
1990-09,179.309,
1990-10,178.583,
1990-11,182.499,
1990-12,182.422,
1991-01,183.528,
1991-02,187.111,
1991-03,199.445,
1991-04,195.444,
1991-05,194.795,
1991-06,201.758,
1991-07,199.528,
1991-08,202.262,
1991-09,200.399,
1991-10,203.984,
1991-11,207.237,
1991-12,204.422,
1992-01,210.250,
1992-02,207.973,
1992-03,207.918,
1992-04,209.685,
1992-05,211.036,
1992-06,208.437,
1992-07,209.123,
1992-08,206.377,
1992-09,221.667,
1992-10,237.493,
1992-11,240.269,
1992-12,240.366,
1993-01,248.719,
1993-02,255.297,
1993-03,264.691,
1993-04,261.449,
1993-05,265.527,
1993-06,273.323,
1993-07,283.391,
1993-08,277.666,
1993-09,278.563,
1993-10,283.527,
1993-11,292.448,
1993-12,375.373,
1994-01,385.215,
1994-02,383.871,
1994-03,387.130,
1994-04,388.164,
1994-05,388.569,
1994-06,386.566,
1994-07,398.931,
1994-08,406.462,
1994-09,408.895,
1994-10,414.628,
1994-11,426.145,
1994-12,449.285,
1995-01,452.820,
1995-02,456.495,
1995-03,460.060,
1995-04,472.069,
1995-05,487.092,
1995-06,504.002,
1995-07,507.138,
1995-08,529.093,
1995-09,536.576,
1995-10,544.146,
1995-11,561.295,
1995-12,567.525,
1996-01,585.184,
1996-02,588.919,
1996-03,603.963,
1996-04,620.385,
1996-05,620.635,
1996-06,637.432,
1996-07,625.432,
1996-08,627.388,
1996-09,641.804,
1996-10,660.766,
1996-11,676.356,
1996-12,667.532,
1997-01,709.746,
1997-02,753.184,
1997-03,749.983,
1997-04,784.155,
1997-05,796.883,
1997-06,803.397,
1997-07,863.914,
1997-08,840.921,
1997-09,827.601,
1997-10,883.396,
1997-11,942.570,
1997-12,939.443,
1998-01,985.290,
1998-02,992.751,
1998-03,1028.006,
1998-04,1039.649,
1998-05,1045.432,
1998-06,1064.401,
1998-07,1045.568,
1998-08,1048.910,
1998-09,1045.772,
1998-10,1141.104,
1998-11,1174.366,
1998-12,1122.435,
1999-01,1127.897,
1999-02,1124.931,
1999-03,1154.751,
1999-04,1184.475,
1999-05,1182.222,
1999-06,1220.293,
1999-07,1202.308,
1999-08,1230.324,
1999-09,1257.741,
1999-10,1299.293,
1999-11,1350.800,
1999-12,1311.887,
2000-01,1389.571,
2000-02,1411.713,
2000-03,1444.459,
2000-04,1486.025,
2000-05,1466.872,
2000-06,1433.779,
2000-07,1476.299,
2000-08,1508.217,
2000-09,1542.935,
2000-10,1635.696,
2000-11,1629.846,
2000-12,1558.174,
2001-01,1581.551,
2001-02,1625.520,
2001-03,1662.871,
2001-04,1724.740,
2001-05,1799.784,
2001-06,1723.150,
2001-07,1699.233,
2001-08,1698.149,
2001-09,1717.710,
2001-10,1729.539,
2001-11,1785.924,
2001-12,1689.335,
2002-01,1755.158,
2002-02,1735.291,
2002-03,1718.855,
2002-04,1719.993,
2002-05,1676.997,
2002-06,1548.617,
2002-07,1561.051,
2002-08,1576.992,
2002-09,1559.235,
2002-10,1568.027,
2002-11,1585.734,
2002-12,1407.441,
2003-01,1465.846,
2003-02,1439.633,
2003-03,1402.047,
2003-04,1429.429,
2003-05,1429.132,
2003-06,1455.937,
2003-07,1433.970,
2003-08,1415.024,
2003-09,1380.302,
2003-10,1368.683,
2003-11,1356.005,
2003-12,1294.143,
2004-01,1390.311,
2004-02,1413.626,
2004-03,1466.180,
2004-04,1493.130,
2004-05,1435.922,
2004-06,1435.467,
2004-07,1447.936,
2004-08,1451.914,
2004-09,1452.024,
2004-10,1454.233,
2004-11,1483.906,
2004-12,1452.749,
2005-01,1499.624,
2005-02,1512.477,
2005-03,1522.689,
2005-04,1568.743,
2005-05,1612.973,
2005-06,1658.458,
2005-07,1626.120,
2005-08,1648.923,
2005-09,1643.688,
2005-10,1705.506,
2005-11,1775.006,
2005-12,1626.470,
2006-01,1664.547,
2006-02,1702.841,
2006-03,1713.834,
2006-04,1721.021,
2006-05,1716.636,
2006-06,1673.148,
2006-07,1706.165,
2006-08,1711.387,
2006-09,1719.590,
2006-10,1748.115,
2006-11,1766.296,
2006-12,1743.685,
2007-01,1876.663,
2007-02,1917.030,
2007-03,1910.237,
2007-04,1902.167,
2007-05,1962.530,
2007-06,2037.873,
2007-07,2091.367,
2007-08,2077.605,
2007-09,2058.321,
2007-10,2069.809,
2007-11,2067.069,
2007-12,2042.377,
2008-01,2080.403,
2008-02,2014.628,
2008-03,1980.583,
2008-04,1986.054,
2008-05,2006.116,
2008-06,1893.522,
2008-07,1858.477,
2008-08,1882.806,
2008-09,1976.367,
2008-10,2103.873,
2008-11,1970.842,
2008-12,1715.544,
2009-01,1816.938,
2009-02,1796.978,
2009-03,1718.027,
2009-04,1786.885,
2009-05,1723.782,
2009-06,1680.244,
2009-07,1627.040,
2009-08,1586.785,
2009-09,1546.159,
2009-10,1552.631,
2009-11,1530.014,
2009-12,1461.602,
2010-01,1557.111,
2010-02,1539.544,
2010-03,1523.255,
2010-04,1641.228,
2010-05,1695.857,
2010-06,1674.303,
2010-07,1584.181,
2010-08,1596.560,
2010-09,1548.258,comment
2010-10,1582.826,
2010-11,1636.301,
2010-12,2226.336,
2011-01,2072.129,
2011-02,2041.412,
2011-03,1980.540,
2011-04,2057.253,
2011-05,2023.339,
2011-06,1962.181,
2011-07,2027.965,
2011-08,2181.728,
2011-09,2445.798,
2011-10,2235.953,
2011-11,2291.165,
2011-12,2316.597,
2012-01,2336.334,
2012-02,2328.316,
2012-03,2136.433,
2012-04,2196.815,
2012-05,2428.506,
2012-06,2203.800,
2012-07,2271.250,
2012-08,2206.031,
2012-09,2178.652,
2012-10,2137.055,
2012-11,2145.152,
2012-12,2042.736,
2013-01,2048.540,
2013-02,2052.307,
2013-03,2007.731,
2013-04,2034.687,
2013-05,2003.302,
2013-06,1909.314,
2013-07,1845.796,
2013-08,1812.608,
2013-09,1720.035,
2013-10,1779.378,
2013-11,1787.644,
2013-12,1726.351,
2014-01,1814.423,
2014-02,1769.713,
2014-03,1695.692,
2014-04,1731.656,
2014-05,1766.898,
2014-06,1741.941,
2014-07,1828.932,
2014-08,1876.853,
2014-09,1826.426,
2014-10,1909.976,
2014-11,1982.599,
