"",BBK01.QUV687,BBK01.QUV687_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Countries in America / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:18:40,
2001-12,23.986,
2002-01,25.802,
2002-02,24.050,
2002-03,23.995,
2002-04,31.207,
2002-05,30.520,
2002-06,29.393,
2002-07,31.119,
2002-08,29.642,
2002-09,39.878,
2002-10,40.566,
2002-11,38.491,
2002-12,37.228,
2003-01,32.918,
2003-02,31.663,
2003-03,39.045,
2003-04,35.854,
2003-05,33.527,
2003-06,39.813,
2003-07,34.609,
2003-08,34.794,
2003-09,36.157,
2003-10,37.204,
2003-11,34.728,
2003-12,33.537,
2004-01,31.100,
2004-02,33.166,
2004-03,31.290,
2004-04,31.826,
2004-05,28.906,
2004-06,29.836,
2004-07,29.685,
2004-08,30.323,
2004-09,28.289,
2004-10,30.394,
2004-11,27.773,
2004-12,25.713,
2005-01,27.834,
2005-02,26.528,
2005-03,28.525,
2005-04,32.533,
2005-05,33.224,
2005-06,48.469,
2005-07,45.209,
2005-08,50.304,
2005-09,49.536,
2005-10,47.481,
2005-11,52.384,
2005-12,55.961,
2006-01,40.577,
2006-02,41.419,
2006-03,37.813,
2006-04,33.066,
2006-05,31.470,
2006-06,42.971,
2006-07,38.893,
2006-08,38.013,
2006-09,43.996,
2006-10,52.004,
2006-11,51.235,
2006-12,47.595,
2007-01,47.455,
2007-02,46.643,
2007-03,45.258,
2007-04,38.299,
2007-05,35.797,
2007-06,42.622,
2007-07,44.564,
2007-08,56.028,
2007-09,71.590,
2007-10,74.364,
2007-11,87.302,
2007-12,97.940,
2008-01,85.261,
2008-02,77.583,
2008-03,81.104,
2008-04,86.487,
2008-05,80.995,
2008-06,73.232,
2008-07,70.326,
2008-08,70.992,
2008-09,80.946,
2008-10,94.113,
2008-11,78.660,
2008-12,79.555,
2009-01,71.145,
2009-02,74.881,
2009-03,64.874,
2009-04,69.318,
2009-05,69.978,
2009-06,76.093,
2009-07,66.937,
2009-08,64.321,
2009-09,61.688,
2009-10,59.032,
2009-11,59.173,
2009-12,70.035,
2010-01,55.321,
2010-02,55.056,
2010-03,57.966,
2010-04,56.028,
2010-05,60.685,
2010-06,60.416,
2010-07,58.695,
2010-08,60.613,
2010-09,53.198,
2010-10,49.438,
2010-11,48.134,
2010-12,59.099,
2011-01,53.163,
2011-02,55.227,
2011-03,52.961,
2011-04,55.502,
2011-05,53.515,
2011-06,58.834,
2011-07,57.463,
2011-08,65.855,
2011-09,78.388,
2011-10,73.961,
2011-11,72.112,
2011-12,70.646,
2012-01,72.250,
2012-02,72.968,
2012-03,68.482,
2012-04,62.616,
2012-05,73.517,
2012-06,70.434,
2012-07,75.399,
2012-08,73.737,
2012-09,68.929,
2012-10,80.513,
2012-11,79.882,
2012-12,83.636,
2013-01,62.780,
2013-02,71.734,
2013-03,74.401,
2013-04,70.605,
2013-05,70.152,
2013-06,68.590,
2013-07,76.227,
2013-08,68.983,
2013-09,60.974,
2013-10,72.989,
2013-11,69.641,
2013-12,59.196,
2014-01,74.371,
2014-02,79.194,
2014-03,65.545,
2014-04,69.651,
2014-05,71.479,
2014-06,83.470,
2014-07,101.234,
2014-08,99.771,
2014-09,93.236,
2014-10,117.516,
2014-11,135.724,
2014-12,133.504,
