"",BBK01.OUU048,BBK01.OUU048_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / Total / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:33:55,
1999-01,89.913,
1999-02,90.297,
1999-03,90.639,
1999-04,90.605,
1999-05,90.573,
1999-06,90.571,
1999-07,90.332,
1999-08,90.359,
1999-09,90.455,
1999-10,90.406,
1999-11,90.632,
1999-12,93.442,
2000-01,93.342,
2000-02,93.435,
2000-03,93.482,
2000-04,93.182,
2000-05,92.884,
2000-06,92.533,
2000-07,92.039,
2000-08,91.829,
2000-09,91.743,
2000-10,91.412,
2000-11,91.355,
2000-12,94.136,
2001-01,93.835,
2001-02,93.836,
2001-03,93.831,
2001-04,93.543,
2001-05,93.327,
2001-06,93.191,
2001-07,92.574,
2001-08,92.509,
2001-09,92.583,
2001-10,92.361,
2001-11,92.619,
2001-12,95.632,
2002-01,95.726,
2002-02,95.967,
2002-03,96.435,
2002-04,96.522,
2002-05,96.506,
2002-06,96.560,
2002-07,96.288,
2002-08,96.331,
2002-09,96.542,
2002-10,96.568,
2002-11,96.931,
2002-12,100.038,
2003-01,100.294,
2003-02,100.705,
2003-03,101.336,
2003-04,101.619,
2003-05,101.724,
2003-06,101.960,
2003-07,102.019,
2003-08,102.266,
2003-09,102.636,
2003-10,102.630,
2003-11,103.006,
2003-12,106.281,
2004-01,106.623,
2004-02,106.989,
2004-03,107.987,
2004-04,108.234,
2004-05,108.441,
2004-06,108.633,
2004-07,108.523,
2004-08,108.819,
2004-09,109.131,
2004-10,109.265,
2004-11,109.767,
2004-12,113.201,
2005-01,113.647,
2005-02,114.153,
2005-03,115.097,
2005-04,115.516,
2005-05,115.782,
2005-06,115.959,
2005-07,115.847,
2005-08,116.144,
2005-09,116.482,
2005-10,116.618,
2005-11,117.011,
2005-12,120.227,
2006-01,120.615,
2006-02,120.916,
2006-03,121.642,
2006-04,121.850,
2006-05,121.850,
2006-06,121.820,
2006-07,121.541,
2006-08,121.529,
2006-09,121.593,
2006-10,121.447,
2006-11,121.429,
2006-12,124.078,
2007-01,124.138,
2007-02,124.039,
2007-03,124.327,
2007-04,124.065,
2007-05,123.763,
2007-06,123.501,
2007-07,122.873,
2007-08,122.539,
2007-09,122.393,
2007-10,121.918,
2007-11,121.645,
2007-12,124.121,
2008-01,123.907,
2008-02,123.646,
2008-03,123.790,
2008-04,123.310,
2008-05,122.817,
2008-06,122.344,
2008-07,121.318,
2008-08,120.702,
2008-09,120.171,
2008-10,119.239,
2008-11,118.578,
2008-12,120.570,
2009-01,120.313,
2009-02,120.204,
2009-03,120.268,
2009-04,120.049,
2009-05,119.996,
2009-06,120.034,
2009-07,119.859,
2009-08,120.046,
2009-09,120.361,
2009-10,120.589,
2009-11,121.071,
2009-12,124.008,
2010-01,124.540,
2010-02,125.081,
2010-03,125.852,
2010-04,126.135,
2010-05,126.488,
2010-06,126.818,
2010-07,126.943,
2010-08,127.319,
2010-09,127.774,
2010-10,128.011,
2010-11,128.412,
2010-12,131.106,
2011-01,131.637,
2011-02,131.966,
2011-03,132.375,
2011-04,132.403,
2011-05,132.521,
2011-06,132.759,
2011-07,132.786,
2011-08,132.970,
2011-09,133.368,
2011-10,133.471,
2011-11,133.738,
2011-12,136.482,
2012-01,136.864,
2012-02,137.191,
2012-03,137.581,
2012-04,137.616,
2012-05,137.998,
2012-06,138.329,
2012-07,138.451,
2012-08,138.632,
2012-09,138.962,
2012-10,139.186,
2012-11,138.941,
2012-12,141.436,
2013-01,142.145,
2013-02,142.868,
2013-03,143.460,
2013-04,143.771,
2013-05,144.292,
2013-06,144.655,
2013-07,144.390,
2013-08,144.584,
2013-09,145.015,
2013-10,145.169,
2013-11,145.590,
2013-12,148.014,
2014-01,148.781,
2014-02,149.511,
2014-03,149.966,
2014-04,150.051,
2014-05,150.587,
2014-06,150.904,
2014-07,150.969,
2014-08,151.463,
2014-09,152.056,
2014-10,152.353,
2014-11,152.809,
2014-12,118.850,Provisional value
