"",BBK01.WX0066,BBK01.WX0066_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 44.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:19,
2008-12,5.27,
2009-01,5.27,
2009-02,5.27,
2009-03,5.28,
2009-04,5.28,
2009-05,5.28,
2009-06,5.27,
2009-07,5.26,
2009-08,5.26,
2009-09,5.25,
2009-10,5.24,Corrected value
2009-11,5.22,
2009-12,5.21,
2010-01,5.20,
2010-02,5.19,
2010-03,5.18,
2010-04,5.16,
2010-05,5.15,
2010-06,5.13,
2010-07,5.12,
2010-08,5.09,
2010-09,5.07,
2010-10,5.04,
2010-11,5.03,
2010-12,5.01,
2011-01,5.00,
2011-02,4.98,
2011-03,4.97,
2011-04,4.96,
2011-05,4.94,
2011-06,4.94,
2011-07,4.93,
2011-08,4.92,
2011-09,4.92,
2011-10,4.91,
2011-11,4.91,
2011-12,4.90,
2012-01,4.89,
2012-02,4.88,
2012-03,4.87,
2012-04,4.86,
2012-05,4.84,
2012-06,4.83,
2012-07,4.82,
2012-08,4.81,
2012-09,4.80,
2012-10,4.79,
2012-11,4.78,
2012-12,4.78,
2013-01,4.77,
2013-02,4.76,
2013-03,4.75,
2013-04,4.73,
2013-05,4.71,
2013-06,4.70,
2013-07,4.68,
2013-08,4.67,
2013-09,4.67,
2013-10,4.66,
2013-11,4.65,
2013-12,4.65,
2014-01,4.64,
2014-02,4.63,
2014-03,4.61,
2014-04,4.60,
2014-05,4.58,
2014-06,4.56,
2014-07,4.53,
2014-08,4.50,
2014-09,4.47,
2014-10,4.44,
2014-11,4.40,
2014-12,4.37,
2015-01,4.32,
