"",BBK01.PQ0061,BBK01.PQ0061_FLAGS
"",Mortgage loans to domestic enterprises and resident individuals / Total / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:18,
1968-10,0.022,
1969-01,0.031,
1969-04,0.042,
1969-07,0.067,
1969-10,0.095,
1970-01,0.108,
1970-04,0.122,
1970-07,0.134,
1970-10,0.145,
1971-01,0.150,
1971-04,0.164,
1971-07,0.188,
1971-10,0.282,
1972-01,0.302,
1972-04,0.326,
1972-07,0.358,
1972-10,0.398,
1973-01,0.422,
1973-04,0.455,
1973-07,0.477,
1973-10,0.486,
1974-01,0.491,
1974-04,0.508,
1974-07,0.528,
1974-10,0.544,
1975-01,0.529,
1975-04,0.559,
1975-07,0.599,
1975-10,0.652,
1976-01,0.666,
1976-04,0.714,
1976-07,0.755,
1976-10,0.876,
1977-01,0.952,
1977-04,1.056,
1977-07,1.078,
1977-10,1.241,
1978-01,1.333,
1978-04,1.350,
1978-07,1.442,
1978-10,1.529,
1979-01,1.722,
1979-04,1.863,
1979-07,2.080,
1979-10,2.295,
1980-01,2.215,
1980-04,2.181,
1980-07,2.130,
1980-10,2.992,
1981-01,3.040,
1981-04,3.027,
1981-07,2.932,
1981-10,2.870,
1982-01,2.692,
1982-04,2.553,
1982-07,2.459,
1982-10,2.383,
1983-01,2.291,
1983-04,2.442,
1983-07,2.522,
1983-10,2.683,
1984-01,2.709,
1984-04,2.754,
1984-07,2.900,
1984-10,3.075,
1985-01,3.177,
1985-04,3.256,
1985-07,3.405,
1985-10,3.675,
1986-01,3.784,
1986-04,3.940,
1986-07,4.214,
1986-10,4.580,
1987-01,4.808,
1987-04,5.039,
1987-07,5.312,
1987-10,5.531,
1988-01,5.678,
1988-04,6.094,
1988-07,6.190,
1988-10,6.429,
1989-01,6.538,
1989-04,6.625,
1989-07,6.714,
1989-10,6.895,
1990-01,6.961,
1990-04,7.001,
1990-07,6.964,
1990-10,7.085,
1991-01,-,Nothing exists
1991-04,-,Nothing exists
1991-07,-,Nothing exists
1991-10,-,Nothing exists
1992-01,-,Nothing exists
1992-04,-,Nothing exists
1992-07,-,Nothing exists
1992-10,-,Nothing exists
1993-01,-,Nothing exists
1993-04,-,Nothing exists
1993-07,-,Nothing exists
1993-10,-,Nothing exists
1994-01,-,Nothing exists
1994-04,-,Nothing exists
1994-07,-,Nothing exists
1994-10,-,Nothing exists
1995-01,-,Nothing exists
1995-04,-,Nothing exists
1995-07,-,Nothing exists
1995-10,-,Nothing exists
1996-01,-,Nothing exists
1996-04,-,Nothing exists
1996-07,-,Nothing exists
1996-10,-,Nothing exists
1997-01,-,Nothing exists
1997-04,-,Nothing exists
1997-07,-,Nothing exists
1997-10,-,Nothing exists
1998-01,-,Nothing exists
1998-04,-,Nothing exists
1998-07,-,Nothing exists
1998-10,-,Nothing exists
1999-01,156.365,
1999-04,161.066,
1999-07,155.934,
1999-10,161.658,
2000-01,163.121,
2000-04,169.148,
2000-07,170.595,
2000-10,169.835,
2001-01,170.401,
2001-04,170.548,
2001-07,171.082,
2001-10,170.346,
2002-01,170.480,
2002-04,169.768,
2002-07,168.638,
2002-10,167.262,
2003-01,165.903,
2003-04,164.037,
2003-07,161.762,
2003-10,158.335,
2004-01,156.174,
2004-04,154.313,
2004-07,152.370,
2004-10,167.561,
2005-01,166.335,
2005-04,164.684,
2005-07,163.947,
2005-10,161.612,
2006-01,159.935,
2006-04,157.830,
2006-07,156.699,
2006-10,153.349,
2007-01,153.818,
2007-04,150.125,
2007-07,147.990,
2007-10,144.760,
2008-01,142.173,
2008-04,141.350,
2008-07,140.532,
2008-10,137.060,
2009-01,133.865,
2009-04,132.029,
2009-07,129.329,
2009-10,131.707,
2010-01,130.182,
2010-04,128.491,
2010-07,126.727,
2010-10,124.944,
2011-01,123.488,
2011-04,121.116,
2011-07,119.347,
2011-10,117.829,
2012-01,115.980,
2012-04,118.102,
2012-07,116.549,
2012-10,114.318,
2013-01,113.003,
2013-04,111.486,
2013-07,109.734,
2013-10,108.285,
2014-01,107.547,
2014-04,106.305,
2014-07,105.682,
2014-10,138.790,
