"",BBK01.PC3791,BBK01.PC3791_FLAGS
"",Lending to manufacture of rubber and plastic products / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:29:47,
1985-10,0.183,
1986-01,0.213,
1986-04,0.270,
1986-07,0.258,
1986-10,0.200,
1987-01,0.217,
1987-04,0.231,
1987-07,0.274,
1987-10,0.284,
1988-01,0.258,
1988-04,0.288,
1988-07,0.225,
1988-10,0.201,
1989-01,0.250,
1989-04,0.295,
1989-07,0.312,
1989-10,0.264,
1990-01,0.343,
1990-04,0.424,
1990-07,0.445,
1990-10,0.351,
1991-01,0.447,
1991-04,0.549,
1991-07,0.480,
1991-10,0.380,
1992-01,0.380,
1992-04,0.405,
1992-07,0.306,
1992-10,0.423,
1993-01,0.455,
1993-04,0.404,
1993-07,0.378,
1993-10,0.307,
1994-01,0.332,
1994-04,0.307,
1994-07,0.328,
1994-10,0.259,
1995-01,0.296,
1995-04,0.335,
1995-07,0.312,
1995-10,0.317,
1996-01,0.321,
1996-04,0.309,
1996-07,0.330,
1996-10,0.335,
1997-01,0.381,
1997-04,0.324,
1997-07,0.282,
1997-10,0.242,
1998-01,0.273,
1998-04,0.262,
1998-07,0.277,
1998-10,0.438,
1999-01,0.422,
1999-04,0.371,
1999-07,0.400,
1999-10,0.268,
2000-01,0.235,
2000-04,0.306,
2000-07,0.339,
2000-10,0.279,
2001-01,0.384,
2001-04,0.511,
2001-07,0.543,
2001-10,0.531,
2002-01,0.425,
2002-04,0.516,
2002-07,0.448,
2002-10,0.367,
2003-01,0.364,
2003-04,0.402,
2003-07,0.415,
2003-10,0.409,
2004-01,0.443,
2004-04,0.437,
2004-07,0.466,
2004-10,0.616,
2005-01,0.591,
2005-04,0.563,
2005-07,0.634,
2005-10,0.950,
2006-01,1.068,
2006-04,0.862,
2006-07,0.870,
2006-10,0.907,
2007-01,0.947,
2007-04,0.932,
2007-07,0.944,
2007-10,2.902,
2008-01,2.811,
2008-04,3.290,
2008-07,3.141,
2008-10,2.825,
2009-01,3.394,
2009-04,2.917,
2009-07,2.818,
2009-10,2.557,
2010-01,2.710,
2010-04,2.512,
2010-07,2.176,
2010-10,1.467,
2011-01,1.548,
2011-04,1.769,
2011-07,1.545,
2011-10,1.325,
2012-01,1.340,
2012-04,1.353,
2012-07,1.098,
2012-10,1.085,
2013-01,0.965,
2013-04,0.949,
2013-07,0.816,
2013-10,0.786,
2014-01,0.810,
2014-04,0.776,
2014-07,0.927,
2014-10,0.726,
