"",BBK01.EU8138,BBK01.EU8138_FLAGS
"",External position of the Bundesbank since the beginning of EMU / Other claims on residents outside the euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:32,
1998-12,139.823,comment
1999-01,4505.761,
1999-02,3729.907,
1999-03,20588.296,
1999-04,18671.840,
1999-05,13505.260,
1999-06,25786.084,
1999-07,34256.073,
1999-08,18006.316,
1999-09,21924.093,
1999-10,15328.438,
1999-11,4406.177,
1999-12,9161.920,
2000-01,2742.670,
2000-02,5989.308,
2000-03,10536.886,
2000-04,8346.224,
2000-05,17563.390,
2000-06,4550.508,
2000-07,14114.132,
2000-08,11465.764,
2000-09,5616.226,
2000-10,1764.631,
2000-11,312.639,
2000-12,312.639,
2001-01,312.639,
2001-02,312.184,
2001-03,312.184,
2001-04,312.184,
2001-05,312.184,
2001-06,312.184,
2001-07,312.184,
2001-08,312.184,
2001-09,312.184,
2001-10,312.184,
2001-11,312.184,
2001-12,312.184,
2002-01,312.184,
2002-02,312.184,
2002-03,312.184,
2002-04,312.184,
2002-05,312.184,
2002-06,312.184,
2002-07,312.184,
2002-08,312.184,
2002-09,312.184,
2002-10,312.184,
2002-11,312.184,
2002-12,312.184,
2003-01,312.184,
2003-02,312.184,
2003-03,312.184,
2003-04,312.184,
2003-05,312.184,
2003-06,312.184,
2003-07,312.184,
2003-08,312.184,
2003-09,312.184,
2003-10,312.184,
2003-11,312.184,
2003-12,312.184,
2004-01,312.184,
2004-02,312.184,
2004-03,312.184,
2004-04,312.184,
2004-05,312.184,
2004-06,312.184,
2004-07,312.184,
2004-08,312.184,
2004-09,312.184,
2004-10,312.184,
2004-11,312.184,
2004-12,312.184,
2005-01,312.184,
2005-02,312.184,
2005-03,312.184,
2005-04,312.184,
2005-05,349.686,
2005-06,349.686,
2005-07,349.686,
2005-08,349.686,
2005-09,349.686,
2005-10,349.686,
2005-11,349.686,
2005-12,349.686,
2006-01,349.686,
2006-02,349.686,
2006-03,349.686,
2006-04,349.686,
2006-05,349.686,
2006-06,349.686,
2006-07,349.686,
2006-08,349.686,
2006-09,349.686,
2006-10,349.686,
2006-11,349.686,
2006-12,349.686,
2007-01,349.686,
2007-02,349.686,
2007-03,349.686,
2007-04,349.686,
2007-05,349.686,
2007-06,349.686,
2007-07,349.686,
2007-08,349.686,
2007-09,349.686,
2007-10,349.686,
2007-11,349.686,
2007-12,349.686,
2008-01,349.686,
2008-02,349.686,
2008-03,349.686,
2008-04,349.686,
2008-05,349.686,
2008-06,349.686,
2008-07,349.686,
2008-08,349.686,
2008-09,349.686,
2008-10,349.686,
2008-11,349.686,
2008-12,349.686,
2009-01,349.686,
2009-02,349.686,
2009-03,349.686,
2009-04,349.686,
2009-05,349.686,
2009-06,349.686,
2009-07,349.686,
2009-08,349.686,
2009-09,349.686,
2009-10,349.686,
2009-11,349.686,
2009-12,349.686,
2010-01,349.686,
2010-02,49.686,
2010-03,49.686,
2010-04,49.686,
2010-05,49.686,
2010-06,49.686,
2010-07,49.686,
2010-08,49.686,
2010-09,49.686,
2010-10,49.686,
2010-11,49.686,
2010-12,49.686,
2011-01,49.686,
2011-02,49.686,
2011-03,49.686,
2011-04,49.686,
2011-05,49.686,
2011-06,49.686,
2011-07,49.686,
2011-08,49.686,
2011-09,49.686,
2011-10,49.686,
2011-11,49.686,
2011-12,49.686,
2012-01,49.686,
2012-02,49.686,
2012-03,49.686,
2012-04,49.686,
2012-05,49.686,
2012-06,49.686,
2012-07,49.686,
2012-08,49.686,
2012-09,49.686,
2012-10,49.686,
2012-11,49.686,
2012-12,49.686,
2013-01,49.686,
2013-02,49.686,
2013-03,49.686,
2013-04,49.686,
2013-05,49.686,
2013-06,49.686,
2013-07,49.686,
2013-08,49.686,
2013-09,49.686,
2013-10,49.686,
2013-11,49.686,
2013-12,49.686,
2014-01,49.686,
2014-02,49.686,
2014-03,49.686,
2014-04,49.686,
2014-05,49.686,
2014-06,49.686,
2014-07,49.686,
2014-08,49.686,
2014-09,49.686,
2014-10,49.686,
2014-11,49.686,
2014-12,49.686,
2015-01,49.686,
"",Comment on 1998-12: The Bundesbank's opening balance sheet in euro as at,
