"",BBK01.PQD353,BBK01.PQD353_FLAGS
"",Lending to domestic enterprises and resident individuals / Long-term / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:08,
1958-10,1.801,
1959-01,-,Nothing exists
1959-04,1.929,
1959-07,-,Nothing exists
1959-10,2.122,
1960-01,-,Nothing exists
1960-04,2.231,
1960-07,-,Nothing exists
1960-10,2.336,
1961-01,-,Nothing exists
1961-04,2.459,
1961-07,-,Nothing exists
1961-10,2.664,
1962-01,-,Nothing exists
1962-04,2.822,
1962-07,-,Nothing exists
1962-10,3.040,
1963-01,-,Nothing exists
1963-04,3.168,
1963-07,-,Nothing exists
1963-10,3.484,
1964-01,-,Nothing exists
1964-04,3.662,
1964-07,-,Nothing exists
1964-10,3.974,
1965-01,4.114,
1965-04,4.183,
1965-07,4.271,
1965-10,4.197,
1966-01,4.217,
1966-04,4.237,
1966-07,4.324,
1966-10,4.373,
1967-01,4.487,
1967-04,4.489,
1967-07,4.663,
1967-10,4.779,
1968-01,4.985,
1968-04,5.055,
1968-07,5.289,
1968-10,5.965,
1969-01,6.087,
1969-04,6.433,
1969-07,6.610,
1969-10,7.083,
1970-01,7.178,
1970-04,7.408,
1970-07,7.736,
1970-10,8.156,
1971-01,8.275,
1971-04,8.612,
1971-07,8.995,
1971-10,9.618,
1972-01,10.064,
1972-04,10.480,
1972-07,10.963,
1972-10,11.739,
1973-01,12.207,
1973-04,12.620,
1973-07,12.878,
1973-10,13.269,
1974-01,13.562,
1974-04,13.744,
1974-07,14.094,
1974-10,14.376,
1975-01,14.633,
1975-04,14.944,
1975-07,15.434,
1975-10,16.335,
1976-01,16.784,
1976-04,17.187,
1976-07,18.085,
1976-10,18.512,
1977-01,18.870,
1977-04,19.236,
1977-07,20.093,
1977-10,21.725,
1978-01,22.270,
1978-04,22.799,
1978-07,23.743,
1978-10,24.797,
1979-01,25.644,
1979-04,26.703,
1979-07,27.577,
1979-10,27.905,
1980-01,28.185,
1980-04,28.708,
1980-07,28.924,
1980-10,29.940,
1981-01,30.218,
1981-04,30.659,
1981-07,30.551,
1981-10,30.866,
1982-01,30.844,
1982-04,31.256,
1982-07,31.780,
1982-10,32.856,
1983-01,33.306,
1983-04,34.043,
1983-07,34.618,
1983-10,35.577,
1984-01,35.742,
1984-04,36.184,
1984-07,36.688,
1984-10,37.987,
1985-01,38.537,
1985-04,39.425,
1985-07,40.219,
1985-10,42.300,
1986-01,42.708,
1986-04,43.912,
1986-07,45.399,
1986-10,53.091,
1987-01,53.652,
1987-04,54.813,
1987-07,56.572,
1987-10,58.222,
1988-01,58.957,
1988-04,59.075,
1988-07,60.640,
1988-10,62.656,
1989-01,64.017,
1989-04,65.445,
1989-07,67.012,
1989-10,69.940,
1990-01,71.504,
1990-04,112.850,
1990-07,113.254,
1990-10,116.154,
1991-01,118.639,
1991-04,121.006,
1991-07,123.267,
1991-10,123.867,
1992-01,127.957,
1992-04,132.931,
1992-07,133.108,
1992-10,134.281,
1993-01,108.059,
1993-04,112.254,
1993-07,117.456,
1993-10,125.843,
1994-01,129.616,
1994-04,134.563,
1994-07,141.671,
1994-10,146.705,
1995-01,147.871,
1995-04,155.396,
1995-07,157.200,
1995-10,163.317,
1996-01,167.483,
1996-04,170.473,
1996-07,173.922,
1996-10,182.900,
1997-01,186.271,
1997-04,189.126,
1997-07,192.696,
1997-10,196.424,
1998-01,197.431,
1998-04,199.911,
1998-07,202.315,
1998-10,207.463,
1999-01,77.385,
1999-04,77.837,
1999-07,113.323,
1999-10,116.334,
2000-01,115.892,
2000-04,131.084,
2000-07,133.274,
2000-10,135.770,
2001-01,137.073,
2001-04,138.909,
2001-07,140.298,
2001-10,143.301,
2002-01,144.272,
2002-04,147.156,
2002-07,149.434,
2002-10,151.660,
2003-01,152.931,
2003-04,154.636,
2003-07,154.608,
2003-10,156.421,
2004-01,158.309,
2004-04,161.234,
2004-07,165.939,
2004-10,134.863,
2005-01,136.220,
2005-04,139.616,
2005-07,133.211,
2005-10,142.727,
2006-01,146.826,
2006-04,150.556,
2006-07,153.521,
2006-10,159.729,
2007-01,163.958,
2007-04,167.040,
2007-07,170.355,
2007-10,179.284,
2008-01,182.344,
2008-04,187.005,
2008-07,189.289,
2008-10,192.710,
2009-01,194.249,
2009-04,199.539,
2009-07,202.828,
2009-10,205.008,
2010-01,205.383,
2010-04,206.512,
2010-07,209.409,
2010-10,212.527,
2011-01,214.099,
2011-04,216.639,
2011-07,220.159,
2011-10,223.004,
2012-01,224.838,
2012-04,227.648,
2012-07,230.333,
2012-10,233.524,
2013-01,234.762,
2013-04,235.963,
2013-07,238.445,
2013-10,240.497,
2014-01,241.663,
2014-04,244.785,
2014-07,246.992,
2014-10,248.636,
