"",BBK01.SUD207,BBK01.SUD207_FLAGS
"","New business (volumes) of German banks / Non-financial corporations' deposits, overnight",
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:48,
2003-01,114861,
2003-02,115231,
2003-03,112327,
2003-04,115850,
2003-05,118034,
2003-06,121685,
2003-07,120786,
2003-08,118994,
2003-09,124565,
2003-10,127129,
2003-11,129086,
2003-12,138713,
2004-01,136443,
2004-02,128210,
2004-03,130095,
2004-04,134285,
2004-05,131703,
2004-06,134255,
2004-07,131254,
2004-08,135739,
2004-09,138157,
2004-10,137992,
2004-11,142752,
2004-12,144569,
2005-01,140648,
2005-02,140178,
2005-03,140864,
2005-04,144016,
2005-05,144622,
2005-06,148194,
2005-07,149050,
2005-08,151273,
2005-09,152999,
2005-10,157054,
2005-11,162669,
2005-12,164748,
2006-01,156885,
2006-02,153233,
2006-03,153285,
2006-04,156243,
2006-05,157638,
2006-06,157582,
2006-07,158281,
2006-08,162279,
2006-09,160811,
2006-10,161921,
2006-11,167499,
2006-12,175389,
2007-01,170634,
2007-02,167001,
2007-03,167475,
2007-04,174310,
2007-05,173628,
2007-06,174943,
2007-07,174104,
2007-08,174373,
2007-09,173245,
2007-10,175018,
2007-11,181448,
2007-12,182148,
2008-01,175501,
2008-02,173993,
2008-03,173778,
2008-04,172497,
2008-05,171111,
2008-06,173952,
2008-07,172252,
2008-08,175575,
2008-09,183927,
2008-10,193441,
2008-11,193041,
2008-12,194621,
2009-01,202948,
2009-02,197847,
2009-03,203071,
2009-04,209654,
2009-05,211660,
2009-06,217069,
2009-07,222639,
2009-08,228457,
2009-09,234141,
2009-10,244464,
2009-11,249011,
2009-12,249139,
2010-01,245835,
2010-02,238889,
2010-03,243829,
2010-04,248053,
2010-05,249328,
2010-06,247745,
2010-07,246466,
2010-08,250809,
2010-09,250770,
2010-10,251184,
2010-11,257369,
2010-12,260801,
2011-01,255910,
2011-02,244336,
2011-03,247548,
2011-04,245883,
2011-05,248625,
2011-06,245634,
2011-07,246433,
2011-08,249188,
2011-09,252851,
2011-10,257807,
2011-11,260684,
2011-12,267881,
2012-01,259477,
2012-02,256443,
2012-03,261558,
2012-04,264667,
2012-05,267293,
2012-06,270503,
2012-07,280460,
2012-08,288016,
2012-09,289877,
2012-10,300920,
2012-11,305458,
2012-12,311043,
2013-01,306757,
2013-02,301494,
2013-03,298710,
2013-04,305231,
2013-05,308618,
2013-06,300393,
2013-07,305708,
2013-08,312892,
2013-09,318355,
2013-10,321180,
2013-11,322015,
2013-12,328291,
2014-01,320229,
2014-02,315847,
2014-03,313232,
2014-04,315372,
2014-05,318469,
2014-06,314270,
2014-07,320536,
2014-08,326545,
2014-09,336903,
2014-10,345504,
2014-11,343396,
2014-12,347561,Provisional value
"",General: New business is collected in the same way as outstanding amounts for the sake of simplicity. This means that all outstanding deposit business at the end of the month has to be incorporated in the calculation of volumes. Data based on monthly balance sheet statistics. p = Provisional,
