"",BBK01.QUF803,BBK01.QUF803_FLAGS
"",Foreign branches: Short-term liabilities to foreign banks / Cyprus / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:46:34,
2004-12,0.190,
2005-01,0.237,
2005-02,0.235,
2005-03,0.168,
2005-04,0.171,
2005-05,0.203,
2005-06,0.184,
2005-07,0.149,
2005-08,0.162,
2005-09,0.155,
2005-10,0.207,
2005-11,0.206,
2005-12,0.183,
2006-01,0.192,
2006-02,0.211,
2006-03,0.207,
2006-04,0.185,
2006-05,0.190,
2006-06,0.225,
2006-07,0.223,
2006-08,0.249,
2006-09,0.161,
2006-10,0.256,
2006-11,0.534,
2006-12,0.366,
2007-01,0.256,
2007-02,0.245,
2007-03,0.230,
2007-04,0.150,
2007-05,0.276,
2007-06,0.179,
2007-07,0.185,
2007-08,0.288,
2007-09,0.221,
2007-10,0.271,
2007-11,0.184,
2007-12,0.171,
2008-01,0.206,
2008-02,0.171,
2008-03,0.135,
2008-04,0.253,
2008-05,0.273,
2008-06,0.382,
2008-07,0.345,
2008-08,0.547,
2008-09,0.310,
2008-10,0.604,
2008-11,0.435,
2008-12,0.743,
2009-01,0.840,
2009-02,0.721,
2009-03,0.706,
2009-04,0.683,
2009-05,0.673,
2009-06,0.669,
2009-07,0.705,
2009-08,0.715,
2009-09,0.411,
2009-10,0.391,
2009-11,0.394,
2009-12,0.407,
2010-01,0.420,
2010-02,0.394,
2010-03,0.393,
2010-04,0.449,
2010-05,0.513,
2010-06,0.752,
2010-07,0.710,
2010-08,0.684,
2010-09,0.539,
2010-10,0.829,
2010-11,0.551,
2010-12,0.301,
2011-01,0.360,
2011-02,0.338,
2011-03,0.213,
2011-04,0.235,
2011-05,0.253,
2011-06,0.128,
2011-07,0.166,
2011-08,0.164,
2011-09,0.148,
2011-10,0.174,
2011-11,0.146,
2011-12,0.213,
2012-01,0.223,
2012-02,0.133,
2012-03,0.084,
2012-04,0.051,
2012-05,0.039,
2012-06,0.078,
2012-07,0.078,
2012-08,0.089,
2012-09,0.082,
2012-10,0.109,
2012-11,0.150,
2012-12,0.143,
2013-01,0.104,
2013-02,0.120,
2013-03,0.221,
2013-04,0.196,
2013-05,0.157,
2013-06,0.137,
2013-07,0.159,
2013-08,0.128,
2013-09,0.095,
2013-10,0.094,
2013-11,0.077,
2013-12,1.684,
2014-01,7.670,
2014-02,7.258,
2014-03,6.853,
2014-04,5.864,
2014-05,4.638,
2014-06,2.139,
2014-07,0.240,
2014-08,4.115,
2014-09,2.938,
2014-10,1.162,
2014-11,0.088,
