"",BBK01.DU7835,BBK01.DU7835_FLAGS
"","Pay rates, production sector (incl. construction) all items excluding one-off payments, on an hourly basis, Germany",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-11 13:06:13,
1991-01,44.9,
1991-02,45.0,
1991-03,45.0,
1991-04,46.8,
1991-05,47.0,
1991-06,48.1,
1991-07,70.3,
1991-08,48.8,
1991-09,48.8,
1991-10,49.0,
1991-11,78.7,
1991-12,49.3,
1992-01,49.8,
1992-02,49.9,
1992-03,49.9,
1992-04,54.3,
1992-05,54.5,
1992-06,54.6,
1992-07,80.3,
1992-08,55.1,
1992-09,55.2,
1992-10,55.4,
1992-11,92.5,
1992-12,55.5,
1993-01,55.9,
1993-02,56.1,
1993-03,56.2,
1993-04,58.2,
1993-05,58.3,
1993-06,59.4,
1993-07,87.7,
1993-08,59.5,
1993-09,59.6,
1993-10,59.7,
1993-11,101.2,
1993-12,59.9,
1994-01,60.2,
1994-02,60.3,
1994-03,60.2,
1994-04,60.7,
1994-05,60.8,
1994-06,61.3,
1994-07,88.9,
1994-08,61.9,
1994-09,62.1,
1994-10,62.1,
1994-11,102.5,
1994-12,62.2,
1995-01,62.4,
1995-02,62.5,
1995-03,63.0,
1995-04,63.7,
1995-05,64.6,
1995-06,64.8,
1995-07,95.1,
1995-08,65.0,
1995-09,65.1,
1995-10,65.9,
1995-11,111.3,
1995-12,66.8,
1996-01,66.9,
1996-02,66.9,
1996-03,67.0,
1996-04,67.2,
1996-05,67.4,
1996-06,67.4,
1996-07,99.8,
1996-08,67.7,
1996-09,67.8,
1996-10,68.2,
1996-11,113.8,
1996-12,68.2,
1997-01,68.3,
1997-02,68.4,
1997-03,68.4,
1997-04,68.9,
1997-05,68.9,
1997-06,69.0,
1997-07,101.9,
1997-08,69.0,
1997-09,69.0,
1997-10,69.2,
1997-11,113.5,
1997-12,69.2,
1998-01,69.3,
1998-02,69.3,
1998-03,69.4,
1998-04,70.4,
1998-05,70.4,
1998-06,70.5,
1998-07,104.2,
1998-08,70.6,
1998-09,70.6,
1998-10,70.7,
1998-11,116.1,
1998-12,70.7,
1999-01,70.9,
1999-02,70.9,
1999-03,71.7,
1999-04,72.1,
1999-05,72.2,
1999-06,72.5,
1999-07,106.9,
1999-08,72.7,
1999-09,72.8,
1999-10,72.8,
1999-11,117.8,
1999-12,72.8,
2000-01,72.9,
2000-02,72.9,
2000-03,72.9,
2000-04,73.1,
2000-05,74.5,
2000-06,74.0,
2000-07,109.5,
2000-08,74.3,
2000-09,74.4,
2000-10,74.4,
2000-11,120.7,
2000-12,74.5,
2001-01,74.6,
2001-02,74.6,
2001-03,74.7,
2001-04,74.8,
2001-05,76.2,
2001-06,75.6,
2001-07,112.1,
2001-08,75.8,
2001-09,75.9,
2001-10,75.9,
2001-11,123.6,
2001-12,76.0,
2002-01,76.0,
2002-02,76.1,
2002-03,76.0,
2002-04,76.2,
2002-05,77.4,
2002-06,77.8,
2002-07,114.8,
2002-08,77.6,
2002-09,78.0,
2002-10,78.1,
2002-11,127.4,
2002-12,78.2,
2003-01,78.3,
2003-02,78.3,
2003-03,78.4,
2003-04,78.5,
2003-05,79.6,
2003-06,80.1,
2003-07,118.2,
2003-08,79.8,
2003-09,79.8,
2003-10,79.8,
2003-11,130.3,
2003-12,79.9,
2004-01,80.0,
2004-02,80.1,
2004-03,80.6,
2004-04,80.5,
2004-05,81.3,
2004-06,80.7,
2004-07,120.1,
2004-08,80.8,
2004-09,80.8,
2004-10,80.8,
2004-11,132.0,
2004-12,80.9,
2005-01,80.9,
2005-02,80.9,
2005-03,81.6,
2005-04,81.6,
2005-05,81.6,
2005-06,81.8,
2005-07,121.6,
2005-08,81.9,
2005-09,81.9,
2005-10,82.0,
2005-11,133.8,
2005-12,82.0,
2006-01,81.8,
2006-02,81.8,
2006-03,81.8,
2006-04,82.0,
2006-05,82.7,
2006-06,83.1,
2006-07,123.5,
2006-08,83.1,
2006-09,83.1,
2006-10,83.1,
2006-11,135.7,
2006-12,84.5,
2007-01,83.1,
2007-02,83.3,
2007-03,83.4,
2007-04,83.6,
2007-05,84.5,
2007-06,85.4,
2007-07,127.3,
2007-08,85.7,
2007-09,85.8,
2007-10,85.8,
2007-11,140.1,
2007-12,87.1,
2008-01,85.9,
2008-02,85.9,
2008-03,86.2,
2008-04,86.6,
2008-05,88.2,
2008-06,87.5,
2008-07,129.4,
2008-08,87.8,
2008-09,88.0,
2008-10,88.0,
2008-11,143.8,
2008-12,89.3,
2009-01,88.0,
2009-02,88.8,
2009-03,88.9,
2009-04,89.1,
2009-05,91.7,
2009-06,90.3,
2009-07,133.2,
2009-08,90.7,
2009-09,90.7,
2009-10,90.7,
2009-11,148.2,
2009-12,92.0,
2010-01,91.0,
2010-02,91.0,
2010-03,91.0,
2010-04,91.4,
2010-05,92.1,
2010-06,92.1,
2010-07,134.2,
2010-08,91.5,
2010-09,91.5,
2010-10,91.6,
2010-11,149.6,
2010-12,93.0,
2011-01,91.8,
2011-02,91.9,
2011-03,91.8,
2011-04,93.0,
2011-05,95.4,
2011-06,93.7,
2011-07,137.7,
2011-08,93.9,
2011-09,93.9,
2011-10,94.1,
2011-11,153.3,
2011-12,95.6,
2012-01,94.5,
2012-02,94.5,
2012-03,94.5,
2012-04,94.6,
2012-05,100.5,
2012-06,96.6,
2012-07,141.8,
2012-08,97.3,
2012-09,97.5,
2012-10,97.5,
2012-11,158.7,
2012-12,98.9,
2013-01,97.6,
2013-02,97.6,
2013-03,97.8,
2013-04,97.8,
2013-05,102.4,
2013-06,98.5,
2013-07,146.0,
2013-08,100.4,
2013-09,100.3,
2013-10,100.3,
2013-11,163.2,
2013-12,102.0,
2014-01,100.5,
2014-02,100.7,
2014-03,101.0,
2014-04,101.1,
2014-05,105.4,
2014-06,102.7,
2014-07,149.5,
2014-08,102.9,
2014-09,103.0,
2014-10,103.1,
2014-11,167.7,
2014-12,104.4,
