"",BBK01.OUA236,BBK01.OUA236_FLAGS
"",Time deposits from domestic employees / up to 2 years included / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:31:45,
1999-01,1.202,
1999-02,1.214,
1999-03,1.192,
1999-04,1.179,
1999-05,1.153,
1999-06,1.248,
1999-07,1.279,
1999-08,1.290,
1999-09,1.311,
1999-10,1.375,
1999-11,1.422,
1999-12,1.494,
2000-01,1.571,
2000-02,1.661,
2000-03,1.719,
2000-04,1.995,
2000-05,2.052,
2000-06,1.904,
2000-07,2.064,
2000-08,2.134,
2000-09,2.238,
2000-10,2.625,
2000-11,3.027,
2000-12,3.279,
2001-01,3.506,
2001-02,3.598,
2001-03,3.682,
2001-04,3.745,
2001-05,3.794,
2001-06,3.855,
2001-07,3.899,
2001-08,3.988,
2001-09,4.035,
2001-10,4.150,
2001-11,4.237,
2001-12,4.218,
2002-01,4.168,
2002-02,4.080,
2002-03,3.997,
2002-04,3.985,
2002-05,4.021,
2002-06,4.027,
2002-07,4.100,
2002-08,4.138,
2002-09,4.132,
2002-10,4.192,
2002-11,4.240,
2002-12,4.281,
2003-01,4.220,
2003-02,4.206,
2003-03,4.248,
2003-04,4.224,
2003-05,4.239,
2003-06,4.228,
2003-07,4.183,
2003-08,4.154,
2003-09,4.118,
2003-10,4.151,
2003-11,4.234,
2003-12,4.242,
2004-01,4.234,
2004-02,4.193,
2004-03,4.085,
2004-04,3.909,
2004-05,3.851,
2004-06,3.730,
2004-07,3.696,
2004-08,3.641,
2004-09,3.592,
2004-10,3.615,
2004-11,3.662,
2004-12,3.697,
2005-01,3.653,
2005-02,3.611,
2005-03,3.345,
2005-04,3.294,
2005-05,3.287,
2005-06,3.229,
2005-07,3.199,
2005-08,3.183,
2005-09,3.161,
2005-10,3.239,
2005-11,3.266,
2005-12,3.306,
2006-01,3.323,
2006-02,3.361,
2006-03,3.393,
2006-04,3.404,
2006-05,3.457,
2006-06,3.561,
2006-07,3.606,
2006-08,3.731,
2006-09,3.853,
2006-10,4.037,
2006-11,4.274,
2006-12,4.422,
2007-01,4.504,
2007-02,4.626,
2007-03,4.872,
2007-04,4.985,
2007-05,5.137,
2007-06,5.343,
2007-07,5.639,
2007-08,5.946,
2007-09,6.212,
2007-10,6.989,
2007-11,7.994,
2007-12,9.358,
2008-01,10.415,
2008-02,10.848,
2008-03,10.905,
2008-04,11.203,
2008-05,11.291,
2008-06,11.523,
2008-07,12.188,
2008-08,12.647,
2008-09,13.131,
2008-10,13.637,
2008-11,14.302,
2008-12,14.553,
2009-01,14.276,
2009-02,14.064,
2009-03,14.164,
2009-04,13.954,
2009-05,13.958,
2009-06,13.994,
2009-07,13.957,
2009-08,13.539,
2009-09,13.362,
2009-10,13.391,
2009-11,13.061,
2009-12,13.117,
2010-01,12.343,
2010-02,12.202,
2010-03,11.825,
2010-04,11.553,
2010-05,11.187,
2010-06,10.971,
2010-07,10.675,
2010-08,10.464,
2010-09,10.482,
2010-10,10.605,
2010-11,10.666,
2010-12,10.638,
2011-01,10.602,
2011-02,10.681,
2011-03,10.576,
2011-04,10.623,
2011-05,10.542,
2011-06,10.606,
2011-07,10.832,
2011-08,11.090,
2011-09,11.345,
2011-10,11.833,
2011-11,12.347,
2011-12,12.870,
2012-01,13.062,
2012-02,13.435,
2012-03,13.586,
2012-04,13.484,
2012-05,13.506,
2012-06,13.546,
2012-07,13.256,
2012-08,13.020,
2012-09,12.663,
2012-10,12.341,
2012-11,12.262,
2012-12,12.140,
2013-01,12.305,
2013-02,11.962,
2013-03,11.712,
2013-04,11.431,
2013-05,11.277,
2013-06,10.735,
2013-07,10.087,
2013-08,9.733,
2013-09,9.737,
2013-10,9.470,
2013-11,9.511,
2013-12,9.515,
2014-01,9.509,
2014-02,9.392,
2014-03,9.216,
2014-04,8.941,
2014-05,8.751,
2014-06,8.831,
2014-07,8.823,
2014-08,8.826,
2014-09,8.840,
2014-10,8.717,
2014-11,8.320,
2014-12,8.048,Provisional value
