"",BBK01.OEAC14N,BBK01.OEAC14N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:51:05,
2002-01,87.756,
2002-04,88.265,
2002-07,88.491,
2002-10,87.966,
2003-01,87.216,
2003-04,86.368,
2003-07,86.149,
2003-10,84.320,
2004-01,83.162,
2004-04,83.109,
2004-07,83.134,
2004-10,82.463,
2005-01,82.814,
2005-04,82.858,
2005-07,82.866,
2005-10,83.402,
2006-01,85.500,
2006-04,86.110,
2006-07,86.269,
2006-10,86.376,
2007-01,86.018,
2007-04,86.158,
2007-07,85.499,
2007-10,85.951,
2008-01,86.080,
2008-04,86.795,
2008-07,87.164,
2008-10,87.230,
2009-01,86.919,
2009-04,88.436,
2009-07,88.850,
2009-10,88.860,
2010-01,88.768,
2010-04,89.563,
2010-07,89.994,
2010-10,89.990,
2011-01,89.999,
2011-04,90.439,
2011-07,90.823,
2011-10,91.829,
2012-01,91.800,
2012-04,82.112,
2012-07,82.408,
2012-10,82.622,
2013-01,82.567,
2013-04,82.857,
2013-07,83.515,
2013-10,83.549,
2014-01,83.682,
2014-04,83.676,
2014-07,83.903,
