"",BBK01.OEAH75V,BBK01.OEAH75V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:32:12,
2002-01,0.041,
2002-04,0.040,
2002-07,0.047,
2002-10,0.079,
2003-01,0.077,
2003-04,0.076,
2003-07,0.077,
2003-10,0.056,
2004-01,0.045,
2004-04,0.041,
2004-07,0.032,
2004-10,0.036,
2005-01,0.025,
2005-04,0.024,
2005-07,0.020,
2005-10,0.018,
2006-01,0.017,
2006-04,0.018,
2006-07,0.016,
2006-10,0.009,
2007-01,0.013,
2007-04,0.017,
2007-07,0.014,
2007-10,0.033,
2008-01,0.064,
2008-04,0.089,
2008-07,0.109,
2008-10,0.092,
2009-01,0.065,
2009-04,0.059,
2009-07,0.071,
2009-10,0.059,
2010-01,0.060,
2010-04,0.053,
2010-07,0.044,
2010-10,0.050,
2011-01,0.166,
2011-04,0.175,
2011-07,0.193,
2011-10,0.189,
2012-01,0.361,
2012-04,0.502,
2012-07,0.499,
2012-10,0.556,
2013-01,0.541,
2013-04,0.611,
2013-07,0.603,
2013-10,0.614,
2014-01,0.615,
2014-04,0.593,
2014-07,0.657,
