"",BBK01.OUP237,BBK01.OUP237_FLAGS
"",Deposits and borrowing from other domestic households / Time deposits / for up to and including 1 year / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:35:02,
1985-12,0.085,
1986-01,0.090,
1986-02,0.089,
1986-03,0.087,
1986-04,0.086,
1986-05,0.093,
1986-06,0.095,
1986-07,0.099,
1986-08,0.101,
1986-09,0.101,
1986-10,0.108,
1986-11,0.101,
1986-12,0.098,
1987-01,0.097,
1987-02,0.114,
1987-03,0.114,
1987-04,0.109,
1987-05,0.096,
1987-06,0.098,
1987-07,0.104,
1987-08,0.099,
1987-09,0.096,
1987-10,0.100,
1987-11,0.101,
1987-12,0.116,
1988-01,0.110,
1988-02,0.101,
1988-03,0.096,
1988-04,0.094,
1988-05,0.092,
1988-06,0.091,
1988-07,0.107,
1988-08,0.129,
1988-09,0.123,
1988-10,0.122,
1988-11,0.117,
1988-12,0.124,
1989-01,0.120,
1989-02,0.120,
1989-03,0.141,
1989-04,0.132,
1989-05,0.133,
1989-06,0.132,
1989-07,0.137,
1989-08,0.148,
1989-09,0.154,
1989-10,0.166,
1989-11,0.177,
1989-12,0.182,
1990-01,0.277,
1990-02,0.277,
1990-03,0.257,
1990-04,0.266,
1990-05,0.271,
1990-06,0.277,
1990-07,0.266,
1990-08,0.269,
1990-09,0.262,
1990-10,0.272,
1990-11,0.279,
1990-12,0.293,
1991-01,0.318,
1991-02,0.290,
1991-03,0.290,
1991-04,0.281,
1991-05,0.284,
1991-06,0.281,
1991-07,0.303,
1991-08,0.306,
1991-09,0.292,
1991-10,0.303,
1991-11,0.304,
1991-12,0.325,
1992-01,0.319,
1992-02,0.324,
1992-03,0.324,
1992-04,0.330,
1992-05,0.331,
1992-06,0.331,
1992-07,0.331,
1992-08,0.332,
1992-09,0.339,
1992-10,0.353,
1992-11,0.330,
1992-12,0.471,
1993-01,0.470,
1993-02,0.428,
1993-03,0.417,
1993-04,0.432,
1993-05,0.431,
1993-06,0.421,
1993-07,0.438,
1993-08,0.443,
1993-09,0.444,
1993-10,0.451,
1993-11,0.484,
1993-12,0.472,
1994-01,0.476,
1994-02,0.466,
1994-03,0.471,
1994-04,0.465,
1994-05,0.450,
1994-06,0.443,
1994-07,0.476,
1994-08,0.463,
1994-09,0.436,
1994-10,0.411,
1994-11,0.384,
1994-12,0.358,
1995-01,0.384,
1995-02,0.351,
1995-03,0.351,
1995-04,0.340,
1995-05,0.328,
1995-06,0.329,
1995-07,0.327,
1995-08,0.323,
1995-09,0.307,
1995-10,0.305,
1995-11,0.284,
1995-12,0.283,
1996-01,0.282,
1996-02,0.277,
1996-03,0.266,
1996-04,0.265,
1996-05,0.261,
1996-06,0.241,
1996-07,0.252,
1996-08,0.258,
1996-09,0.242,
1996-10,0.241,
1996-11,0.235,
1996-12,0.245,
1997-01,0.245,
1997-02,0.219,
1997-03,0.242,
1997-04,0.245,
1997-05,0.245,
1997-06,0.242,
1997-07,0.228,
1997-08,0.234,
1997-09,0.234,
1997-10,0.220,
1997-11,0.231,
1997-12,0.232,
1998-01,0.229,
1998-02,0.236,
1998-03,0.231,
1998-04,0.213,
1998-05,0.208,
1998-06,0.208,
1998-07,0.224,
1998-08,0.231,
1998-09,0.243,
1998-10,0.277,
1998-11,0.297,
1998-12,0.339,
1999-01,0.412,
1999-02,0.460,
1999-03,0.453,
1999-04,0.427,
1999-05,0.350,
1999-06,0.325,
1999-07,0.314,
1999-08,0.305,
1999-09,0.297,
1999-10,0.314,
1999-11,0.336,
1999-12,0.348,
2000-01,0.353,
2000-02,0.347,
2000-03,0.328,
2000-04,0.349,
2000-05,0.359,
2000-06,0.380,
2000-07,0.400,
2000-08,0.420,
2000-09,0.439,
2000-10,0.463,
2000-11,0.497,
2000-12,0.515,
2001-01,0.538,
2001-02,0.558,
2001-03,0.603,
2001-04,0.614,
2001-05,0.622,
2001-06,0.625,
2001-07,0.644,
2001-08,0.654,
2001-09,0.662,
2001-10,0.661,
2001-11,0.637,
2001-12,0.604,
2002-01,0.582,
2002-02,0.542,
2002-03,0.521,
2002-04,0.526,
2002-05,0.482,
2002-06,0.491,
2002-07,0.499,
2002-08,0.498,
2002-09,0.511,
2002-10,0.521,
2002-11,0.513,
2002-12,0.501,
2003-01,0.502,
2003-02,0.489,
2003-03,0.480,
2003-04,0.470,
2003-05,0.457,
2003-06,0.446,
2003-07,0.435,
2003-08,0.421,
2003-09,0.377,
2003-10,0.399,
2003-11,0.418,
2003-12,0.435,
2004-01,0.416,
2004-02,0.424,
2004-03,0.421,
2004-04,0.442,
2004-05,0.458,
2004-06,0.461,
2004-07,0.417,
2004-08,0.406,
2004-09,0.421,
2004-10,0.425,
2004-11,0.419,
2004-12,0.429,
2005-01,0.411,
2005-02,0.415,
2005-03,0.400,
2005-04,0.371,
2005-05,0.350,
2005-06,0.354,
2005-07,0.346,
2005-08,0.358,
2005-09,0.370,
2005-10,0.375,
2005-11,0.378,
2005-12,0.650,
2006-01,0.731,
2006-02,0.847,
2006-03,0.924,
2006-04,0.931,
2006-05,0.976,
2006-06,1.047,
2006-07,1.364,
2006-08,1.638,
2006-09,1.861,
2006-10,2.006,
2006-11,2.180,
2006-12,2.336,
2007-01,2.669,
2007-02,2.649,
2007-03,2.926,
2007-04,3.023,
2007-05,3.122,
2007-06,3.264,
2007-07,3.422,
2007-08,3.679,
2007-09,4.092,
2007-10,4.295,
2007-11,4.459,
2007-12,4.792,
2008-01,5.104,
2008-02,5.334,
2008-03,5.615,
2008-04,6.033,
2008-05,6.322,
2008-06,6.547,
2008-07,6.589,
2008-08,6.837,
2008-09,6.963,
2008-10,7.091,
2008-11,6.938,
2008-12,6.956,
2009-01,6.225,
2009-02,5.771,
2009-03,5.324,
2009-04,5.907,
2009-05,6.239,
2009-06,6.623,
2009-07,7.122,
2009-08,6.901,
2009-09,6.437,
2009-10,6.009,
2009-11,5.920,
2009-12,5.829,
2010-01,5.449,
2010-02,5.554,
2010-03,6.050,
2010-04,6.052,
2010-05,5.909,
2010-06,5.908,
2010-07,5.834,
2010-08,5.737,
2010-09,5.106,
2010-10,4.951,
2010-11,4.879,
2010-12,4.835,
2011-01,4.774,
2011-02,4.799,
2011-03,4.739,
2011-04,5.092,
2011-05,5.217,
2011-06,5.372,
2011-07,5.558,
2011-08,5.733,
2011-09,5.773,
2011-10,5.792,
2011-11,6.042,
2011-12,6.298,
2012-01,6.443,
2012-02,6.518,
2012-03,6.924,
2012-04,7.293,
2012-05,7.659,
2012-06,7.411,
2012-07,7.658,
2012-08,7.769,
2012-09,8.124,
2012-10,7.494,
2012-11,7.334,
2012-12,7.643,
2013-01,7.550,
2013-02,7.780,
2013-03,7.603,
2013-04,7.794,
2013-05,7.944,
2013-06,7.682,
2013-07,7.520,
2013-08,7.280,
2013-09,6.584,
2013-10,6.472,
2013-11,6.506,
2013-12,6.335,
2014-01,6.139,
2014-02,6.033,
2014-03,6.034,
2014-04,6.009,
2014-05,5.988,
2014-06,6.262,
2014-07,6.099,
2014-08,6.006,
2014-09,5.914,
2014-10,5.917,
2014-11,6.110,
2014-12,5.990,Provisional value
