"",BBK01.QUX452,BBK01.QUX452_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Norway / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:23,
2002-03,4.594,
2002-04,4.504,
2002-05,4.757,
2002-06,4.712,
2002-07,6.205,
2002-08,5.340,
2002-09,4.770,
2002-10,5.215,
2002-11,5.765,
2002-12,5.806,
2003-01,8.016,
2003-02,9.286,
2003-03,8.319,
2003-04,9.776,
2003-05,7.605,
2003-06,6.897,
2003-07,8.339,
2003-08,10.100,
2003-09,10.053,
2003-10,10.655,
2003-11,11.576,
2003-12,13.309,
2004-01,12.988,
2004-02,12.008,
2004-03,12.521,
2004-04,11.196,
2004-05,13.787,
2004-06,12.595,
2004-07,12.439,
2004-08,10.834,
2004-09,10.711,
2004-10,10.785,
2004-11,12.495,
2004-12,10.473,
2005-01,16.451,
2005-02,16.552,
2005-03,14.764,
2005-04,13.744,
2005-05,12.047,
2005-06,11.346,
2005-07,12.978,
2005-08,14.187,
2005-09,12.430,
2005-10,16.846,
2005-11,15.934,
2005-12,16.287,
2006-01,16.786,
2006-02,17.547,
2006-03,19.421,
2006-04,20.115,
2006-05,20.777,
2006-06,19.908,
2006-07,17.337,
2006-08,20.909,
2006-09,19.257,
2006-10,24.305,
2006-11,25.165,
2006-12,26.543,
2007-01,26.100,
2007-02,27.386,
2007-03,27.601,
2007-04,25.283,
2007-05,24.421,
2007-06,26.643,
2007-07,31.990,
2007-08,29.611,
2007-09,28.895,
2007-10,29.480,
2007-11,28.951,
2007-12,24.745,
2008-01,24.421,
2008-02,25.512,
2008-03,25.592,
2008-04,28.338,
2008-05,29.437,
2008-06,21.790,
2008-07,23.898,
2008-08,24.264,
2008-09,23.611,
2008-10,27.901,
2008-11,27.119,
2008-12,22.259,
2009-01,20.345,
2009-02,23.702,
2009-03,19.853,
2009-04,18.488,
2009-05,18.195,
2009-06,18.005,
2009-07,21.603,
2009-08,18.613,
2009-09,17.722,
2009-10,18.147,
2009-11,16.020,
2009-12,13.616,
2010-01,13.543,
2010-02,13.512,
2010-03,14.416,
2010-04,14.228,
2010-05,14.310,
2010-06,15.175,
2010-07,14.550,
2010-08,17.360,
2010-09,16.786,
2010-10,18.164,
2010-11,16.323,
2010-12,13.815,
2011-01,14.384,
2011-02,14.380,
2011-03,13.624,
2011-04,13.698,
2011-05,13.933,
2011-06,13.255,
2011-07,11.771,
2011-08,12.500,
2011-09,11.656,
2011-10,9.491,
2011-11,9.180,
2011-12,9.125,
2012-01,9.887,
2012-02,10.249,
2012-03,10.507,
2012-04,10.573,
2012-05,10.712,
2012-06,11.352,
2012-07,11.201,
2012-08,11.258,
2012-09,11.071,
2012-10,11.698,
2012-11,12.239,
2012-12,11.992,
2013-01,12.900,
2013-02,12.735,
2013-03,12.495,
2013-04,13.840,
2013-05,13.769,
2013-06,13.060,
2013-07,13.142,
2013-08,13.525,
2013-09,13.336,
2013-10,13.212,
2013-11,13.956,
2013-12,14.286,
2014-01,14.171,
2014-02,14.695,
2014-03,14.249,
2014-04,14.667,
2014-05,14.644,
2014-06,14.860,
2014-07,14.794,
2014-08,15.451,
2014-09,14.732,
2014-10,15.014,
