"",BBK01.OU5852,BBK01.OU5852_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic self-employed persons / Sight deposits / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:32:39,
1968-12,0.715,
1969-01,0.632,
1969-02,0.625,
1969-03,0.621,
1969-04,0.637,
1969-05,0.688,
1969-06,0.664,
1969-07,0.687,
1969-08,0.678,
1969-09,0.673,
1969-10,0.667,
1969-11,0.683,
1969-12,0.701,
1970-01,0.630,
1970-02,0.622,
1970-03,0.620,
1970-04,0.620,
1970-05,0.657,
1970-06,0.686,
1970-07,0.681,
1970-08,0.672,
1970-09,0.661,
1970-10,0.675,
1970-11,0.750,
1970-12,0.809,
1971-01,0.698,
1971-02,0.707,
1971-03,0.703,
1971-04,0.730,
1971-05,0.781,
1971-06,0.785,
1971-07,0.784,
1971-08,0.765,
1971-09,0.759,
1971-10,0.761,
1971-11,0.814,
1971-12,0.873,
1972-01,0.770,
1972-02,0.787,
1972-03,0.810,
1972-04,0.799,
1972-05,0.822,
1972-06,0.877,
1972-07,0.896,
1972-08,0.856,
1972-09,0.835,
1972-10,0.862,
1972-11,0.918,
1972-12,0.975,
1973-01,0.851,
1973-02,0.855,
1973-03,0.832,
1973-04,0.877,
1973-05,0.832,
1973-06,0.841,
1973-07,0.826,
1973-08,0.754,
1973-09,0.780,
1973-10,0.784,
1973-11,0.827,
1973-12,0.910,
1974-01,0.813,
1974-02,0.813,
1974-03,0.807,
1974-04,0.854,
1974-05,0.850,
1974-06,0.871,
1974-07,0.884,
1974-08,0.847,
1974-09,0.878,
1974-10,0.866,
1974-11,0.938,
1974-12,1.057,
1975-01,0.913,
1975-02,0.905,
1975-03,0.939,
1975-04,0.964,
1975-05,0.979,
1975-06,1.064,
1975-07,1.035,
1975-08,1.023,
1975-09,1.082,
1975-10,1.062,
1975-11,1.128,
1975-12,1.284,
1976-01,1.079,
1976-02,1.073,
1976-03,1.089,
1976-04,1.103,
1976-05,1.191,
1976-06,1.258,
1976-07,1.138,
1976-08,1.121,
1976-09,1.111,
1976-10,1.106,
1976-11,1.224,
1976-12,1.186,
1977-01,1.137,
1977-02,1.171,
1977-03,1.129,
1977-04,1.119,
1977-05,1.198,
1977-06,1.230,
1977-07,1.172,
1977-08,1.163,
1977-09,1.153,
1977-10,1.227,
1977-11,1.283,
1977-12,1.323,
1978-01,1.295,
1978-02,1.282,
1978-03,1.277,
1978-04,1.285,
1978-05,1.343,
1978-06,1.338,
1978-07,1.361,
1978-08,1.319,
1978-09,1.297,
1978-10,1.402,
1978-11,1.445,
1978-12,1.521,
1979-01,1.414,
1979-02,1.409,
1979-03,1.359,
1979-04,1.394,
1979-05,1.388,
1979-06,1.422,
1979-07,1.405,
