"",BBK01.CEF750,BBK01.CEF750_FLAGS
"",Other accounts payable                                        debtor: OFI                 creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:36:06,
1999-01,1.1,
1999-04,2.7,
1999-07,2.5,
1999-10,2.6,
2000-01,2.2,
2000-04,2.9,
2000-07,3.1,
2000-10,2.5,
2001-01,2.5,
2001-04,2.3,
2001-07,2.5,
2001-10,2.2,
2002-01,2.2,
2002-04,1.6,
2002-07,2.7,
2002-10,2.2,
2003-01,2.6,
2003-04,2.5,
2003-07,2.6,
2003-10,2.3,
2004-01,3.4,
2004-04,3.4,
2004-07,3.6,
2004-10,2.4,
2005-01,2.2,
2005-04,2.2,
2005-07,2.4,
2005-10,2.5,
2006-01,2.6,
2006-04,2.9,
2006-07,2.9,
2006-10,2.7,
2007-01,3.0,
2007-04,3.1,
2007-07,3.0,
2007-10,5.8,
2008-01,5.6,
2008-04,4.4,
2008-07,4.1,
2008-10,3.9,
2009-01,3.9,
2009-04,3.7,
2009-07,3.4,
2009-10,3.2,
2010-01,3.1,
2010-04,3.4,
2010-07,3.2,
2010-10,3.1,
2011-01,2.8,
2011-04,3.5,
2011-07,3.6,
2011-10,3.5,
2012-01,3.2,
2012-04,3.4,
2012-07,3.2,
2012-10,3.5,
2013-01,3.7,
2013-04,3.3,
2013-07,3.3,
2013-10,3.3,
2014-01,3.2,
2014-04,3.5,
2014-07,3.5,
