"",BBK01.PQU353,BBK01.PQU353_FLAGS
"",Lending to domestic enterprises and resident individuals / Long-term / Building and loan associations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:14,
1999-01,81.307,
1999-04,81.595,
1999-07,82.452,
1999-10,83.758,
2000-01,85.101,
2000-04,86.352,
2000-07,87.721,
2000-10,89.399,
2001-01,90.193,
2001-04,90.914,
2001-07,91.989,
2001-10,92.519,
2002-01,92.794,
2002-04,93.549,
2002-07,94.531,
2002-10,95.395,
2003-01,95.650,
2003-04,96.269,
2003-07,97.216,
2003-10,96.589,
2004-01,97.053,
2004-04,96.732,
2004-07,95.033,
2004-10,95.077,
2005-01,92.838,
2005-04,92.464,
2005-07,92.141,
2005-10,91.739,
2006-01,91.359,
2006-04,90.980,
2006-07,91.593,
2006-10,92.171,
2007-01,92.423,
2007-04,93.033,
2007-07,93.772,
2007-10,94.296,
2008-01,94.726,
2008-04,95.799,
2008-07,97.224,
2008-10,98.149,
2009-01,98.467,
2009-04,98.895,
2009-07,99.603,
2009-10,100.021,
2010-01,99.847,
2010-04,99.616,
2010-07,99.678,
2010-10,99.499,
2011-01,99.543,
2011-04,100.073,
2011-07,100.935,
2011-10,101.439,
2012-01,101.584,
2012-04,101.808,
2012-07,102.263,
2012-10,102.407,
2013-01,102.524,
2013-04,102.674,
2013-07,103.521,
2013-10,104.127,
2014-01,104.672,
2014-04,105.449,
2014-07,106.142,
2014-10,106.682,
