"",BBK01.QUJ396,BBK01.QUJ396_FLAGS
"","Foreign branches: Claims on non-residents, total / Slovenia / Euro",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:46:09,
1994-01,0.008,
1994-02,0.008,
1994-03,0.007,
1994-04,0.007,
1994-05,0.007,
1994-06,0.007,
1994-07,0.007,
1994-08,0.007,
1994-09,0.007,
1994-10,0.007,
1994-11,0.007,
1994-12,0.007,
1995-01,0.007,
1995-02,0.007,
1995-03,0.006,
1995-04,0.006,
1995-05,0.013,
1995-06,0.018,
1995-07,0.024,
1995-08,0.013,
1995-09,0.012,
1995-10,0.012,
1995-11,0.005,
1995-12,0.028,
1996-01,0.006,
1996-02,0.006,
1996-03,0.006,
1996-04,0.002,
1996-05,0.002,
1996-06,0.004,
1996-07,0.014,
1996-08,0.018,
1996-09,0.018,
1996-10,0.018,
1996-11,0.018,
1996-12,0.022,
1997-01,0.030,
1997-02,0.031,
1997-03,0.027,
1997-04,0.031,
1997-05,0.032,
1997-06,0.051,
1997-07,0.056,
1997-08,0.042,
1997-09,0.047,
1997-10,0.048,
1997-11,0.049,
1997-12,0.049,
1998-01,0.043,
1998-02,0.042,
1998-03,0.042,
1998-04,0.044,
1998-05,0.046,
1998-06,0.055,
1998-07,0.053,
1998-08,0.054,
1998-09,0.066,
1998-10,0.056,
1998-11,0.051,
1998-12,0.047,
1999-01,0.047,
1999-02,0.047,
1999-03,0.134,
1999-04,0.137,
1999-05,0.111,
1999-06,0.111,
1999-07,0.110,
1999-08,0.105,
1999-09,0.105,
1999-10,0.109,
1999-11,0.118,
1999-12,0.110,
2000-01,0.100,
2000-02,0.116,
2000-03,0.130,
2000-04,0.128,
2000-05,0.112,
2000-06,0.119,
2000-07,0.118,
2000-08,0.113,
2000-09,0.111,
2000-10,0.111,
2000-11,0.123,
2000-12,0.117,
2001-01,0.114,
2001-02,0.115,
2001-03,.,No value available
2001-04,.,No value available
2001-05,.,No value available
2001-06,0.127,
2001-07,0.122,
2001-08,0.141,
2001-09,0.144,
2001-10,0.130,
2001-11,0.123,
2001-12,0.109,
2002-01,0.114,
2002-02,0.118,
2002-03,0.114,
2002-04,0.145,
2002-05,0.092,
2002-06,0.090,
2002-07,0.070,
2002-08,0.066,
2002-09,0.071,
2002-10,0.072,
2002-11,0.055,
2002-12,0.054,
2003-01,0.042,
2003-02,0.020,
2003-03,0.019,
2003-04,0.023,
2003-05,0.044,
2003-06,0.054,
2003-07,0.048,
2003-08,0.049,
2003-09,0.062,
2003-10,0.063,
2003-11,0.059,
2003-12,0.058,
2004-01,0.058,
2004-02,0.059,
2004-03,0.057,
2004-04,0.059,
2004-05,0.086,
2004-06,0.142,
2004-07,0.127,
2004-08,0.185,
2004-09,0.187,
2004-10,0.886,
2004-11,0.724,
2004-12,0.140,
2005-01,0.142,
2005-02,0.141,
2005-03,0.152,
2005-04,0.147,
2005-05,0.132,
2005-06,0.133,
2005-07,0.133,
2005-08,0.134,
2005-09,0.163,
2005-10,0.159,
2005-11,0.163,
2005-12,0.219,
2006-01,0.225,
2006-02,0.218,
2006-03,0.216,
2006-04,0.222,
2006-05,0.263,
2006-06,0.289,
2006-07,0.287,
2006-08,0.286,
2006-09,0.286,
2006-10,0.295,
2006-11,0.295,
2006-12,0.305,
2007-01,0.325,
2007-02,0.350,
2007-03,0.349,
2007-04,0.369,
2007-05,0.372,
2007-06,0.372,
2007-07,0.372,
2007-08,0.359,
2007-09,0.324,
2007-10,0.295,
2007-11,0.376,
2007-12,0.381,
2008-01,0.379,
2008-02,0.376,
2008-03,0.371,
2008-04,0.363,
2008-05,0.314,
2008-06,0.440,
2008-07,0.500,
2008-08,0.494,
2008-09,0.506,
2008-10,0.499,
2008-11,0.369,
2008-12,0.417,
2009-01,0.411,
2009-02,0.415,
2009-03,0.403,
2009-04,0.392,
2009-05,0.408,
2009-06,0.250,
2009-07,0.257,
2009-08,0.292,
2009-09,0.290,
2009-10,0.280,
2009-11,0.268,
2009-12,0.193,
2010-01,0.191,
2010-02,0.188,
2010-03,0.182,
2010-04,0.180,
2010-05,0.167,
2010-06,0.147,
2010-07,0.145,
2010-08,0.145,
2010-09,0.110,
2010-10,0.103,
2010-11,0.094,
2010-12,0.076,
2011-01,0.096,
2011-02,0.095,
2011-03,0.093,
2011-04,0.080,
2011-05,0.077,
2011-06,0.071,
2011-07,0.110,
2011-08,0.120,
2011-09,0.134,
2011-10,0.129,
2011-11,0.128,
2011-12,0.127,
2012-01,0.120,
2012-02,0.113,
2012-03,0.113,
2012-04,0.105,
2012-05,0.106,
2012-06,0.104,
2012-07,0.101,
2012-08,0.103,
2012-09,0.104,
2012-10,0.095,
2012-11,0.096,
2012-12,0.094,
2013-01,0.092,
2013-02,0.094,
2013-03,0.102,
2013-04,0.083,
2013-05,0.083,
2013-06,0.070,
2013-07,.,No value available
2013-08,.,No value available
2013-09,.,No value available
2013-10,.,No value available
2013-11,.,No value available
2013-12,.,No value available
2014-01,.,No value available
2014-02,0.021,
2014-03,0.021,
2014-04,0.018,
2014-05,0.019,
2014-06,0.013,
2014-07,0.056,
2014-08,0.055,
2014-09,0.055,
2014-10,0.055,
2014-11,0.056,
