"",BBK01.CEL410,BBK01.CEL410_FLAGS
"",Loans                                                           debtor: Non-financial corporations  creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:46:43,
1999-01,0.7,
1999-04,16.7,
1999-07,14.3,
1999-10,42.6,
2000-01,-14.8,
2000-04,31.0,
2000-07,5.3,
2000-10,55.1,
2001-01,20.4,
2001-04,17.7,
2001-07,5.3,
2001-10,22.2,
2002-01,20.6,
2002-04,16.6,
2002-07,12.0,
2002-10,-13.0,
2003-01,1.9,
2003-04,-0.6,
2003-07,-19.8,
2003-10,-2.2,
2004-01,-17.2,
2004-04,-10.6,
2004-07,-23.1,
2004-10,1.1,
2005-01,-19.8,
2005-04,4.3,
2005-07,2.2,
2005-10,-2.9,
2006-01,15.5,
2006-04,17.6,
2006-07,18.5,
2006-10,-4.4,
2007-01,11.1,
2007-04,8.9,
2007-07,5.6,
2007-10,32.5,
2008-01,-14.6,
2008-04,18.3,
2008-07,7.1,
2008-10,7.3,
2009-01,15.7,
2009-04,11.1,
2009-07,-20.5,
2009-10,-14.2,
2010-01,-0.2,
2010-04,3.7,
2010-07,-7.1,
2010-10,4.0,
2011-01,-19.1,
2011-04,6.0,
2011-07,13.5,
2011-10,26.4,
2012-01,0.9,
2012-04,10.9,
2012-07,18.2,
2012-10,-17.1,
2013-01,11.8,
2013-04,11.7,
2013-07,-15.4,
2013-10,-7.5,
2014-01,15.9,
2014-04,26.9,
2014-07,-13.8,
